col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Abilene Christian University,ACCRED,U,W,TX,CHUCHR,4722,4860,23,11,14,137,156,91,24976,0
Acadia Divinity College,ACCRED,U,W,NS,ATLBAPT,2307,2307,11,8,11,39,210,92,6711,1336
Alliance Theological Seminary,ACCRED,C,B,NY,CMA,6677,6877,3,12,27,205,760,396,16200,250
Ambrose Seminary of Ambrose University,ACCRED,C,W,AB,CMA,1464,1512,1,13,18,126,143,91,10260,840
American Baptist Seminary of the West,ACCRED,I,M,CA,ABCUSA,2166,2490,6,6,10,0,91,52,16224,580
Anabaptist Mennonite Biblical Seminary,ACCRED,I,W,IN,MBUS,4333,4618,15,7,10,111,98,58,13200,540
Anderson University School of Theology,ACCRED,C,W,IN,COGAND,1571,1654,3,8,9,222,124,71,12360,0
Andover Newton Theological School,ACCRED,I,W,MA,UCC,7828,8489,15,12,18,195,273,149,14499,1260
Aquinas Institute of Theology,ACCRED,I,W,MO,RC,2735,2832,3,10,17,1334,180,86,15840,390
Asbury Theological Seminary,ACCRED,I,W,KY,INTER,22901,24090,153,59,90,441,1488,755,14040,100
Ashland Theological Seminary,ACCRED,U,W,OH,BRCHAO,6793,6906,0,26,26,84,744,360,13500,555
Assemblies of God Theological Seminary,ACCRED,I,W,MO,AOG,5808,5808,1,9,24,101,428,255,13032,0
Associated Canadian Theological Schools,ACCRED,C,W,BC,INTER,2709,2709,0,14,18,275,258,113,12000,500
Athenaeum of Ohio,ACCRED,I,W,OH,RC,5446,5839,15,9,17,118,213,181,20400,0
Atlantic School of Theology,ACCRED,I,W,NS,INTER,2662,2773,3,8,10,88,132,87,5520,614
Augustine Institute,ASSOC,I,N,CO,RC,2787,2816,0,5,9,0,235,138,0,0
Austin Presbyterian Theological Seminary,ACCRED,I,W,TX,PCUSA,8275,9195,111,15,16,159,195,130,12000,187
Azusa Pacific Seminary,ACCRED,U,W,CA,WESLCH,4047,4047,0,13,14,84,352,226,10125,0
Bangor Theological Seminary,ACCRED,I,W,ME,UCC,2242,2242,13,4,7,41,58,32,11760,300
Baptist Missionary Association Theological Seminary,ACCRED,I,W,TX,BAPTMA,1558,1603,1,8,10,77,61,38,4200,300
Baptist Seminary of Kentucky,ASSOC,I,W,KY,CBF,745,745,2,4,7,0,34,25,7875,0
Baptist Theological Seminary at Richmond,ACCRED,I,W,VA,CBF,3089,3207,5,6,11,0,98,71,1000,243
Barry University Department of Theology and Philosophy,ACCRED,U,W,FL,RC,2251,2251,0,23,28,381,115,47,0,0
Beeson Divinity School of Samford University,ACCRED,U,W,AL,INTER,5611,5611,57,19,19,298,207,135,10740,325
Berkeley Divinity School,ACCRED,U,W,CT,EPISC,0,0,0,0,0,0,0,0,0,0
Bethany Theological Seminary,ACCRED,I,W,IN,CHBRETH,3104,3108,35,7,9,379,55,31,11961,0
Bethel Seminary of Bethel University,ACCRED,C,W,MN,BAPTCW,13566,13764,11,24,45,309,861,404,12000,0
"Bexley Hall Seabury-Western Theological Seminary Federation,
Inc.",ACCRED,I,n/a,IL,n/a,0,0,0,3,3,0,0,0,0,0
Bexley Hall Seminary,ACCRED,I,W,OH,EPISC,751,751,8,2,2,142,17,14,16200,400
Biblical Theological Seminary,ACCRED,I,W,PA,INTER,3892,4001,1,8,20,54,337,267,13833,50
Boston College School of Theology and Ministry,ACCRED,I,W,MA,RC,13673,14126,46,26,29,287,276,253,15876,90
Boston University School of Theology,ACCRED,U,W,MA,UMC,12858,12858,91,29,33,190,322,286,16900,644
Briercrest College and Seminary,ACCRED,C,W,SK,INTER,1156,1250,0,6,7,88,114,39,10464,0
Brite Divinity School,ACCRED,I,W,TX,DISCPL,8177,8693,66,17,22,212,212,168,22680,1980
Byzantine Catholic Seminary of SS. Cyril and Methodius,ACCRED,I,W,PA,BYZANTIN,594,668,4,6,8,20,13,11,10000,500
Calvin Theological Seminary,ACCRED,I,W,MI,CRC,9772,10226,34,16,21,628,296,256,13530,1750
Campbell University Divinity School,ACCRED,U,W,NC,CBF,2005,2005,17,8,12,232,181,137,12000,560
Canadian Reformed Theological Seminary,CAND,I,W,ON,CANREF,1113,1113,0,4,4,33,19,19,2300,0
Canadian Southern Baptist Seminary,ACCRED,C,W,AB,CNBC,1832,2153,2,6,6,53,41,20,8587,613
Candler School of Theology of Emory University,ACCRED,U,M,GA,UMC,23345,23345,184,46,59,637,478,441,18800,514
Carey Theological College,ACCRED,I,W,BC,BAPTWC,2575,2905,0,7,7,22,144,47,7200,0
Carolina Graduate School of Divinity,ACCRED,I,W,NC,INTER,283,283,0,2,8,0,44,19,12000,0
Catholic Theological Union,ACCRED,I,N,IL,RC,9061,9968,42,20,26,153,338,176,18846,324
"Catholic University of America School of Theology and Religious
Studies",ACCRED,U,W,DC,RC,7611,7611,0,43,51,330,299,274,36320,0
Central Baptist Theological Seminary,ACCRED,I,W,KS,ABCUSA,3066,3066,0,13,21,95,248,178,6480,300
Chapman Seminary,ACCRED,U,W,IN,GENBAPT,386,402,0,7,7,92,18,15,6300,310
Chicago Theological Seminary,ACCRED,I,W,IL,UCC,6336,6428,24,15,17,50,225,137,13680,670
China Evangelical Seminary North America,ASSOC,I,V,CA,NONDEN,710,710,0,5,16,14,98,55,7200,0
