"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2012",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Trinity Evangelical Divinity School,,341,230,130,98,236,199,169,56,264,241,89,24,"1,229",848
Trinity Lutheran Seminary,,71,61,9,4,13,9,4,1,10,7,9,2,116,84
Turner School of Theology of Amridge University,,12,9,0,0,27,17,16,5,26,26,0,0,81,57
Tyndale University College & Seminary,,388,229,0,0,138,55,47,16,15,6,95,33,683,339
Union Presbyterian Seminary,,143,133,31,14,1,0,0,0,28,28,10,6,213,181
Union Theological Seminary,,145,140,0,0,40,34,0,0,60,59,0,0,245,233
United Theological Seminary,,192,183,18,13,7,6,341,114,0,0,34,10,592,326
United Theological Seminary of the Twin Cities,,86,60,5,2,9,5,24,8,0,0,0,0,124,75
University of Chicago Divinity School,,58,58,1,1,100,100,0,0,181,181,0,0,340,340
University of Dubuque Theological Seminary,,109,77,8,7,0,0,36,12,0,0,10,10,163,106
University of Notre Dame Department of Theology,,43,43,8,8,45,45,0,0,106,106,0,0,202,202
University of St. Mary of the Lake Mundelein Seminary,,142,142,4,4,2,2,6,2,0,0,50,50,204,200
University of St. Michael's College,,12,8,47,17,30,15,7,2,72,71,27,10,195,123
University of St. Thomas School of Theology,,86,76,74,34,20,12,0,0,0,0,0,0,180,122
University of the South School of Theology,,61,61,0,0,8,7,45,15,22,22,5,4,141,109
University of Winnipeg Faculty of Theology,,9,5,0,0,14,5,0,0,7,2,36,11,66,23
Urshan Graduate School of Theology,,17,12,22,12,24,10,0,0,0,0,0,0,63,34
Vancouver School of Theology,,61,34,6,4,12,5,0,0,6,2,24,9,109,54
Vanderbilt University Divinity School,,160,160,0,0,71,71,0,0,0,0,0,0,231,231
Virginia Theological Seminary,,104,104,3,1,32,23,96,32,0,0,15,10,250,170
Wake Forest University School of Divinity,,112,103,0,0,0,0,0,0,0,0,0,0,112,103
Wartburg Theological Seminary,,109,105,15,12,6,4,0,0,0,0,43,10,173,131
Washington Theological Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo Lutheran Seminary,,20,17,85,52,0,0,18,6,0,0,0,0,123,75
Wesley Biblical Seminary,,65,36,0,0,24,10,0,0,0,0,0,0,89,46
Wesley Seminary at Indiana Wesleyan University,,181,173,114,114,0,0,0,0,0,0,0,0,295,287
Wesley Theological Seminary,,315,198,0,0,100,60,154,51,0,0,42,5,611,314
Western Seminary,,183,107,249,145,116,56,75,50,37,8,137,56,797,422
Western Theological Seminary,,210,172,0,0,0,0,28,9,4,4,13,2,255,187
Westminster Theological Seminary,,245,201,96,57,46,33,101,34,114,87,15,8,617,420
Westminster Theological Seminary in California,,104,73,0,0,40,27,0,0,0,0,0,0,144,100
Winebrenner Theological Seminary,,33,20,19,17,2,2,18,6,0,0,6,2,78,47
World Mission University,,87,87,34,34,15,15,17,6,0,0,0,0,153,142
Wycliffe College,,56,35,0,0,88,41,9,3,75,74,39,14,267,167
Yale University Divinity School,,199,192,0,0,133,128,0,0,19,15,12,9,363,344
