col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Saint Paul University Faculty of Theology,ASSOC,U,N,ON,RC,2359,2359,0,16,25,504,66,50,0,0
Saint Vincent Seminary,ACCRED,C,W,PA,RC,2202,2581,10,8,12,109,68,61,22606,0
Samuel DeWitt Proctor School of Theology,ACCRED,C,B,VA,BAPT,1891,1891,0,15,19,121,393,372,10000,650
San Francisco Theological Seminary,ACCRED,I,W,CA,PCUSA,6444,8232,46,15,21,0,260,127,11400,200
Seabury-Western Theological Seminary,ACCRED,I,W,IL,EPISC,2751,2751,13,3,5,514,36,13,0,0
Seattle Pacific Seminary of Seattle Pacific University,ASSOC,U,N,WA,FRMECH,612,612,0,17,19,209,58,52,19000,0
The Seattle School of Theology and Psychology,CAND,I,W,WA,NONDEN,4296,4799,0,7,11,18,273,220,13680,1100
Seattle University School of Theology and Ministry,ACCRED,U,W,WA,RC,5042,5042,8,13,18,78,181,119,10872,150
Seminary of the Immaculate Conception,ACCRED,I,W,NY,RC,4139,4140,0,3,10,64,106,67,12000,300
Seminary of the Southwest,ACCRED,I,W,TX,EPISC,5857,6069,22,8,19,120,124,95,13152,75
Seventh-day Adventist Theological Seminary,ACCRED,U,W,MI,SDADV,10482,11668,0,38,51,215,1025,605,7195,755
Shaw University Divinity School,ACCRED,U,B,NC,GBAPTNC,1599,1599,0,9,12,17,138,118,9900,2664
Shepherd University School of Theology,CAND,U,A,CA,INTER,864,864,0,2,5,46,60,44,0,0
Shepherds Theological Seminary,ASSOC,I,W,NC,INTER,1269,1269,0,5,7,28,59,37,6880,100
Sioux Falls Seminary,ACCRED,I,W,SD,NABAPC,2737,3504,2,9,14,61,167,83,15548,300
Southeastern Baptist Theological Seminary,ACCRED,I,W,NC,SBC,19476,24229,25,56,77,219,1853,1006,6420,380
Southern Baptist Theological Seminary,ACCRED,I,W,KY,SBC,29254,37031,88,59,85,529,2561,1424,6747,470
Southwestern Baptist Theological Seminary,ACCRED,I,N,TX,SBC,34335,43334,114,112,141,573,2338,1241,6067,536
SS. Cyril & Methodius Seminary,ACCRED,C,W,MI,RC,1487,1672,1,7,10,87,38,29,14314,1500
St. Andrew's College,ACCRED,I,W,SK,UCCAN,1415,1415,4,4,5,44,23,13,6500,50
St. Augustine's Seminary of Toronto,ACCRED,I,N,ON,RC,4164,4610,11,12,23,42,153,71,5640,850
St. Bernard's School of Theology and Ministry,ACCRED,I,W,NY,RC,1219,1219,3,4,7,67,97,50,13104,80
St. Charles Borromeo Seminary,ACCRED,I,W,PA,RC,3968,4227,6,16,17,149,107,77,19485,1200
St. John Vianney Theological Seminary,ACCRED,I,W,CO,RC,4003,4003,0,17,18,170,69,69,16435,0
St. John's Seminary (CA),ACCRED,I,W,CA,RC,6365,6587,60,22,24,63,104,88,15500,5459
St. John's Seminary (MA),ACCRED,C,W,MA,RC,6317,6317,45,11,18,173,138,88,16750,0
St. John's University School of Theology - Seminary,ACCRED,C,W,MN,RC,3431,3629,17,4,4,476,133,86,13500,250
St. Joseph's Seminary,ACCRED,I,W,NY,RC,6664,7892,19,13,17,105,115,78,30000,0
St. Mark's College,ASSOC,I,W,BC,RC,578,578,1,1,5,30,43,22,0,0
St. Mary's Seminary and University,ACCRED,I,W,MD,RC,5778,6019,71,10,30,149,200,127,16460,495
St. Patrick's Seminary and University,ACCRED,I,M,CA,RC,5749,5749,24,14,16,169,109,109,16150,1100
St. Peter's Seminary,ACCRED,I,N,ON,RC,2375,2574,3,9,14,70,35,27,5631,1322
St. Stephen's College,ASSOC,I,W,AB,UCCAN,990,1023,1,1,18,0,278,62,0,0
St. Thomas University School of Theology and Ministry,ASSOC,U,N,FL,RC,2299,2364,1,7,8,154,66,64,0,0
St. Tikhon's Orthodox Theological Seminary,ACCRED,I,W,PA,OCA,1543,1543,1,5,8,51,52,48,3150,365
St. Vincent de Paul Regional Seminary,ACCRED,I,W,FL,RC,3578,4417,0,15,18,88,116,116,20000,1000
St. Vladimir's Orthodox Theological Seminary,ACCRED,I,W,NY,OCA,3932,4795,11,7,10,178,55,49,10512,350
Starr King School for the Ministry,ACCRED,I,W,CA,UUA,2388,2388,6,4,15,0,69,69,20058,0
Talbot School of Theology,ACCRED,U,W,CA,INTER,22113,26961,0,64,87,358,1224,541,16032,0
Taylor College and Seminary,ACCRED,I,W,AB,NABAPC,1390,1483,9,4,6,51,68,28,6960,140
Toronto School of Theology,ACCRED,I,W,ON,INTER,1186,1189,2,0,1,0,0,0,0,0
Trinity College Faculty of Divinity,ACCRED,C,N,ON,ANGL,2279,2279,0,5,14,82,128,52,5610,1974
Trinity Episcopal School for Ministry,ACCRED,I,W,PA,EPISC,4768,4944,16,10,10,87,119,77,10200,660
Trinity Evangelical Divinity School,ACCRED,C,W,IL,EFCA,16453,16803,23,37,49,224,1229,849,15080,200
Trinity Lutheran Seminary,ACCRED,I,W,OH,ELCA,5752,6160,26,13,19,142,116,85,13950,388
Turner School of Theology of Amridge University,CAND,U,W,AL,CHUCHR,1327,1327,0,14,16,52,81,58,11520,1200
Tyndale University College & Seminary,ACCRED,C,W,ON,INTER,15348,16158,0,20,38,132,683,338,9531,1026
Union Presbyterian Seminary,ACCRED,I,W,VA,PCUSA,14196,15882,132,21,26,314,213,181,12800,200
Union Theological Seminary,ACCRED,I,W,NY,INTER,16980,19965,89,19,28,694,245,233,22980,3700
