col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Christ the King Seminary,ACCRED,I,W,NY,RC,2995,3446,6,10,12,181,81,34,19500,715
Christian Theological Seminary,ACCRED,I,W,IN,DISCPL,9555,10044,96,17,19,241,190,135,11760,180
Christian Witness Theological Seminary,ASSOC,I,A,CA,INTER,830,830,0,5,8,29,74,36,6500,650
Church Divinity School of the Pacific,ACCRED,I,W,CA,EPISC,4505,5043,18,8,11,0,83,59,16320,0
Cincinnati Bible Seminary,ACCRED,I,W,OH,CCHCHC,3459,3638,1,9,17,135,192,143,9200,500
Claremont School of Theology,ACCRED,I,W,CA,UMC,11984,11984,29,22,33,212,253,212,19650,830
Colgate Rochester Crozer Divinity School,ACCRED,I,W,NY,ABCUSA,3673,4041,20,7,11,19,87,55,10170,255
"Columbia International University - Seminary & School of
Ministry",ACCRED,C,W,SC,INTER,5649,6177,5,17,24,90,450,320,9480,270
Columbia Theological Seminary,ACCRED,I,W,GA,PCUSA,13140,14307,170,22,26,200,363,230,13332,200
Concordia Lutheran Seminary (AB),ACCRED,I,W,AB,LUTHCA,964,964,4,3,3,21,17,15,6820,205
Concordia Lutheran Theological Seminary (ON),ACCRED,I,W,ON,LUTHCA,840,852,3,4,5,44,20,15,9360,63
Concordia Seminary (MO),ACCRED,I,W,MO,LUTHMS,24342,24584,58,25,31,273,621,441,22860,0
Concordia Theological Seminary (IN),ACCRED,I,W,IN,LUTHMS,11947,13268,23,25,27,178,294,245,24570,546
Covenant Theological Seminary,ACCRED,I,W,MO,PCA,11100,11707,20,18,22,91,668,383,16480,130
Dallas Theological Seminary,ACCRED,I,W,TX,INTER,31381,34316,68,53,77,232,1962,1056,13050,270
Denver Seminary,ACCRED,I,W,CO,INTER,10834,11432,9,25,41,166,932,479,14550,7
Dominican House of Studies,ACCRED,I,W,DC,RC,3714,3714,2,13,15,76,87,85,15120,125
Dominican School of Philosophy and Theology,ACCRED,I,W,CA,RC,2595,2640,1,12,15,0,102,72,15000,100
Dominican Study Center of the Caribbean,ACCRED,U,H,PR,RC,256,256,0,1,3,28,47,32,4320,360
Drew University Theological School,ACCRED,U,M,NJ,UMC,13858,14424,49,29,37,89,454,318,16508,1450
Duke University Divinity School,ACCRED,U,W,NC,UMC,15374,15374,130,36,42,403,639,588,19120,0
Earlham School of Religion,ACCRED,C,W,IN,FRNDS,2365,2419,35,8,9,379,71,48,10719,400
Eastern Mennonite Seminary,ACCRED,C,W,VA,MBUS,2178,2178,4,7,10,83,130,54,13800,120
Ecumenical Theological Seminary,ACCRED,I,W,MI,INTER,1632,1796,0,10,18,41,171,95,13376,380
Eden Theological Seminary,ACCRED,I,W,MO,UCC,5803,5874,22,11,11,91,149,98,14200,270
Emmanuel Christian Seminary at Milligan,ACCRED,I,W,TN,CCHCHC,3931,4345,5,8,10,139,117,63,12900,900
Emmanuel College of Victoria University,ACCRED,C,W,ON,UCCAN,4433,4433,18,11,14,76,168,113,5640,1493
Episcopal Divinity School,ACCRED,I,W,MA,EPISC,6200,6502,64,9,11,75,80,65,13781,50
Erskine Theological Seminary,ACCRED,C,W,SC,ARP,3064,3087,8,12,15,193,223,93,12300,425
Evangelical Seminary of Puerto Rico,ACCRED,I,H,PR,INTER,1277,1277,1,4,6,78,224,159,3960,240
Evangelical Theological Seminary,ACCRED,I,W,PA,EVCONG,2334,2334,2,6,10,87,131,72,11352,70
Florida Center for Theological Studies,ACCRED,I,n/a,FL,n/a,0,0,0,0,0,0,0,0,0,0
Franciscan School of Theology,ACCRED,I,W,CA,RC,1840,1887,6,4,8,0,42,33,13400,160
Freed-Hardeman University Graduate School of Theology,ASSOC,U,W,TN,CHUCHR,716,816,1,3,4,168,78,45,15080,0
Fresno Pacific Biblical Seminary,ACCRED,I,W,CA,MBNA,1694,1702,1,6,8,162,120,57,7182,0
Fuller Theological Seminary,ACCRED,I,W,CA,INTER,51384,58652,177,87,178,630,3579,1708,17280,132
Garrett-Evangelical Theological Seminary,ACCRED,I,W,IL,UMC,13953,15938,80,28,33,514,390,324,17835,600
General Theological Seminary,ACCRED,I,W,NY,EPISC,8506,11363,20,8,14,180,106,106,15000,400
George Fox Evangelical Seminary,ACCRED,C,W,OR,INTER,1940,1940,2,7,12,60,361,186,9408,130
George W. Truett Theological Seminary of Baylor University,ACCRED,U,W,TX,BAPBGCT,8958,8958,46,21,30,1946,414,334,13068,1522
Georgia Christian University School of Divinity,ASSOC,U,N,GA,NA,491,491,0,11,13,36,70,69,6847,200
Golden Gate Baptist Theological Seminary,ACCRED,I,W,CA,SBC,10971,12220,18,26,46,188,1683,666,5805,400
Gordon-Conwell Theological Seminary,ACCRED,I,W,MA,INTER,25985,28479,43,40,57,354,2033,1069,17100,545
Grace Mission University Graduate School,ASSOC,U,A,CA,PCINT,700,700,0,3,7,19,138,83,5250,280
Grace Theological Seminary,ACCRED,C,N,IN,FEGRACE,1013,1025,0,4,8,155,111,100,13260,0
Graduate Theological Union,ACCRED,I,W,CA,INTER,8358,8358,27,6,9,501,285,268,0,0
Grand Rapids Theological Seminary of Cornerstone University,ACCRED,C,W,MI,INTER,2491,2605,2,10,15,128,247,149,11954,0
Harding School of Theology,ACCRED,C,W,TN,CHUCHR,2407,2477,8,10,12,139,140,54,16968,616
Hartford Seminary,ACCRED,I,W,CT,INTER,4591,4591,37,9,17,76,142,86,0,0
