Membership Status,col_1,2014,2019,2022,2023
Accredited,United States,211,219,228,224
,Canada,35,35,34,35
,Total,246,254,262,259
Candidate,United States,9,10,0,0
,Canada,1,1,0,0
,Total,10,11,0,0
Associate,United States,14,7,15,13
,Canada,5,3,3,2
,Total,19,10,18,15
Totals,United States,234,236,243,237
,Canada,41,39,37,37
,All Schools,275,275,280,274
