"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2023",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Pacific Christian College of Ministry and Biblical
Studies of Hope International University",,12,8,39,26,0,0,0,0,0,0,0,0,51,34
"Pacific Lutheran Theological Seminary of California
Lutheran University",,36,35,8,8,0,0,0,0,0,0,6,5,50,48
Pacific School of Religion,,57,38,9,6,0,0,68,26,0,0,6,4,140,74
"Palm Beach Atlantic University School of Ministry
Graduate Department",,55,41,43,25,0,0,0,0,43,34,3,2,144,102
Palmer Theological Seminary of Eastern University,,93,47,87,41,0,0,29,22,0,0,1,0,210,110
Payne Theological Seminary,,92,70,5,4,0,0,52,69,0,0,0,0,149,143
Pentecostal Theological Seminary,,40,23,202,94,7,4,141,79,0,0,0,0,390,200
"Perkins School of Theology Southern Methodist
University",,129,89,51,31,7,4,73,0,22,13,2,10,284,147
Phillips Theological Seminary,,41,24,19,9,0,0,34,11,0,0,4,2,98,46
Phoenix Seminary,,122,69,148,59,5,1,13,7,0,0,0,0,288,136
Pittsburgh Theological Seminary,,52,41,24,17,0,0,127,21,0,0,20,12,223,91
Pontifical College Josephinum,,25,32,1,1,0,0,0,0,0,0,0,0,26,33
Pope St. John XXIII National Seminary,,42,53,0,0,0,0,0,0,0,0,0,0,42,53
Portland Seminary of George Fox University,,49,25,76,34,0,0,197,182,0,0,48,11,370,252
Presbyterian Theological Seminary in America,,75,52,44,27,0,0,0,0,0,0,0,0,119,79
Princeton Theological Seminary,,170,175,53,47,12,7,0,0,52,46,0,0,287,275
Providence Theological Seminary,,16,8,122,62,0,0,7,1,0,0,20,8,165,79
Puritan Reformed Theological Seminary,,53,37,72,31,114,29,24,17,31,15,110,21,404,150
Queen's College Faculty of Theology,,3,1,9,6,8,2,0,0,0,0,58,32,78,41
Reformed Episcopal Seminary,,5,4,5,3,0,0,0,0,0,0,2,1,12,8
Reformed Presbyterian Theological Seminary,,40,29,20,10,0,0,24,20,0,0,13,6,97,65
Reformed Theological Seminary,,531,310,381,185,0,0,126,0,0,0,89,34,1127,529
Regent College,,63,39,175,76,25,8,0,0,0,0,79,32,342,155
Regent University School of Divinity,,602,342,311,158,8,2,157,98,82,58,16,7,1176,665
Regis College,,29,28,25,10,12,4,7,4,16,14,4,1,93,61
Robert E. Webber Institute for Worship Studies,,0,0,35,29,0,0,102,146,0,0,0,0,137,175
Sacred Heart Major Seminary,,64,79,62,20,0,0,0,0,0,0,0,0,126,99
Sacred Heart Seminary and School of Theology,,83,105,36,11,0,0,0,0,0,0,0,0,119,116
Saint John's Seminary (MA),,46,60,28,9,0,0,0,0,0,0,22,18,96,87
"Saint John's University School of Theology and
Seminary",,27,22,69,45,6,4,0,0,0,0,41,11,143,82
"Saint Mary Seminary and Graduate School of
Theology",,37,32,58,23,0,0,8,11,0,0,6,2,109,68
Saint Meinrad School of Theology,,85,107,88,45,0,0,0,0,0,0,0,0,173,152
Saint Paul School of Theology,,68,50,13,7,0,0,16,8,0,0,3,1,100,66
"Saint Paul Seminary School of Divinity of the
University of St. Thomas",,61,75,77,17,0,0,0,0,0,0,24,8,162,100
"Saint Sophia Ukrainian Orthodox Theological
Seminary",,10,37,12,6,0,0,0,0,0,0,0,0,22,43
Saint Vincent Seminary,,44,60,9,9,0,0,0,0,0,0,26,35,79,104
"Samuel DeWitt Proctor School of Theology of
Virginia Union University",,173,96,16,10,0,0,49,66,0,0,0,0,238,172
San Francisco Theological Seminary,,24,18,14,12,0,0,34,33,0,0,17,2,89,65
Seattle Pacific Seminary,,22,9,20,7,0,0,0,0,0,0,2,1,44,17
The Seattle School of Theology and Psychology,,2,1,255,135,0,0,0,0,0,0,0,0,257,136
Seminario Evangélico de Puerto Rico,,80,45,21,10,0,0,18,13,0,0,7,4,126,72
Seminary of the Southwest,,34,33,81,59,0,0,0,0,0,0,0,0,115,92
