"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2023",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Logos Evangelical Seminary,,41,28,99,51,4,2,36,26,2,1,6,2,188,110
"Logsdon Seminary of Logsdon School of Theology
of Hardin-Simmons University",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisville Presbyterian Theological Seminary,,42,36,31,40,0,0,20,23,0,0,0,0,93,99
"Loyola Marymount University Department of
Theological Studies",,0,0,60,26,0,0,0,0,0,0,0,0,60,26
"Loyola University Chicago Institute of Pastoral
Studies",,42,19,118,61,0,0,0,0,0,0,30,13,190,93
Luther Seminary,,193,112,110,62,10,2,1,0,15,3,19,5,348,184
Lutheran School of Theology at Chicago,,44,28,18,8,2,2,5,1,31,14,31,6,131,59
Lutheran Theological Seminary (SK),,5,4,4,2,0,0,9,7,0,0,3,2,21,15
"Lutheran Theological Southern Seminary of Lenoir-
Rhyne University",,40,32,9,7,0,0,0,0,0,0,5,3,54,42
"M. Christopher White School of Divinity of Gardner-
Webb University",,77,53,7,5,0,0,33,22,0,0,0,0,117,80
Martin Luther University College,,6,5,137,16,0,0,0,0,0,0,0,0,143,21
The Master's Seminary,,492,328,160,69,42,15,86,89,11,7,0,0,791,508
McCormick Theological Seminary,,30,18,19,16,0,0,81,10,0,0,3,2,133,46
McGill University School of Religious Studies,,0,0,0,0,2,2,0,0,0,0,0,0,2,2
McMaster Divinity College,,40,26,51,26,0,0,51,40,46,33,29,14,217,139
Meadville Lombard Theological School,,57,42,3,2,0,0,7,6,0,0,1,0,68,50
Memphis Theological Seminary,,64,42,15,9,0,0,98,72,0,0,18,6,195,129
Methodist Theological School in Ohio,,104,69,37,14,0,0,35,3,0,0,0,0,176,86
Mid-America Reformed Seminary,,22,27,4,4,0,0,0,0,0,0,8,2,34,33
Midwestern Baptist Theological Seminary,,702,415,660,302,45,14,639,350,595,375,151,47,2792,1503
Missio Theological Seminary,,4,3,3,2,16,9,24,12,0,0,0,0,47,26
Montreal School of Theology,,19,17,0,0,5,5,0,0,0,0,0,0,24,22
Moody Theological Seminary,,177,107,394,207,0,0,0,0,0,0,22,9,593,323
Moravian Theological Seminary,,19,13,9,4,0,0,0,0,0,0,23,10,51,27
Mount Angel Seminary,,36,41,15,6,0,0,18,20,0,0,0,0,69,67
Mount Saint Mary's Seminary,,69,92,53,73,0,0,0,0,0,0,0,0,122,165
Multnomah Biblical Seminary of Jessup University,,32,24,52,33,0,0,15,10,0,0,6,2,105,69
NAIITS An Indigenous Learning Community,,14,4,19,1,0,0,0,0,15,10,0,0,48,15
Nashotah House,,30,33,43,27,15,5,10,6,0,0,14,5,112,76
Nazarene Theological Seminary,,77,47,31,17,0,0,64,51,0,0,0,0,172,115
New Brunswick Theological Seminary,,46,26,26,12,0,0,59,38,0,0,0,0,131,76
New Orleans Baptist Theological Seminary,,536,346,477,271,4,3,292,134,141,107,26,10,1476,871
New York Theological Seminary,,10,5,13,3,0,0,28,18,0,0,0,0,51,26
Newman Theological College,,27,26,87,23,3,2,0,0,0,0,63,75,180,126
North Park Theological Seminary,,54,30,136,58,0,0,5,19,0,0,78,12,273,119
"Northeastern Seminary at Roberts Wesleyan
University",,66,37,62,25,0,0,62,44,0,0,14,5,204,111
Northern Baptist Theological Seminary,,42,17,175,37,0,0,64,25,0,0,0,0,281,79
"Northwest Nazarene University Graduate School of
Theology",,29,16,25,14,0,0,0,0,14,19,18,6,86,55
Northwest Seminary,,28,17,74,38,0,0,27,34,0,0,0,0,129,89
Notre Dame Seminary,,85,100,35,20,0,0,0,0,0,0,0,0,120,120
"Oakwood University School of Theology Graduate
Department",,0,0,16,12,0,0,0,0,0,0,0,0,16,12
Oblate School of Theology,,52,52,76,38,0,0,25,4,22,17,10,3,185,114
"Oral Roberts University Graduate School of
Theology and Ministry",,89,63,265,132,0,0,58,30,31,21,0,0,443,246
