"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2023",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Central Baptist Theological Seminary of
Minneapolis",,35,17,32,10,3,1,8,5,0,0,0,0,78,33
Chapman Seminary of Oakland City University,,1,1,2,1,0,0,2,1,0,0,0,0,5,3
Chicago Theological Seminary,,122,66,38,25,5,2,18,21,31,11,12,3,226,128
China Evangelical Seminary North America,,18,11,59,25,3,1,17,14,0,0,15,5,112,56
"Christ School of Theology of the Institute of
Lutheran Theology",,13,7,22,10,10,3,21,9,26,10,11,3,103,42
Christian Theological Seminary,,41,31,50,39,0,0,26,16,19,11,3,1,139,98
Christian Witness Theological Seminary,,25,18,35,19,3,1,12,15,0,0,11,5,86,58
Church Divinity School of the Pacific,,43,26,8,2,0,0,0,0,0,0,3,1,54,29
Claremont School of Theology,,50,31,12,6,0,0,36,10,73,47,9,3,180,97
Colgate Rochester Crozer Divinity School,,32,21,1,1,0,0,26,16,0,0,6,3,65,41
"Columbia Biblical Seminary of Columbia
International University",,74,40,320,111,0,0,33,23,114,72,0,0,541,246
Columbia Theological Seminary,,93,82,22,16,9,9,82,34,0,0,0,0,206,141
Concordia Lutheran Seminary (AB),,5,6,0,0,0,0,0,0,0,0,1,1,6,7
Concordia Lutheran Theological Seminary (ON),,7,7,5,2,0,0,0,0,0,0,0,0,12,9
Concordia Seminary (MO),,188,155,44,22,16,3,41,8,110,13,213,51,612,252
Concordia Theological Seminary (IN),,161,156,37,24,18,6,8,4,32,18,40,17,296,225
Cornerstone Theological Seminary,,33,17,88,33,1,1,0,0,0,0,0,0,122,51
Covenant Theological Seminary,,181,114,330,189,6,1,61,43,0,0,29,9,607,356
Crown College Graduate School of Ministry,,45,22,70,33,0,0,0,0,0,0,0,0,115,55
Dallas Theological Seminary,,523,338,1726,847,5,2,216,141,85,37,96,35,2651,1400
Denver Seminary,,255,126,405,209,9,3,90,45,31,31,47,17,837,431
"Dickerson-Green Theological Seminary of Allen
University",,38,24,0,0,0,0,6,6,0,0,0,0,44,30
Dominican House of Studies,,43,38,6,4,0,0,0,0,0,0,13,42,62,84
Dominican School of Philosophy and Theology,,14,12,28,22,0,0,0,0,0,0,21,22,63,56
Drew University Theological School,,167,130,23,16,7,4,111,86,45,66,9,3,362,305
Duke University Divinity School,,368,334,81,72,15,11,101,101,34,34,25,17,624,569
Earlham School of Religion,,25,35,22,23,0,0,0,0,0,0,9,4,56,62
"Eastern Mennonite Seminary of Eastern Mennonite
University",,16,9,15,7,0,0,0,0,0,0,10,4,41,20
Ecumenical Theological Seminary,,19,1,13,1,0,0,20,10,0,0,13,1,65,13
Eden Theological Seminary,,37,30,18,14,0,0,29,19,0,0,7,2,91,65
Emmanuel Christian Seminary at Milligan,,53,40,31,18,0,0,14,8,0,0,3,1,101,67
Emmanuel College of Victoria University,,27,22,107,73,2,1,11,11,39,39,6,8,192,154
Erskine Theological Seminary,,22,11,17,6,17,5,51,18,0,0,4,2,111,42
Evangelia University Graduate School of Theology,,91,76,6,4,0,0,17,18,0,0,0,0,114,98
Franciscan School of Theology,,20,13,51,26,0,0,0,0,0,0,0,0,71,39
"Freed-Hardeman University Graduate School of
Theology",,35,19,34,14,0,0,4,4,0,0,0,0,73,37
"Fresno Pacific Biblical Seminary of Fresno Pacific
University",,11,5,99,56,0,0,0,0,0,0,0,0,110,61
Fuller Theological Seminary,,414,164,642,225,8,3,419,204,90,50,41,12,1614,658
Garrett-Evangelical Theological Seminary,,109,80,71,53,0,0,57,22,48,30,14,5,299,190
Gateway Seminary,,229,121,355,151,8,4,160,227,33,35,714,245,1499,783
General Theological Seminary,,30,20,1,1,0,0,6,0,0,0,1,1,38,22
"George W. Truett Theological Seminary of Baylor
University",,203,150,87,46,0,0,81,54,0,0,3,0,374,250
Georgia Central University School of Divinity,,46,50,37,41,0,0,27,45,15,24,0,0,125,160
