"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2023",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
GETS Theological Seminary,,0,0,98,42,0,0,18,11,0,0,0,0,116,53
Gordon-Conwell Theological Seminary,,286,146,604,289,41,18,225,162,0,0,217,96,1373,711
Grace Mission University Graduate School,,110,27,45,25,0,0,26,20,47,42,0,0,228,114
Grace School of Theology,,162,68,185,64,4,1,22,14,0,0,1,0,374,147
Grace Theological Seminary,,70,34,127,54,0,0,55,32,0,0,0,0,252,120
"Graduate School of Theology and Ministry in Puerto
Rico, St. Albert the Great",,11,10,8,6,8,5,0,0,0,0,3,3,30,24
Graduate Theological Union,,0,0,28,21,0,0,0,0,112,223,41,20,181,264
"Grand Canyon Theological Seminary at Grand
Canyon University",,225,216,198,158,0,0,0,0,0,0,20,17,443,391
Harding School of Theology,,35,16,51,17,0,0,21,10,0,0,5,3,112,46
"Hartford International University for Religion and
Peace",,0,0,80,52,0,0,0,0,8,11,8,4,96,67
Harvard University Divinity School,,152,205,164,220,1,1,0,0,0,0,0,0,317,426
Hazelip School of Theology of Lipscomb University,,30,16,25,9,0,0,14,14,0,0,0,0,69,39
Henry Appenzeller University,,6,4,4,2,0,0,7,2,0,0,0,0,17,8
"Heritage Christian University Graduate School of
Theology",,28,13,60,26,0,0,0,0,0,0,0,0,88,39
Heritage Theological Seminary,,49,26,0,0,40,15,0,0,0,0,69,25,158,66
"HMS Richards Divinity School Division of Graduate
Studies of La Sierra University",,16,6,14,3,0,0,0,0,0,0,0,0,30,9
Holy Apostles College and Seminary,,14,13,400,146,0,0,0,0,0,0,0,0,414,159
Holy Cross Greek Orthodox School of Theology,,44,50,41,27,24,18,0,0,0,0,22,14,131,109
Hood Theological Seminary,,77,47,14,8,0,0,41,25,0,0,1,0,133,80
Horizon College and Seminary,,7,4,37,15,0,0,0,0,0,0,16,6,60,25
Howard University School of Divinity,,64,51,6,4,0,0,24,27,0,0,0,0,94,82
Huron University College Faculty of Theology,,21,19,14,9,11,1,0,0,0,0,0,0,46,29
Iliff School of Theology,,68,57,31,24,0,0,19,8,53,43,0,0,171,132
"Immaculate Conception Seminary of Seton Hall
University",,48,47,91,30,0,0,0,0,0,0,87,79,226,156
"Inter American University of Puerto Rico-
Metropolitan Campus Department of Theology and
History",,0,0,0,0,0,0,0,0,33,22,0,0,33,22
Inter-American Adventist Theological Seminary,,0,0,423,401,0,0,108,158,23,31,0,0,554,590
Interdenominational Theological Center,,14,9,1,1,0,0,46,47,0,0,0,0,61,57
International Reformed University and Seminary,,21,18,14,12,0,0,12,14,10,13,0,0,57,57
International Theological Seminary,,72,45,11,7,3,1,30,22,0,0,0,0,116,75
"James and Carolyn McAfee School of Theology of
Mercer University",,76,51,23,14,0,0,38,18,0,0,1,0,138,83
Jesuit School of Theology of Santa Clara University,,30,33,24,16,11,9,0,0,0,0,43,43,108,101
John Leland Center for Theological Studies,,7,2,5,1,0,0,0,0,0,0,11,3,23,6
Kairos University,,392,208,456,298,0,0,125,92,96,55,0,0,1069,653
"Kearley Graduate School of Theology of Faulkner
University",,0,0,17,6,3,2,0,0,14,9,0,0,34,17
Kenrick-Glennon Seminary,,86,78,0,0,0,0,0,0,0,0,0,0,86,78
The King's Seminary at The King's University,,83,48,98,51,0,0,79,46,0,0,3,1,263,146
Knox College,,12,8,61,29,1,0,2,0,19,0,4,3,99,40
Knox Theological Seminary,,51,22,33,14,0,0,39,32,0,0,0,0,123,68
Lancaster Theological Seminary,,27,23,6,5,0,0,26,15,0,0,2,1,61,44
Lexington Theological Seminary,,34,10,13,4,0,0,28,12,0,0,11,3,86,29
Liberty Theological Seminary,,2195,1643,1712,1059,31,18,1254,1124,64,50,251,156,5507,4050
Lincoln Christian Seminary,,22,12,80,43,0,0,7,2,0,0,0,0,109,57
