"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2023",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Villanova University Department of Theology and
Religious Studies",,0,0,22,13,4,2,0,0,40,21,4,1,70,37
Virginia Theological Seminary,,88,106,15,13,0,0,64,20,0,0,10,12,177,151
Wake Forest University School of Divinity,,65,58,0,0,0,0,0,0,0,0,0,0,65,58
Wartburg Theological Seminary,,130,117,26,20,0,0,0,0,0,0,24,8,180,145
"Washington University of Virginia - Neal T. Jones
Seminary",,26,16,22,14,0,0,20,19,0,0,0,0,68,49
Wesley Biblical Seminary,,58,30,69,37,0,0,14,9,0,0,0,0,141,76
Wesley Seminary,,244,195,152,96,0,0,84,45,0,0,15,9,495,345
Wesley Theological Seminary,,146,98,72,43,0,0,219,161,0,0,0,0,437,302
Western Seminary,,112,49,529,223,38,5,79,20,14,11,18,7,790,315
Western Theological Seminary,,97,71,81,19,7,7,124,79,0,0,0,56,309,232
Westminster Theological Seminary,,208,152,647,176,28,7,75,37,39,9,26,5,1023,386
Westminster Theological Seminary in California,,74,83,24,20,0,0,0,0,0,0,1,0,99,103
Winebrenner Theological Seminary,,29,17,90,46,0,0,7,4,0,0,0,0,126,67
Wisconsin Lutheran Seminary,,134,449,0,0,30,2,0,0,0,0,0,0,164,451
World Mission University School of Theology,,35,21,169,101,0,0,50,43,7,10,0,0,261,175
Wycliffe College,,39,23,62,33,8,5,1,1,57,57,19,13,186,132
Yale Divinity School,,144,142,115,113,14,11,0,0,0,0,0,0,273,266
