"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2016",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Christ the King Seminary,,35,28,32,11,15,3,0,0,0,0,0,0,82,42
Christian Theological Seminary,,67,58,48,39,6,3,13,4,0,0,0,0,134,104
Christian Witness Theological Seminary,,22,17,20,11,12,5,14,5,0,0,41,12,109,50
Church Divinity School of the Pacific,,53,50,0,0,14,8,1,0,0,0,15,7,83,65
Cincinnati Bible Seminary,,39,20,60,36,48,22,0,0,0,0,0,0,147,78
Claremont School of Theology,,114,85,0,0,64,43,69,23,117,117,15,4,379,272
Colgate Rochester Crozer Divinity School,,43,41,0,0,13,12,45,15,0,0,0,0,101,68
"Columbia Biblical Seminary of Columbia International
University",,134,98,46,31,45,26,28,9,0,0,0,0,253,164
Columbia Theological Seminary,,111,104,20,14,14,10,138,61,11,11,0,0,294,200
Concordia Lutheran Seminary (AB),,15,14,0,0,0,0,0,0,0,0,0,0,15,14
Concordia Lutheran Theological Seminary (ON),,8,6,0,0,6,3,0,0,0,0,5,3,19,12
Concordia Seminary (MO),,209,209,18,14,9,6,40,13,111,90,160,150,547,482
Concordia Theological Seminary (IN),,159,126,16,13,11,7,26,9,51,50,35,8,298,213
Covenant Theological Seminary,,253,202,151,86,107,35,40,13,6,2,2,1,559,339
Dallas Theological Seminary,,0,0,757,358,502,155,153,74,770,505,179,42,2361,1134
Denver Seminary,,257,175,397,236,85,32,100,33,11,6,49,15,899,497
Dominican House of Studies,,56,56,0,0,14,14,0,0,0,0,14,10,84,80
Dominican School of Philosophy and Theology,,3,3,0,0,25,20,0,0,0,0,38,24,66,47
Dominican Study Center of the Caribbean,,24,18,2,1,26,12,0,0,0,0,0,0,52,31
Drew University Theological School,,159,146,10,7,19,15,80,27,74,74,0,0,342,269
Duke University Divinity School,,449,442,33,33,55,54,71,25,63,65,18,3,689,622
Earlham School of Religion,,45,31,0,0,7,5,0,0,0,0,8,3,60,39
Eastern Mennonite Seminary,,54,37,8,3,2,2,0,0,0,0,23,7,87,49
Ecumenical Theological Seminary,,48,38,28,22,0,0,31,10,0,0,0,0,107,70
Eden Theological Seminary,,99,75,2,1,14,11,28,9,0,0,0,0,143,96
Emmanuel Christian Seminary at Milligan,,52,33,29,21,12,7,6,2,0,0,1,1,100,64
Emmanuel College of Victoria University,,41,21,50,28,15,9,6,2,47,44,10,4,169,108
Episcopal Divinity School,,29,26,0,0,12,11,6,2,0,0,1,1,48,40
Erskine Theological Seminary,,65,8,9,6,10,6,33,11,1,1,0,0,118,32
Evangelical Seminary of Puerto Rico,,151,108,0,0,28,18,0,0,0,0,4,2,183,128
Evangelical Theological Seminary,,61,47,52,38,11,7,0,0,0,0,0,0,124,92
Franciscan School of Theology,,21,16,0,0,24,16,0,0,0,0,9,3,54,35
Freed-Hardeman University Graduate School of Theology,,18,13,22,18,31,20,0,0,0,0,0,0,71,51
Fresno Pacific Biblical Seminary,,22,11,64,25,29,10,0,0,0,0,0,0,115,46
Fuller Theological Seminary,,771,393,643,286,294,136,1012,374,304,293,67,17,3091,1499
Garrett-Evangelical Theological Seminary,,148,148,19,15,12,11,41,14,66,66,43,13,329,267
Gateway Seminary,,345,148,66,30,116,49,161,54,26,25,582,328,1296,634
General Theological Seminary,,24,24,3,2,2,2,0,0,1,1,9,9,39,38
"George W. Truett Theological Seminary of Baylor
University",,276,234,19,12,6,3,34,11,0,0,1,0,336,260
Georgia Christian University School of Divinity,,20,15,19,15,13,10,11,4,8,8,0,0,71,52
Gordon-Conwell Theological Seminary,,561,386,345,188,267,122,385,128,51,27,153,49,1762,900
Grace Mission University Graduate School,,74,35,49,27,0,0,0,0,0,0,0,0,123,62
Grace School of Theology,,50,35,78,41,60,37,0,0,8,4,0,0,196,117
Grace Theological Seminary,,20,18,10,6,0,0,69,59,0,0,0,0,99,83
Graduate Theological Union,,0,0,0,0,22,16,0,0,168,168,21,12,211,196
Grand Canyon Theological Seminary,,183,163,437,368,0,0,0,0,0,0,0,0,620,531
"Grand Rapids Theological Seminary of Cornerstone
University",,88,59,121,72,4,2,0,0,1,0,8,2,222,135
