col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Abilene Christian University,ACCRED,U,W,TX,CHUCHR,2814,2814,4,10,11,164,165,88,14400,0
Acadia Divinity College,ACCRED,U,W,NS,"CANBAPT
ATL",2587,2587,16,8,11,40,191,97,7553,1540
Alliance Theological Seminary,ACCRED,C,B,NY,CMA,6843,7245,4,10,21,188,645,304,10350,300
Ambrose Seminary of Ambrose University,ACCRED,C,W,AB,CMA,1795,1960,1,12,12,0,198,81,32850,2510
America Evangelical University,ASSOC,I,A,CA,KEHC,781,781,0,0,9,22,61,36,7260,110
American Baptist Seminary of the West,ACCRED,I,M,CA,ABCUSA,2325,2875,7,7,11,0,56,36,18616,530
Anabaptist Mennonite Biblical Seminary,ACCRED,I,W,IN,MBUS,4207,4393,17,10,12,118,99,53,13950,540
Anderson University School of Theology,ACCRED,C,N,IN,COGAND,1566,1639,5,11,13,223,81,48,14250,120
Andover Newton Theological School,ACCRED,I,W,MA,UCC,7472,8697,17,8,14,176,163,95,17550,1060
Aquinas Institute of Theology,ACCRED,I,W,MO,RC,2545,2545,3,8,12,5,139,74,21000,550
Asbury Theological Seminary,ACCRED,I,W,KY,INTER,30097,34761,151,47,77,508,1576,1187,18048,100
Ashland Theological Seminary,ACCRED,U,W,OH,BRCHAO,6013,6467,0,24,24,87,419,335,15120,0
Assemblies of God Theological Seminary,ACCRED,I,W,MO,AOG,4215,4215,1,8,28,126,319,226,14232,0
Associated Canadian Theological Schools,ACCRED,C,W,BC,INTER,2903,2903,0,14,18,228,226,120,13800,0
Athenaeum of Ohio,ACCRED,I,W,OH,RC,6168,6611,22,10,20,124,255,181,20750,500
Atlantic School of Theology,ACCRED,I,N,NS,INTER,2754,2851,4,8,10,92,110,55,6020,825
Augustine Institute,ACCRED,I,N,CO,RC,9121,9121,0,7,9,8,294,118,0,0
Austin Presbyterian Theological Seminary,ACCRED,I,W,TX,PCUSA,9622,10488,128,16,19,137,161,107,13200,212
Azusa Pacific Seminary,ACCRED,U,W,CA,WESLCH,5453,5453,1,15,15,82,302,216,12925,0
B. H. Carroll Theological Institute,CAND,I,M,TX,BAPT,2183,2183,0,29,46,31,186,103,4720,300
Baptist Missionary Association Theological Seminary,ACCRED,I,W,TX,BAPTMA,1854,1902,1,8,9,82,77,47,5550,300
Baptist Seminary of Kentucky,ACCRED,I,W,KY,CBF,1066,1066,2,5,8,0,28,26,6750,0
Baptist Theological Seminary at Richmond,ACCRED,I,W,VA,CBF,2578,2796,4,4,8,0,60,38,14850,780
Barry University Department of Theology and Philosophy,ACCRED,U,W,FL,RC,1968,1968,0,18,22,390,103,28,0,0
Beeson Divinity School of Samford University,ACCRED,U,W,AL,INTER,3242,3242,58,18,18,292,176,137,13078,550
Berkeley Divinity School,ACCRED,U,W,CT,EPISC,0,0,0,0,0,0,0,0,0,0
Bethany Theological Seminary,ACCRED,I,W,IN,CHBRETH,3274,3281,44,8,10,381,49,32,12960,0
Bethel Seminary of Bethel University,ACCRED,C,W,MN,BAPTCW,10266,10271,12,13,38,289,519,278,7722,31
"Bexley Hall Seabury-Western Theological Seminary Federation,
Inc.",ACCRED,I,W,IL,EPISC,3070,3070,24,4,8,0,52,19,16200,600
Biblical Theological Seminary,ACCRED,I,W,PA,INTER,3806,3857,2,8,11,51,255,194,15450,50
Boston College School of Theology and Ministry,ACCRED,I,W,MA,RC,15942,16413,54,24,28,297,311,277,24576,100
Boston University School of Theology,ACCRED,U,W,MA,UMC,15071,15071,68,35,37,196,334,299,19500,946
Briercrest College and Seminary,ACCRED,C,W,SK,INTER,1196,1267,0,5,7,94,91,40,8100,0
Brite Divinity School,ACCRED,I,W,TX,DISCPL,8941,9578,81,18,21,220,223,168,25650,2160
Byzantine Catholic Seminary of SS. Cyril and Methodius,ACCRED,I,W,PA,BYZANTIN,679,770,4,4,8,25,23,14,13169,0
Calvin Theological Seminary,ACCRED,I,W,MI,CRC,10223,10792,42,16,21,721,271,232,14619,1850
Campbell University Divinity School,ACCRED,U,W,NC,CBF,2132,2132,23,9,12,207,163,122,13950,500
Canadian Reformed Theological Seminary,ACCRED,I,W,ON,CANREF,1434,1435,0,5,5,35,14,14,2300,0
Canadian Southern Baptist Seminary,ACCRED,C,W,AB,CNBC,1844,2035,3,6,6,40,45,22,10580,675
Candler School of Theology of Emory University,ACCRED,U,M,GA,UMC,24478,24478,211,47,60,657,467,401,22200,540
Carey Theological College,ACCRED,I,N,BC,BAPTWC,2317,2839,3,7,10,153,119,40,7680,0
Catholic Theological Union,ACCRED,I,W,IL,RC,9118,10223,40,25,25,160,330,153,23085,0
"Catholic University of America School of Theology and Religious
Studies",ACCRED,U,W,DC,RC,9427,9427,0,41,44,359,303,269,21425,600
Central Baptist Theological Seminary,ACCRED,I,V,KS,ABCUSA,4027,4027,1,15,31,84,338,284,6480,500
Central Baptist Theological Seminary of Minneapolis,CAND,I,W,MN,INDBAP,1630,1630,1,5,7,69,39,12,7440,240
Chapman Seminary,ACCRED,U,W,IN,GENBAPT,557,573,0,7,7,97,13,7,6750,0
Chicago Theological Seminary,ACCRED,I,W,IL,UCC,6865,6964,23,15,22,59,314,144,16032,710
