col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
University of the South School of Theology,ACCRED,C,W,TN,EPISC,8170,8775,55,8,11,162,143,104,15174,614
University of Winnipeg Faculty of Theology,ACCRED,C,W,MB,INTER,583,583,0,4,4,515,48,29,6251,568
Urshan Graduate School of Theology,ACCRED,I,W,MO,UPENTCI,1071,1071,0,4,6,51,56,34,9990,450
Vancouver School of Theology,ACCRED,I,W,BC,INTER,2849,2950,5,7,10,95,107,56,7950,755
Vanderbilt University Divinity School,ACCRED,U,W,TN,NONDEN,14602,14605,157,34,35,253,242,242,22848,2723
Virginia Theological Seminary,ACCRED,I,W,VA,EPISC,19504,21364,148,15,19,219,245,164,12750,300
Wake Forest University School of Divinity,ACCRED,U,W,NC,INTER,3792,3792,13,13,16,21,116,113,18500,724
Wartburg Theological Seminary,ACCRED,I,W,IA,ELCA,4977,5686,22,9,15,96,169,133,14900,549
"Washington Baptist Theological Seminary of Washington Baptist
University",ASSOC,C,M,VA,BAPT,2647,2647,0,9,26,34,148,124,3528,500
Washington Theological Union,ACCRED,I,n/a,DC,n/a,0,0,0,0,0,0,0,0,0,0
Waterloo Lutheran Seminary,ACCRED,I,N,ON,ELCC,2050,2050,6,7,13,892,131,89,5160,1028
Wesley Biblical Seminary,ACCRED,I,W,MS,INTER,1797,1866,1,3,6,53,44,28,10000,500
Wesley Seminary at Indiana Wesleyan University,CAND,U,W,IN,WESLCH,2703,2703,3,8,18,175,399,380,10625,212
Wesley Theological Seminary,ACCRED,I,N,DC,UMC,13662,14409,44,23,34,127,600,316,16200,1030
Western Seminary,ACCRED,I,W,OR,CBAPTAA,6650,6719,4,21,37,73,799,437,15300,0
Western Theological Seminary,ACCRED,I,W,MI,RFCHAM,8914,9682,39,12,13,118,275,203,12480,90
Westminster Theological Seminary,ACCRED,I,W,PA,INTER,9239,13515,20,15,25,152,608,421,10465,200
Westminster Theological Seminary in California,ACCRED,I,W,CA,NONDEN,4115,4285,5,11,12,87,143,131,14097,130
Winebrenner Theological Seminary,ACCRED,I,W,OH,COGGC,1897,1897,1,7,9,46,60,35,13350,345
World Mission University,ACCRED,I,A,CA,INTER,1540,1820,0,6,13,56,151,87,7040,220
Wycliffe College,ACCRED,I,W,ON,ANGL,3817,4046,18,7,11,0,262,162,5800,1583
Yale University Divinity School,ACCRED,U,W,CT,INTER,26252,26840,286,38,38,533,398,357,21600,2022
