"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2013",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
United Theological Seminary,,268,188,27,21,10,8,305,102,0,0,67,39,677,358
United Theological Seminary of the Twin Cities,,79,53,4,3,9,6,23,8,0,0,12,5,127,75
University of Chicago Divinity School,,48,48,0,0,98,98,0,0,163,163,0,0,309,309
University of Dubuque Theological Seminary,,104,91,9,7,0,0,34,11,0,0,14,3,161,112
University of Notre Dame Department of Theology,,45,45,16,16,44,44,0,0,113,113,0,0,218,218
University of St. Mary of the Lake Mundelein Seminary,,147,147,3,0,5,5,6,2,0,0,74,74,235,228
University of St. Michael's College,,13,8,37,14,34,17,7,2,75,75,15,5,181,121
University of St. Thomas School of Theology,,83,76,57,30,20,13,0,0,0,0,0,0,160,119
University of the South School of Theology,,58,58,0,0,5,4,52,17,21,21,7,4,143,104
University of Winnipeg Faculty of Theology,,10,7,9,6,3,1,0,0,5,2,21,13,48,29
Urshan Graduate School of Theology,,19,12,26,14,11,7,0,0,0,0,0,0,56,33
Vancouver School of Theology,,63,36,6,5,14,8,0,0,5,2,19,6,107,57
Vanderbilt University Divinity School,,163,163,0,0,79,79,0,0,0,0,0,0,242,242
Virginia Theological Seminary,,112,112,0,0,26,15,94,31,0,0,13,5,245,163
Wake Forest University School of Divinity,,116,113,0,0,0,0,0,0,0,0,0,0,116,113
Wartburg Theological Seminary,,115,110,12,10,4,4,0,0,0,0,38,9,169,133
"Washington Baptist Theological Seminary of Washington
Baptist University",,44,40,100,83,1,1,3,1,0,0,0,0,148,125
Washington Theological Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo Lutheran Seminary,,21,17,81,62,5,2,21,7,1,0,2,1,131,89
Wesley Biblical Seminary,,26,19,0,0,18,9,0,0,0,0,0,0,44,28
Wesley Seminary at Indiana Wesleyan University,,223,212,176,168,0,0,0,0,0,0,0,0,399,380
Wesley Theological Seminary,,322,208,0,0,102,49,176,59,0,0,0,0,600,316
Western Seminary,,166,99,255,149,141,70,82,53,35,8,120,59,799,438
Western Theological Seminary,,207,178,0,0,9,3,35,12,5,5,19,5,275,203
Westminster Theological Seminary,,236,197,90,54,49,34,94,31,128,98,11,7,608,421
Westminster Theological Seminary in California,,107,100,0,0,36,31,0,0,0,0,0,0,143,131
Winebrenner Theological Seminary,,27,16,15,13,2,1,12,4,0,0,4,1,60,35
World Mission University,,81,49,41,25,17,9,12,4,0,0,0,0,151,87
Wycliffe College,,67,45,0,0,76,34,11,4,71,70,37,9,262,162
Yale University Divinity School,,210,189,0,0,158,146,0,0,14,9,16,13,398,357
