"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2013",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Hazelip School of Theology,,40,19,8,4,18,7,24,8,0,0,1,1,91,39
Heritage Theological Seminary,,39,19,0,0,39,12,0,0,0,0,23,9,101,40
"HMS Richards Divinity School Division of Graduate
Studies",,21,20,0,0,12,12,0,0,0,0,2,1,35,33
Holy Cross Greek Orthodox School of Theology,,95,95,0,0,8,8,0,0,4,4,1,1,108,108
Hood Theological Seminary,,134,108,0,0,7,5,32,11,0,0,8,6,181,130
Houston Graduate School of Theology,,65,43,58,37,14,8,32,11,0,0,5,1,174,100
Howard University School of Divinity,,103,81,0,0,13,9,16,5,0,0,0,0,132,95
Huron University College Faculty of Theology,,20,19,0,0,34,19,0,0,0,0,0,0,54,38
Iliff School of Theology,,173,151,47,44,41,24,1,0,97,97,4,3,363,319
Immaculate Conception Seminary,,99,99,6,5,129,61,0,0,0,0,121,93,355,258
Inter-American Adventist Theological Seminary,,0,0,444,408,8,6,65,22,0,0,0,0,517,436
Interdenominational Theological Center,,338,242,14,9,0,0,26,9,4,4,195,41,577,305
International Theological Seminary,,15,12,0,0,5,5,24,8,11,8,0,0,55,33
James and Carolyn McAfee School of Theology,,182,163,16,12,0,0,24,8,0,0,0,0,222,183
Jesuit School of Theology of Santa Clara University,,51,51,0,0,22,20,0,0,3,2,71,51,147,124
John Leland Center for Theological Studies,,30,19,9,6,6,4,0,0,0,0,21,9,66,38
Kenrick-Glennon Seminary,,69,68,0,0,0,0,0,0,0,0,0,0,69,68
Knox College,,69,42,9,4,16,6,9,3,43,39,18,6,164,100
Knox Theological Seminary,,51,23,48,21,116,43,63,21,0,0,20,5,298,113
Lancaster Theological Seminary,,72,62,0,0,13,12,28,9,0,0,0,0,113,83
Lexington Theological Seminary,,67,44,0,0,5,3,0,0,0,0,12,4,84,51
Lincoln Christian Seminary,,69,41,75,38,63,22,17,6,0,0,12,5,236,112
Logos Evangelical Seminary,,40,32,0,0,59,32,63,21,6,5,0,0,168,90
Logsdon Seminary of Logsdon School of Theology,,83,50,21,12,0,0,31,10,0,0,0,0,135,72
Louisville Presbyterian Theological Seminary,,102,85,20,15,10,7,61,20,0,0,5,1,198,128
"Loyola Marymount University Department of Theological
Studies",,0,0,46,36,35,26,0,0,0,0,0,0,81,62
"Lubbock Christian University College of Biblical Studies
and Behavioral Sciences",,16,15,3,2,6,5,0,0,0,0,0,0,25,22
Luther Seminary,,390,309,85,63,35,23,67,22,91,70,27,12,695,499
Lutheran School of Theology at Chicago,,112,96,0,0,41,22,24,8,77,69,7,2,261,197
Lutheran Theological Seminary (SK),,8,7,0,0,0,0,6,2,0,0,9,2,23,11
Lutheran Theological Seminary at Gettysburg,,100,87,13,8,23,4,0,0,31,7,0,0,167,106
Lutheran Theological Seminary at Philadelphia,,110,83,13,7,21,11,61,20,65,33,34,23,304,177
Lutheran Theological Southern Seminary,,86,71,0,0,16,16,0,0,5,5,0,0,107,92
M. Christopher White School of Divinity,,222,130,0,0,0,0,33,11,0,0,0,0,255,141
"Marylhurst University Religious Studies Graduate
Department",,9,9,1,1,0,0,0,0,0,0,0,0,10,10
McCormick Theological Seminary,,82,56,15,9,10,7,82,27,5,4,13,6,207,109
McGill University Faculty of Religious Studies,,26,26,0,0,24,24,0,0,53,53,0,0,103,103
McMaster Divinity College,,44,36,0,0,60,40,0,0,75,75,0,0,179,151
Meadville Lombard Theological School,,76,48,1,1,3,1,2,1,0,0,0,0,82,51
Memphis Theological Seminary,,196,162,33,33,22,15,42,14,0,0,0,0,293,224
Methodist Theological School in Ohio,,115,100,47,39,12,8,20,7,0,0,7,2,201,156
Mid-America Reformed Seminary,,24,24,0,0,4,4,0,0,0,0,0,0,28,28
Midwest University Graduate School of Theology,,27,25,23,18,0,0,60,28,0,0,0,0,110,71
Midwestern Baptist Theological Seminary,,120,71,82,48,17,8,398,199,31,31,24,6,672,363
Montreal School of Theology,,26,23,0,0,0,0,0,0,0,0,0,0,26,23
Moody Theological Seminary,,124,66,258,118,0,0,0,0,0,0,0,0,382,184
