col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Christian Witness Theological Seminary,ASSOC,I,A,CA,INTER,987,987,0,6,10,30,66,33,6500,650
Church Divinity School of the Pacific,ACCRED,I,W,CA,EPISC,4643,5219,19,6,11,0,79,58,16320,0
Cincinnati Bible Seminary,ACCRED,I,W,OH,CCHCHC,3028,3206,1,11,14,136,223,152,9200,500
Claremont School of Theology,ACCRED,I,W,CA,UMC,13589,13589,25,20,28,217,248,224,20100,880
Colgate Rochester Crozer Divinity School,ACCRED,I,W,NY,ABCUSA,3828,4214,21,8,12,19,83,67,9870,205
"Columbia International University - Seminary & School of
Ministry",ACCRED,C,W,SC,INTER,4395,4802,4,15,19,64,400,279,9600,280
Columbia Theological Seminary,ACCRED,I,W,GA,PCUSA,12995,14162,182,23,26,202,350,193,12772,200
Concordia Lutheran Seminary (AB),ACCRED,I,W,AB,LUTHCA,749,749,4,3,4,21,10,7,6500,170
Concordia Lutheran Theological Seminary (ON),ACCRED,I,W,ON,LUTHCA,713,722,3,4,5,44,14,13,9360,63
Concordia Seminary (MO),ACCRED,I,W,MO,LUTHMS,24500,24854,72,25,30,275,662,450,22434,105
Concordia Theological Seminary (IN),ACCRED,I,W,IN,LUTHMS,12436,13765,25,26,28,179,301,244,25695,546
Covenant Theological Seminary,ACCRED,I,W,MO,PCA,10910,11499,23,18,26,92,602,330,14880,300
Dallas Theological Seminary,ACCRED,I,W,TX,INTER,32251,35066,74,52,83,236,2111,1092,13650,370
Denver Seminary,ACCRED,I,W,CO,INTER,10805,11390,10,26,37,168,990,495,15900,20
Dominican House of Studies,ACCRED,I,W,DC,RC,3839,3839,2,16,20,77,71,64,15120,125
Dominican School of Philosophy and Theology,ACCRED,I,W,CA,RC,2750,2795,1,12,15,0,91,69,15600,100
Dominican Study Center of the Caribbean,ACCRED,U,H,PR,RC,249,249,0,1,3,28,62,36,4440,360
Drew University Theological School,ACCRED,U,M,NJ,UMC,15545,16105,58,25,35,91,435,307,16508,1450
Duke University Divinity School,ACCRED,U,W,NC,UMC,16274,16274,141,40,45,402,657,596,19880,0
Earlham School of Religion,ACCRED,C,W,IN,FRNDS,2196,2255,38,8,9,382,62,42,11259,400
Eastern Mennonite Seminary,ACCRED,C,W,VA,MBUS,2251,2251,5,6,10,84,114,52,14100,120
Ecumenical Theological Seminary,ACCRED,I,W,MI,INTER,1536,1654,0,2,2,41,107,71,14559,380
Eden Theological Seminary,ACCRED,I,W,MO,UCC,5535,5576,21,10,11,91,148,93,11635,3735
Emmanuel Christian Seminary,ACCRED,I,W,TN,CCHCHC,3153,3733,5,8,10,140,124,76,13560,900
Emmanuel College of Victoria University,ACCRED,C,W,ON,UCCAN,4721,4721,19,14,18,76,155,108,5800,1564
Episcopal Divinity School,ACCRED,I,W,MA,EPISC,6460,6672,66,7,9,72,72,46,15210,400
Erskine Theological Seminary,ACCRED,C,W,SC,ARP,2684,2702,6,13,14,191,165,63,13200,225
Evangelical Seminary of Puerto Rico,ACCRED,I,H,PR,INTER,1161,1161,1,5,7,79,204,78,4860,0
Evangelical Theological Seminary,ACCRED,I,W,PA,EVCONG,2338,2338,2,5,7,88,123,70,12782,395
Franciscan School of Theology,ACCRED,I,W,CA,RC,1915,1961,7,5,8,0,44,34,17280,80
Freed-Hardeman University Graduate School of Theology,ASSOC,U,W,TN,CHUCHR,646,705,1,4,5,170,69,30,15370,0
Fresno Pacific Biblical Seminary,ACCRED,I,W,CA,MBNA,2426,2441,1,7,10,161,153,100,7380,0
Fuller Theological Seminary,ACCRED,I,W,CA,INTER,51665,58796,182,81,201,664,3382,1626,17520,108
Garrett-Evangelical Theological Seminary,ACCRED,I,W,IL,UMC,13569,15700,90,28,32,516,399,326,18415,640
General Theological Seminary,ACCRED,I,W,NY,EPISC,8071,10617,27,10,14,179,70,61,15000,400
George Fox Evangelical Seminary,ACCRED,C,W,OR,INTER,1863,1863,2,8,13,44,358,162,37632,820
George W. Truett Theological Seminary of Baylor University,ACCRED,U,W,TX,BAPBGCT,8883,8883,50,21,28,1957,322,254,13914,1630
Georgia Christian University School of Divinity,ASSOC,U,N,GA,NA,488,488,1,12,17,27,76,67,6847,200
Golden Gate Baptist Theological Seminary,ACCRED,I,W,CA,SBC,9596,10824,21,26,48,190,1404,635,6075,400
Gordon-Conwell Theological Seminary,ACCRED,I,W,MA,INTER,27272,29782,50,38,56,370,2137,1140,17610,575
Grace Mission University Graduate School,ASSOC,U,A,CA,PCINT,822,822,0,3,7,23,127,71,5250,280
Grace Theological Seminary,ACCRED,C,N,IN,FEGRACE,1112,1130,0,5,10,152,132,119,13620,0
Graduate Theological Union,ACCRED,I,W,CA,INTER,9672,9672,30,5,7,509,285,269,0,0
Grand Rapids Theological Seminary of Cornerstone University,ACCRED,C,W,MI,INTER,2656,2746,2,10,15,115,254,154,11797,580
Harding School of Theology,ACCRED,C,W,TN,CHUCHR,2404,2447,9,7,10,140,138,68,18004,0
Hartford Seminary,ACCRED,I,W,CT,INTER,4726,4726,41,10,20,79,131,82,0,0
Harvard University Divinity School,ACCRED,U,W,MA,INTER,34380,34477,571,39,52,528,324,316,25504,3198
Hazelip School of Theology,ACCRED,U,W,TN,CHUCHR,1104,1183,0,5,8,268,91,40,21625,0
Heritage Theological Seminary,ASSOC,I,W,ON,FEVBAPT,640,698,0,4,6,43,101,40,9150,0
