"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2022",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Palm Beach Atlantic University School of Ministry
Graduate Department",,54,40,38,28,0,0,0,0,42,42,0,0,134,110
Palmer Theological Seminary,,81,55,104,58,0,0,24,8,0,0,4,3,213,124
Payne Theological Seminary,,111,80,8,5,0,0,69,23,0,0,0,0,188,108
Pentecostal Theological Seminary,,48,21,231,153,0,0,156,52,0,0,0,0,435,226
Perkins School of Theology,,143,96,63,39,5,3,65,36,23,23,3,1,302,198
Phillips Theological Seminary,,48,30,28,14,0,0,45,15,0,0,11,4,132,63
Phoenix Seminary,,120,96,173,154,4,4,13,4,0,0,0,0,310,258
Pittsburgh Theological Seminary,,59,52,22,16,0,0,137,46,0,0,5,2,223,116
Pontifical College Josephinum,,22,21,0,0,0,0,0,0,0,0,0,0,22,21
Pope St. John XXIII National Seminary,,47,47,0,0,0,0,0,0,0,0,0,0,47,47
Portland Seminary,,48,36,80,54,0,0,197,95,0,0,0,0,325,185
Presbyterian Theological Seminary in America,,86,49,48,30,0,0,0,0,0,0,0,0,134,79
Princeton Theological Seminary,,216,214,35,35,19,18,0,0,52,52,1,0,323,319
Providence Theological Seminary,,23,13,121,47,0,0,8,3,0,0,15,7,167,70
Puritan Reformed Theological Seminary,,47,31,37,17,110,19,16,5,29,29,0,0,239,101
Queen's College Faculty of Theology,,2,2,12,5,7,2,0,0,0,0,63,5,84,14
Reformed Episcopal Seminary,,14,9,15,7,0,0,0,0,0,0,0,0,29,16
Reformed Presbyterian Theological Seminary,,47,26,20,9,0,0,32,11,0,0,16,5,115,51
Reformed Theological Seminary,,530,216,418,142,0,0,110,37,0,0,87,25,1145,420
Regent College,,74,49,197,85,24,8,0,0,0,0,101,33,396,175
Regent University School of Divinity,,603,457,294,197,5,3,157,52,82,82,21,11,1162,802
Regis College,,29,23,28,9,17,8,8,3,16,16,5,1,103,60
Robert E. Webber Institute for Worship Studies,,0,0,35,35,0,0,120,120,0,0,0,0,155,155
Sacred Heart Major Seminary,,69,67,65,32,0,0,0,0,0,0,0,0,134,99
Sacred Heart Seminary and School of Theology,,90,90,32,14,0,0,0,0,0,0,0,7,122,111
Saint John's Seminary (MA),,41,41,24,15,0,0,0,0,0,0,7,7,72,63
"Saint John's University School of Theology and
Seminary",,20,19,63,46,4,2,0,0,0,0,31,10,118,77
"Saint Mary Seminary and Graduate School of
Theology",,43,36,62,61,0,0,7,2,0,0,6,4,118,103
Saint Meinrad School of Theology,,92,92,83,47,0,0,0,0,0,0,0,0,175,139
Saint Paul School of Theology,,69,48,14,10,0,0,17,6,0,0,1,1,101,65
Saint Paul Seminary School of Divinity,,48,48,78,36,0,0,0,0,0,0,13,6,139,90
"Saint Sophia Ukrainian Orthodox Theological
Seminary",,24,20,0,0,0,0,0,0,0,0,0,0,24,20
Saint Vincent Seminary,,47,47,7,7,0,0,0,0,0,0,7,7,61,61
Samuel DeWitt Proctor School of Theology,,203,153,22,13,0,0,89,30,0,0,0,0,314,196
San Francisco Theological Seminary,,19,14,14,16,0,0,50,17,0,0,23,2,106,49
Seattle Pacific Seminary,,26,10,27,11,0,0,0,0,0,0,0,1,53,22
The Seattle School of Theology and Psychology,,5,4,277,224,0,0,0,0,0,0,0,0,282,228
Seattle University School of Theology and Ministry,,0,0,4,2,0,0,7,2,0,0,0,0,11,4
Seminario Evangélico de Puerto Rico,,91,72,20,12,0,0,14,5,0,0,7,3,132,92
Seminary of the Southwest,,28,26,83,59,0,0,0,0,0,0,0,0,111,85
Seventh-day Adventist Theological Seminary,,411,329,359,163,0,0,98,35,96,96,8,3,972,626
Shaw University Divinity School,,80,50,42,31,0,0,0,0,0,0,0,0,122,81
Shepherds Theological Seminary,,35,25,84,58,5,2,17,6,0,0,21,15,162,106
Southeastern Baptist Theological Seminary,,766,405,789,359,49,10,256,138,142,142,36,23,2038,1077
Southeastern University School of Divinity,,111,73,178,162,0,0,43,14,0,0,0,0,332,249
