Membership Status,col_1,2013,2018,2021,2022
Accredited,United States,208,218,225,229
,Canada,34,35,34,34
,Total,242,253,259,263
Candidate,United States,5,6,2,0
,Canada,2,0,0,0
,Total,7,6,2,0
Associate,United States,15,13,7,15
,Canada,4,4,3,4
,Total,19,17,10,19
Totals,United States,228,237,234,244
,Canada,40,39,37,38
,All Schools,268,276,271,282
