col_0,col_1,col_2,col_3,Prov/,Church/,Expenditures,LT Invest,Faculty,col_9,Enrollment,col_11,MDiv
Name,Status,IUC,Race,State,Denom,$thousands,$millions,FT,FTE,HC,FTE,Tuition + Fees
Wycliffe College,ACCRED,I,W,ON,ANGL,5634,18,10,14,188,101,8225
Yale University Divinity School,ACCRED,U,W,CT,INTER,32161,584,46,57,283,274,28810
