report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2024,Attend rallies or vigils,496,92,88,101,98,113,4
2024,Canvassing door to door,52,8,15,6,12,10,1
2024,Civil Disobedience,29,7,5,5,4,8,0
2024,Direct Action,151,30,30,29,26,36,0
2024,Hosted rally or vigil,181,33,30,47,25,45,1
2024,Legislative Advocacy,345,67,65,66,60,84,3
2024,Letter Writing,400,77,73,74,81,92,3
2024,Phonebanking,97,21,15,12,28,21,0
2024,Working in relationship with local organization/s,580,97,114,123,109,132,5
