report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2024,Adult Faith Development,346,76,67,67,68,66,2
2024,"Community-Building (Game Nights, Talent Shows, Trivia, etc.)",146,31,28,27,32,27,1
2024,Community Meals,52,14,9,10,10,9,0
2024,"Congregational Board, Annual, or Business Meetings",558,107,109,113,112,111,6
2024,Family Ministry Programs,52,10,7,9,16,10,0
2024,Religious Education Classes for Children and Youth,79,17,18,13,16,15,0
2024,Small Groups,437,80,77,93,87,98,2
2024,Social Justice Activities,271,51,50,53,56,60,1
2024,Worship,618,123,116,127,118,129,5
