report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2024,Community event,206,35,40,43,36,50,2
2024,Informal conversation or support,409,75,83,84,82,82,3
2024,"Religious education programming, including Our Whole Lives",214,40,44,54,49,27,0
2024,Shared project or program,175,35,42,33,38,24,3
2024,Shared staffing arrangement,70,16,21,8,14,11,0
2024,Social justice programs or initiatives,258,46,51,55,42,63,1
2024,Worship/Sunday Services,265,51,58,56,56,43,1
