report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2024,"Bodily Autonomy (UPLIFT Action) includes LGBTQ+, Trans* & Reproductive, & Disability Justice",26,3,5,4,4,10,0
2024,Climate Justice includes Green Sanctuary,353,66,73,71,70,70,3
2024,Decriminalization (Love Resists) includes policing & immigration,127,28,25,24,18,32,0
2024,Democracy includes UU The Vote,378,81,77,59,72,89,0
