col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Montreal School of Theology,ACCRED,I,N,QC,INTER,96,96,0,0,1,0,36,28,3750,850
Moody Theological Seminary,ACCRED,C,N,IL,NONDEN,8239,8560,3,18,24,283,681,458,11850,680
Moravian Theological Seminary,ACCRED,C,W,PA,MORAVV,2364,2529,24,7,12,261,98,52,16020,430
Mount Angel Seminary,ACCRED,I,W,OR,RC,4709,5220,0,21,29,242,89,77,14166,6010
Mount Saint Mary's Seminary,ACCRED,C,W,MD,RC,3859,6096,10,12,16,145,123,122,21900,540
Multnomah Biblical Seminary,ACCRED,C,W,OR,NONDEN,2585,2824,1,6,10,119,178,94,15200,320
Nashotah House,ACCRED,I,W,WI,EPISC,4353,4633,7,13,20,120,89,63,13950,600
Nazarene Theological Seminary,ACCRED,I,W,MO,CHNAZ,5241,5366,10,10,10,110,262,139,11020,0
Neal T. Jones Seminary of Washington University of Virginia,CAND,C,M,VA,BAPT,297,297,0,6,7,37,69,49,0,0
New Brunswick Theological Seminary,ACCRED,I,M,NJ,RFCHAM,4288,4459,23,5,12,166,145,99,12360,515
New Orleans Baptist Theological Seminary,ACCRED,I,W,LA,SBC,22508,28512,60,67,72,284,1619,815,4770,810
New York Theological Seminary,ACCRED,I,M,NY,INTER,5463,5911,0,15,15,0,319,196,13800,400
Newman Theological College,ACCRED,I,N,AB,RC,2865,3403,19,6,10,77,114,47,7242,295
North Park Theological Seminary,ACCRED,C,W,IL,EVCOV,4102,4102,0,10,10,265,150,90,14220,500
Northeastern Seminary at Roberts Wesleyan College,ACCRED,C,N,NY,INTER,1536,1536,3,5,7,144,141,101,11040,0
Northern Baptist Theological Seminary,ACCRED,I,W,IL,ABCUSA,3462,4429,18,5,13,57,187,90,18000,360
Northwest Baptist Seminary,ACCRED,I,N,BC,FEVBAPT,559,559,4,3,4,0,55,48,6700,0
"Northwest Nazarene University School of Theology and
Christian Ministries (Graduate)",CAND,U,W,ID,CHNAZ,726,726,0,6,9,131,103,76,8670,204
Notre Dame Seminary,ACCRED,I,W,LA,RC,5687,5724,6,18,21,88,193,164,20916,0
Oblate School of Theology,ACCRED,I,W,TX,RC,5901,8035,23,23,25,107,133,98,13680,850
Oklahoma Christian University Graduate School of Theology,ASSOC,U,W,OK,CHUCHR,194,194,0,1,1,104,55,35,10080,0
Oral Roberts University College of Theology and Ministry,ACCRED,U,N,OK,INTER,4096,4139,0,15,21,89,318,190,15464,501
Pacific Lutheran Theological Seminary,ACCRED,U,W,CA,ELCA,3485,3559,13,4,8,0,39,37,14000,14000
Pacific School of Religion,ACCRED,I,W,CA,INTER,7197,8154,40,11,18,0,159,118,18900,190
Palmer Theological Seminary,ACCRED,I,B,PA,ABCUSA,3241,3241,2,12,18,76,227,177,15840,170
Payne Theological Seminary,ACCRED,I,B,OH,AME,1955,1955,0,4,13,37,171,127,12750,200
Pentecostal Theological Seminary,ACCRED,I,W,TN,COGCLEV,4236,4286,15,13,25,34,239,151,12427,208
Perkins School of Theology,ACCRED,U,W,TX,UMC,17784,17784,207,29,31,387,387,255,16693,5206
Phillips Theological Seminary,ACCRED,I,W,OK,DISCPL,4710,4710,58,10,14,105,97,57,10777,0
Phoenix Seminary,ACCRED,I,W,AZ,INTER,4392,4398,2,7,9,50,217,94,15040,225
Pittsburgh Theological Seminary,ACCRED,I,W,PA,PCUSA,9969,11535,217,17,23,307,249,154,11520,300
Pontifical College Josephinum,ACCRED,C,N,OH,RC,8032,8998,30,10,10,149,71,71,24649,1070
Pope St. John XXIII National Seminary,ACCRED,I,W,MA,RC,3510,3510,7,7,12,70,62,62,30500,0
Presbyterian Theological Seminary in America,ASSOC,I,V,CA,KAPC,1015,1133,0,1,2,32,96,51,6860,50
Princeton Theological Seminary,ACCRED,I,W,NJ,PCUSA,57689,67339,1038,39,49,736,556,544,13500,4150
Providence Theological Seminary,ACCRED,C,W,MB,INTER,2051,2413,0,10,10,83,162,68,6930,504
Puritan Reformed Seminary,ACCRED,I,V,MI,HERREF,1865,2249,0,5,7,71,163,49,7188,0
Queen's College Faculty of Theology,ASSOC,I,W,NL,ANGL,211,211,4,0,4,2584,86,45,3025,0
Queen's School of Religion,ACCRED,I,n/a,ON,n/a,0,0,0,0,0,0,0,0,0,0
Redeemer Theological Seminary,ACCRED,I,N,TX,INTER,3300,3300,0,6,12,25,88,46,12251,80
Reformed Episcopal Seminary,ACCRED,I,M,PA,RFEPISC,671,671,0,5,8,32,28,24,6840,450
Reformed Presbyterian Theological Seminary,ACCRED,I,W,PA,RFPRES,1817,1872,2,3,5,82,94,60,11520,0
Reformed Theological Seminary,ACCRED,I,W,MS,INTER,19275,20132,61,32,53,332,1149,547,16783,160
Regent College,ACCRED,I,W,BC,INTER,9653,10519,16,12,17,152,455,243,14100,828
Regent University School of Divinity,ACCRED,U,N,VA,INTER,7699,7851,0,18,19,155,1105,541,11880,1065
Regis College,ACCRED,I,W,ON,RC,2650,2650,7,7,11,84,142,83,6140,1639
Sacred Heart Major Seminary,ACCRED,I,W,MI,RC,4993,4993,0,17,22,156,148,94,25992,100
Sacred Heart Seminary and School of Theology,ACCRED,I,V,WI,RC,5850,6785,10,10,14,95,121,103,17350,825
Saint Mary Seminary and Graduate School of Theology,ACCRED,I,W,OH,RC,2328,2328,1,11,15,80,104,76,10120,550
