col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Saint Meinrad School of Theology,ACCRED,C,n/a,IN,RC,7143,8453,36,20,24,180,180,140,22800,2900
Saint Paul School of Theology,ACCRED,I,W,KS,UMC,6048,6048,30,11,14,52,156,96,15010,1800
Saint Paul Seminary School of Divinity,ACCRED,U,W,MN,RC,7472,7472,25,15,18,106,119,87,20266,133
Saint Paul University Faculty of Theology,ACCRED,U,N,ON,RC,2102,2102,0,12,17,509,158,84,4831,358
Saint Vincent Seminary,ACCRED,C,W,PA,RC,2267,2561,11,6,13,110,52,51,25308,0
Samuel DeWitt Proctor School of Theology,ACCRED,C,B,VA,BAPT,2206,2206,0,15,21,127,413,349,13000,800
San Francisco Theological Seminary,ACCRED,I,W,CA,PCUSA,7171,8922,49,11,14,0,163,83,13000,200
Seattle Pacific Seminary of Seattle Pacific University,CAND,U,N,WA,FRMECH,739,739,0,16,19,216,84,28,19800,0
The Seattle School of Theology and Psychology,ACCRED,I,W,WA,NONDEN,4886,5635,0,8,12,20,300,289,13200,1100
Seattle University School of Theology and Ministry,ACCRED,U,W,WA,INTER,5760,5760,11,11,19,80,201,100,11250,150
Seminary of the Southwest,ACCRED,I,W,TX,EPISC,6514,6704,36,11,19,162,95,67,13800,0
Seventh-day Adventist Theological Seminary,ACCRED,U,W,MI,SDADV,11173,12035,0,45,61,276,1151,694,8039,834
Shaw University Divinity School,ACCRED,U,B,NC,GBAPTNC,1875,1987,0,10,13,17,103,93,10404,2784
Shepherd University School of Theology,ACCRED,U,A,CA,INTER,1403,1403,0,4,5,68,39,34,7200,600
Shepherds Theological Seminary,CAND,I,W,NC,NONDEN,1557,1557,0,6,8,24,75,65,6555,250
Sioux Falls Seminary,ACCRED,I,W,SD,NABAPC,2235,3171,1,6,9,62,172,129,15574,400
Southeastern Baptist Theological Seminary,ACCRED,I,W,NC,SBC,23538,28316,31,59,78,228,2120,1067,6000,540
Southern Baptist Theological Seminary,ACCRED,I,W,KY,SBC,34231,42800,98,56,68,561,2754,1438,7832,520
Southwestern Baptist Theological Seminary,ACCRED,I,N,TX,SBC,38625,46522,139,97,119,1473,2590,1356,6673,540
SS. Cyril & Methodius Seminary,ACCRED,C,W,MI,RC,892,1020,0,5,6,82,34,23,14314,1500
St. Andrew's College,ACCRED,I,W,SK,UCCAN,1758,1758,4,5,5,39,32,17,6750,134
St. Augustine's Seminary of Toronto,ACCRED,I,N,ON,RC,5066,5585,15,12,20,44,132,71,6140,953
St. Bernard's School of Theology and Ministry,ACCRED,I,W,NY,RC,1145,1145,5,4,8,71,81,36,14192,80
St. Charles Borromeo Seminary,ACCRED,I,W,PA,RC,4398,4650,8,17,18,124,109,71,20800,1200
St. John Vianney Theological Seminary,ACCRED,I,n/a,CO,RC,3643,3643,20,14,17,178,68,64,20926,0
St. John's Seminary (CA),ACCRED,I,H,CA,RC,7603,7833,74,21,27,64,116,110,17500,250
St. John's Seminary (MA),ACCRED,C,W,MA,RC,6964,6964,48,8,21,173,138,95,22650,0
St. John's University School of Theology - Seminary,ACCRED,C,W,MN,RC,3752,3984,20,4,4,469,138,84,14940,250
St. Joseph's Seminary,ACCRED,I,W,NY,RC,6846,7841,66,10,16,104,213,32,30000,0
St. Mark's College,CAND,I,W,BC,RC,1048,1048,2,1,4,30,32,16,0,0
St. Mary's Seminary and University,ACCRED,I,W,MD,RC,6394,6644,89,9,24,158,191,170,18520,505
St. Patrick's Seminary and University,ACCRED,I,W,CA,RC,5287,5287,0,10,15,182,72,72,18841,0
St. Peter's Seminary,ACCRED,I,N,ON,RC,2325,2524,5,11,15,71,31,19,6183,0
St. Stephen's College,ASSOC,I,W,AB,UCCAN,967,1055,1,1,18,0,323,72,0,0
St. Thomas University School of Theology and Ministry,ASSOC,U,N,FL,RC,1837,1878,1,5,7,159,58,58,9774,0
St. Tikhon's Orthodox Theological Seminary,ACCRED,I,W,PA,OCA,1373,1373,2,5,9,49,23,22,3150,400
St. Vincent de Paul Regional Seminary,ACCRED,I,W,FL,RC,3739,4984,16,14,16,89,146,137,20000,1040
St. Vladimir's Orthodox Theological Seminary,ACCRED,I,W,NY,OCA,4625,5443,14,7,11,187,81,65,10512,350
Starr King School for the Ministry,ACCRED,I,W,CA,UUA,2972,2972,6,2,6,0,84,47,20058,0
Talbot School of Theology,ACCRED,U,W,CA,INTER,26402,30722,0,64,82,340,1075,489,17824,0
Taylor College and Seminary,ACCRED,C,W,AB,NABAPC,1833,1955,12,3,5,55,53,26,7320,140
Toronto School of Theology,ACCRED,I,W,ON,INTER,1227,1232,3,0,0,0,0,0,0,0
Trinity College Faculty of Divinity,ACCRED,C,N,ON,ANGL,2532,2532,0,4,13,86,123,65,6140,2219
Trinity Episcopal School for Ministry,ACCRED,I,W,PA,EPISC,5159,5315,19,10,16,91,213,77,11670,600
Trinity Evangelical Divinity School,ACCRED,C,W,IL,EFCA,15934,16043,25,43,63,225,1182,755,19898,200
Trinity Lutheran Seminary,ACCRED,I,W,OH,ELCA,6222,6729,28,11,16,142,94,70,14940,400
Tyndale University College & Seminary,ACCRED,C,W,ON,INTER,19026,20544,0,20,35,148,759,368,10260,1026
Union Presbyterian Seminary,ACCRED,I,W,VA,PCUSA,17216,17779,145,20,26,337,176,158,13500,300
Union Theological Seminary,ACCRED,I,W,NY,INTER,20033,23472,106,20,28,701,212,199,22980,3700
