"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2015",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Memphis Theological Seminary,,143,110,38,38,12,8,40,13,0,0,0,0,233,169
Methodist Theological School in Ohio,,92,82,38,31,3,2,14,5,0,0,1,0,148,120
Mid-America Reformed Seminary,,28,28,0,0,1,1,0,0,0,0,0,0,29,29
Midwest University Graduate School of Theology,,28,17,21,15,0,0,54,29,0,0,0,0,103,61
Midwestern Baptist Theological Seminary,,223,117,97,70,246,132,432,214,198,198,0,0,"1,196",731
Montreal School of Theology,,36,28,0,0,0,0,0,0,0,0,0,0,36,28
Moody Theological Seminary,,254,174,218,146,110,95,0,0,0,0,99,43,681,458
Moravian Theological Seminary,,25,20,20,12,25,12,0,0,0,0,28,8,98,52
Mount Angel Seminary,,72,72,0,0,17,5,0,0,0,0,0,0,89,77
Mount Saint Mary's Seminary,,90,89,0,0,33,33,0,0,0,0,0,0,123,122
Multnomah Biblical Seminary,,83,52,39,18,22,11,27,9,7,4,0,0,178,94
Nashotah House,,19,17,15,14,23,19,26,9,6,4,0,0,89,63
Nazarene Theological Seminary,,167,98,32,15,22,13,41,14,0,0,0,0,262,140
"Neal T. Jones Seminary of Washington University of
Virginia",,48,35,14,12,0,0,7,2,0,0,0,0,69,49
New Brunswick Theological Seminary,,111,84,0,0,13,9,21,7,0,0,0,0,145,100
New Orleans Baptist Theological Seminary,,915,469,226,74,83,13,190,95,98,97,107,67,"1,619",815
New York Theological Seminary,,157,115,69,50,0,0,93,31,0,0,0,0,319,196
Newman Theological College,,28,20,76,23,8,3,0,0,2,1,0,0,114,47
North Park Theological Seminary,,94,64,47,21,7,5,2,1,0,0,0,0,150,91
Northeastern Seminary at Roberts Wesleyan College,,62,52,23,21,21,16,35,12,0,0,0,0,141,101
Northern Baptist Theological Seminary,,74,41,29,19,8,6,70,23,0,0,6,1,187,90
Northwest Baptist Seminary,,43,43,0,0,0,0,11,4,0,0,1,1,55,48
"Northwest Nazarene University School of Theology and
Christian Ministries (Graduate)",,62,45,41,31,0,0,0,0,0,0,0,0,103,76
Notre Dame Seminary,,122,117,17,12,34,15,0,0,0,0,20,20,193,164
Oblate School of Theology,,63,57,20,12,40,20,1,0,9,9,0,0,133,98
"Oklahoma Christian University Graduate School of
Theology",,23,16,18,10,14,9,0,0,0,0,0,0,55,35
Oral Roberts University College of Theology and Ministry,,123,82,92,66,14,13,89,30,0,0,0,0,318,191
Pacific Lutheran Theological Seminary,,31,30,0,0,1,1,0,0,0,0,7,6,39,37
Pacific School of Religion,,83,66,0,0,30,22,18,6,0,0,28,24,159,118
Palmer Theological Seminary,,141,114,0,0,68,56,12,4,0,0,6,2,227,176
Payne Theological Seminary,,144,118,0,0,0,0,27,9,0,0,0,0,171,127
Pentecostal Theological Seminary,,58,40,107,74,35,24,39,13,0,0,0,0,239,151
Perkins School of Theology,,189,138,32,25,46,31,75,25,36,34,9,3,387,256
Phillips Theological Seminary,,60,43,2,1,5,2,25,8,0,0,5,2,97,56
Phoenix Seminary,,91,47,82,35,0,0,9,3,0,0,35,9,217,94
Pittsburgh Theological Seminary,,98,93,5,4,17,12,115,38,6,5,8,3,249,155
Pontifical College Josephinum,,68,68,0,0,3,3,0,0,0,0,0,0,71,71
Pope St. John XXIII National Seminary,,62,62,0,0,0,0,0,0,0,0,0,0,62,62
Presbyterian Theological Seminary in America,,96,51,0,0,0,0,0,0,0,0,0,0,96,51
Princeton Theological Seminary,,404,401,9,9,29,29,0,0,110,103,4,3,556,545
Providence Theological Seminary,,27,13,109,44,9,5,17,6,0,0,0,0,162,68
Puritan Reformed Seminary,,31,22,0,0,19,10,0,0,40,13,73,4,163,49
Queen's College Faculty of Theology,,4,3,0,0,11,3,0,0,0,0,71,39,86,45
Queen's School of Religion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redeemer Theological Seminary,,56,33,0,0,30,12,0,0,0,0,2,0,88,45
Reformed Episcopal Seminary,,28,24,0,0,0,0,0,0,0,0,0,0,28,24
Reformed Presbyterian Theological Seminary,,54,42,0,0,23,13,17,6,0,0,0,0,94,61
