"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2015",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Abilene Christian University,,45,25,59,29,20,11,17,6,0,0,0,0,141,71
Acadia Divinity College,,44,18,0,0,24,13,58,19,0,0,69,23,195,73
Alliance Theological Seminary,,404,208,144,68,51,25,102,34,0,0,5,2,706,337
Ambrose Seminary of Ambrose University,,55,31,43,16,33,11,0,0,0,0,76,20,207,78
America Evangelical University,,19,11,7,7,0,0,20,7,0,0,0,0,46,25
American Baptist Seminary of the West,,38,26,6,4,0,0,29,10,0,0,1,0,74,40
Anabaptist Mennonite Biblical Seminary,,62,36,9,4,13,8,0,0,0,0,15,4,99,52
Anderson University School of Theology,,15,5,36,10,17,3,20,7,0,0,0,0,88,25
Andover Newton Theological School,,148,136,15,9,15,8,41,14,0,0,0,0,219,167
Aquinas Institute of Theology,,29,27,41,20,14,7,30,10,0,0,18,10,132,74
Asbury Theological Seminary,,812,678,268,219,99,73,168,58,136,135,54,26,1537,1189
Ashland Theological Seminary,,124,90,222,214,13,10,217,72,0,0,26,13,602,399
Assemblies of God Theological Seminary,,53,53,37,27,9,8,140,63,74,74,10,3,323,228
Associated Canadian Theological Schools,,28,15,228,143,14,4,7,2,4,1,0,0,281,165
Athenaeum of Ohio,,53,53,30,14,19,10,0,0,0,0,107,48,209,125
Atlantic School of Theology,,51,35,0,0,15,4,0,0,0,0,34,12,100,51
Augustine Institute,,0,0,6,6,189,79,0,0,0,0,0,0,195,85
Austin Presbyterian Theological Seminary,,103,84,6,3,8,6,39,13,0,0,15,7,171,113
Azusa Pacific Seminary,,217,177,48,31,20,12,42,14,0,0,0,0,327,234
B. H. Carroll Theological Institute,,16,14,31,20,121,60,4,1,37,37,0,0,209,132
Baptist Missionary Association Theological Seminary,,29,23,11,7,24,20,0,0,0,0,0,0,64,50
Baptist Seminary of Kentucky,,32,29,0,0,0,0,0,0,0,0,4,2,36,31
Baptist Theological Seminary at Richmond,,46,33,3,2,6,3,12,4,0,0,2,1,69,43
Barry University Department of Theology and Philosophy,,0,0,60,14,0,0,45,15,0,0,0,0,105,29
Beeson Divinity School of Samford University,,129,114,0,0,13,11,31,10,0,0,0,0,173,135
Berkeley Divinity School,,0,0,0,0,0,0,0,0,0,0,65,65,65,65
Bethany Theological Seminary,,35,21,0,0,9,2,0,0,0,0,9,4,53,27
Bethel Seminary of Bethel University,,201,96,232,110,64,31,69,23,0,0,12,6,578,266
"Bexley Hall Seabury-Western Theological Seminary
Federation, Inc.",,8,7,0,0,0,0,30,10,0,0,0,0,38,17
Biblical Theological Seminary,,106,101,59,52,14,10,33,11,15,13,31,13,258,200
Boston College School of Theology and Ministry,,66,66,69,69,75,68,0,0,16,16,68,61,294,280
Boston University School of Theology,,147,134,8,8,49,42,33,11,92,86,0,0,329,281
Briercrest College and Seminary,,8,3,15,7,0,0,0,0,0,0,0,0,23,10
Brite Divinity School,,121,93,15,10,12,11,16,5,46,41,7,6,217,166
Byzantine Catholic Seminary of SS. Cyril and Methodius,,5,5,9,5,0,0,0,0,0,0,0,0,14,10
Calvin Theological Seminary,,141,133,13,8,26,20,0,0,77,76,46,17,303,254
Campbell University Divinity School,,134,115,12,6,0,0,27,9,0,0,1,1,174,131
Canadian Reformed Theological Seminary,,18,18,0,0,0,0,0,0,0,0,0,0,18,18
Canadian Southern Baptist Seminary,,19,9,3,2,13,5,0,0,0,0,0,0,35,16
Candler School of Theology of Emory University,,309,309,16,13,50,43,51,17,29,25,12,7,467,414
Carey Theological College,,30,16,13,8,0,0,6,2,0,0,0,0,49,26
Carolina Graduate School of Divinity,,8,5,9,4,2,2,17,6,0,0,10,4,46,21
Catholic Theological Union,,99,68,111,45,44,15,50,17,0,0,0,0,304,145
"Catholic University of America School of Theology and
Religious Studies",,88,85,6,3,20,15,29,10,142,142,0,0,285,255
Central Baptist Theological Seminary,,186,168,0,0,7,4,65,22,0,0,112,105,370,299
Central Baptist Theological Seminary of Minneapolis,,18,13,16,5,0,0,0,0,0,6,2,2,36,26
Chapman Seminary,,14,6,0,0,0,0,4,1,0,0,0,0,18,7
Chicago Theological Seminary,,131,72,8,3,17,9,39,13,53,46,17,5,265,148
