"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2020",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Talbot School of Theology,,284,160,169,91,580,248,167,62,37,37,0,0,1237,598
Taylor College and Seminary,,30,19,11,6,13,7,0,0,0,0,6,1,60,33
Trinity College Faculty of Divinity,,28,17,0,0,40,16,4,1,17,17,4,2,93,53
Trinity Episcopal School for Ministry,,56,31,0,0,46,13,46,15,7,3,0,0,155,62
Trinity Evangelical Divinity School,,193,193,87,64,163,91,63,21,219,207,0,0,725,576
Trinity Lutheran Seminary at Capital University,,31,26,0,0,0,0,5,2,5,2,13,4,54,34
Tyndale Seminary,,478,287,0,0,238,93,51,17,8,5,94,29,869,431
Union Presbyterian Seminary,,131,116,12,9,0,0,19,6,5,5,0,0,167,136
Union Theological Seminary,,149,140,0,0,38,36,9,3,35,34,0,0,231,213
United Lutheran Seminary,,166,161,51,32,0,0,73,24,39,31,52,20,381,268
United Theological Seminary,,157,114,36,24,21,13,210,70,0,0,21,9,445,230
United Theological Seminary of the Twin Cities,,91,80,16,11,12,10,28,9,0,0,0,0,147,110
University of Chicago Divinity School,,47,36,0,0,92,5,0,0,126,126,0,0,265,167
University of Dubuque Theological Seminary,,77,76,4,3,0,0,43,14,0,0,0,0,124,93
University of Notre Dame Department of Theology,,53,31,0,0,152,24,0,0,95,95,0,0,300,150
University of St. Mary of the Lake Mundelein Seminary,,123,123,27,16,9,8,12,4,0,0,0,0,171,151
University of St. Michael's College,,18,9,29,12,46,19,2,1,29,29,0,0,124,70
University of St. Thomas School of Theology,,68,58,86,36,0,0,0,0,0,0,0,0,154,94
University of the South School of Theology,,57,53,0,0,15,13,46,15,23,15,0,0,141,96
Urshan Graduate School of Theology,,19,13,20,10,30,15,0,0,0,0,0,0,69,38
Vancouver School of Theology,,74,41,30,17,22,12,0,0,5,3,36,13,167,86
Vanderbilt University Divinity School,,102,98,0,0,39,33,31,10,7,7,0,0,179,148
"Villanova University Department of Theology and
Religious Studies",,0,0,14,11,18,13,0,0,28,28,3,2,63,54
Virginia Theological Seminary,,104,13,0,0,13,12,55,28,0,0,19,13,191,66
Wake Forest University School of Divinity,,91,88,0,0,0,0,0,0,0,0,0,0,91,88
Wartburg Theological Seminary,,169,169,12,12,13,8,0,0,0,0,42,14,236,203
Wesley Biblical Seminary,,39,17,0,0,62,24,27,9,0,0,31,14,159,64
Wesley Seminary,,217,158,217,201,0,0,77,26,0,0,0,0,511,385
Wesley Theological Seminary,,210,138,0,0,84,48,159,53,0,0,0,0,453,239
Western Seminary,,227,143,284,237,192,104,105,70,29,12,0,0,837,566
Western Theological Seminary,,109,97,0,0,29,12,81,27,0,0,135,36,354,172
Westminster Theological Seminary,,245,191,272,135,136,64,104,35,95,60,0,0,852,485
Westminster Theological Seminary in California,,93,70,0,0,41,22,0,0,0,0,0,0,134,92
Winebrenner Theological Seminary,,17,13,40,36,0,0,4,1,0,0,0,0,61,50
Wisconsin Lutheran Seminary,,134,134,0,0,0,0,0,0,39,39,0,0,173,173
World Mission University School of Theology,,86,78,110,87,38,26,26,14,0,0,0,0,260,205
Wycliffe College,,75,45,0,0,89,37,4,1,79,74,20,7,267,164
Yale University Divinity School,,180,176,0,0,154,143,0,0,14,7,0,0,348,326
