col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Abilene Christian University Graduate School of Theology,ACCRED,U,N,TX,CHUCHR,3397,3397,4,12,14,155,162,74,16872,0
Academy for Jewish Religion,ACCRED,I,W,NY,JEWISH,1308,1308,0,4,14,14,52,21,22484,1355
Acadia Divinity College,ACCRED,U,N,NS,"CANBAPT
ATL",2856,2856,17,10,13,40,195,79,8749,1572
Alliance Theological Seminary,ACCRED,C,H,NY,CMA,5686,6056,1,8,19,134,535,246,14280,500
Ambrose Seminary of Ambrose University,ACCRED,C,W,AB,CMA,1866,1980,1,8,13,136,150,66,12000,810
America Evangelical University Graduate School of Theology,CAND,C,V,CA,KEHC,1189,1189,0,2,10,40,58,51,6000,200
Anabaptist Mennonite Biblical Seminary,ACCRED,I,W,IN,MBUS,4226,4506,19,9,10,115,86,46,15900,600
Anderson University School of Theology,ACCRED,C,N,IN,COGAND,763,816,7,8,8,201,43,29,12220,320
Antiochian House of Studies,ASSOC,I,W,CA,AntOrthNA,194,194,0,4,10,28,244,244,0,0
Aquinas Institute of Theology,ACCRED,I,W,MO,RC,2570,2570,0,10,13,5,120,72,18720,578
Asbury Theological Seminary,ACCRED,I,W,KY,INTER,32545,36983,161,43,69,629,1762,1149,15960,750
Ashland Theological Seminary,ACCRED,U,W,OH,BRCHAO,4110,4273,8,13,15,88,247,136,17010,0
Assemblies of God Theological Seminary,ACCRED,U,W,MO,AOG,2901,2901,1,5,12,129,265,196,13560,0
Associated Canadian Theological Schools,ACCRED,C,W,BC,INTER,3967,3967,0,12,17,214,342,184,15500,500
Athenaeum of Ohio,ACCRED,I,W,OH,RC,7106,7590,29,9,20,124,162,134,21250,590
Atlantic School of Theology,ACCRED,I,N,NS,INTER,3174,3256,6,9,11,92,97,46,7220,180
Augustine Institute,ACCRED,I,N,CO,RC,15918,15918,0,7,14,0,352,156,0,0
Austin Presbyterian Theological Seminary,ACCRED,I,W,TX,PCUSA,10000,11047,144,16,17,96,185,120,14400,145
Azusa Pacific Seminary,ACCRED,U,H,CA,WESLCH,4554,4554,1,12,12,86,256,173,14035,125
B. H. Carroll Theological Institute,ACCRED,I,M,TX,BAPT,2014,2014,0,26,26,31,188,123,5040,340
Baptist Missionary Association Theological Seminary,ACCRED,I,W,TX,BAPTMA,1529,1534,1,7,9,86,61,41,6600,300
Baptist Seminary of Kentucky,ACCRED,I,M,KY,CBF,986,986,3,6,8,0,35,28,5625,0
Barry University Department of Theology and Philosophy,ACCRED,U,H,FL,RC,1423,1423,0,12,19,371,58,21,0,0
Beeson Divinity School,ACCRED,U,W,AL,INTER,4085,4085,59,17,19,274,143,119,16002,640
Berkeley Divinity School,ACCRED,U,W,CT,EPISC,0,0,0,0,0,0,0,0,0,0
Berkeley School of Theology (CA),ACCRED,I,M,CA,ABCUSA,2693,3281,7,5,5,0,42,20,16800,420
Bethany Theological Seminary,ACCRED,I,W,IN,CHBRETH,3450,3450,50,8,10,362,73,45,12000,0
Bethel Seminary,ACCRED,C,W,MN,BAPTCW,7254,7255,14,9,30,147,442,228,9906,31
"Bexley Hall Seabury-Western Theological Seminary Federation,
Inc.",ACCRED,I,W,IL,EPISC,2882,2882,22,7,12,0,71,31,19022,1237
Boston College School of Theology and Ministry,ACCRED,U,W,MA,RC,16545,17062,62,27,31,354,274,212,28704,106
Boston University School of Theology,ACCRED,U,W,MA,UMC,18428,18428,83,34,38,194,367,315,21888,1252
Briercrest College and Seminary,ACCRED,C,W,SK,INTER,1671,1746,0,6,10,99,122,88,10175,0
Brite Divinity School,ACCRED,I,W,TX,DISCPL,8860,9540,94,20,25,226,144,103,27000,2220
Byzantine Catholic Seminary of SS. Cyril and Methodius,ACCRED,I,W,PA,BYZANTIN,787,899,0,4,8,25,46,18,9800,1100
Calvin Theological Seminary,ACCRED,I,W,MI,CRC,10506,11104,50,17,21,740,267,210,16972,0
Campbell University Divinity School,ACCRED,U,W,NC,CBF,1990,1990,34,8,10,218,130,95,16500,300
Canadian Reformed Theological Seminary,ACCRED,I,W,ON,CANREF,1555,1578,0,5,5,37,28,26,2300,0
Canadian Southern Baptist Seminary,ACCRED,C,W,AB,CNBC,2007,2229,4,5,6,42,33,19,10320,660
Candler School of Theology,ACCRED,U,M,GA,UMC,27229,27229,267,44,61,710,483,382,23400,0
Carey Theological College,ACCRED,I,N,BC,BAPTWC,2386,3261,0,1,1,0,85,10,8280,600
Catholic Distance University Graduate School of Theology,ACCRED,U,W,WV,RC,1756,1756,1,6,8,1,138,117,0,0
Catholic Theological Union,ACCRED,I,W,IL,RC,10026,11184,45,24,27,160,225,145,25380,0
"Catholic University of America School of Theology and Religious
Studies",ACCRED,U,W,DC,RC,6519,6519,0,27,33,1072,256,215,32750,1100
Central Baptist Theological Seminary,ACCRED,I,V,KS,ABCUSA,4266,4266,1,17,41,85,380,317,6570,750
Central Baptist Theological Seminary of Minneapolis,ACCRED,I,W,MN,INDBAP,1930,1930,0,3,8,71,50,27,8400,550
Chapman Seminary,ACCRED,U,W,IN,GENBAPT,565,586,0,4,4,78,8,4,8250,0
Chicago Theological Seminary,ACCRED,I,W,IL,UCC,7248,7353,24,10,13,61,283,171,20817,0
