"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2020",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Reformed Presbyterian Theological Seminary,,43,25,0,0,17,8,25,8,0,0,9,2,94,43
Reformed Theological Seminary,,508,214,100,54,317,80,129,43,0,0,91,28,"1,145",419
Regent College,,83,52,29,4,182,92,0,0,25,11,111,33,430,192
Regent University School of Divinity,,660,495,169,109,87,56,116,39,76,74,22,18,"1,130",791
Regis College,,25,19,16,6,29,11,8,3,26,20,6,2,110,61
Robert E. Webber Institute for Worship Studies,,0,0,40,35,0,0,124,124,0,0,0,0,164,159
Sacred Heart Major Seminary,,61,58,42,13,23,4,0,0,0,0,130,35,256,110
Sacred Heart Seminary and School of Theology,,65,65,0,0,40,20,0,0,0,0,0,0,105,85
Saint John's Seminary (MA),,51,51,16,8,5,2,0,0,0,0,14,11,86,72
Saint John's University School of Theology and Seminary,,23,20,33,17,22,16,0,0,2,1,28,9,108,63
Saint Mary Seminary and Graduate School of Theology,,47,25,22,9,28,21,7,2,0,0,0,0,104,57
Saint Meinrad School of Theology,,89,85,0,0,83,50,0,0,0,0,0,0,172,135
Saint Paul School of Theology,,72,45,11,7,3,2,7,2,0,0,8,5,101,61
Saint Paul Seminary School of Divinity,,58,56,34,22,24,12,0,0,0,0,11,9,127,99
Saint Sophia Ukrainian Orthodox Theological Seminary,,29,21,0,0,0,0,0,0,0,0,0,0,29,21
Saint Vincent Seminary,,29,28,2,2,3,2,0,0,0,0,0,0,34,32
Samuel DeWitt Proctor School of Theology,,208,191,11,9,0,0,62,21,0,0,0,0,281,221
San Francisco Theological Seminary,,24,6,0,0,6,4,52,17,0,0,10,3,92,30
Seattle Pacific Seminary,,39,30,11,6,7,5,0,0,0,0,0,0,57,41
The Seattle School of Theology and Psychology,,15,14,254,245,0,0,0,0,0,0,0,0,269,259
Seattle University School of Theology and Ministry,,18,12,65,51,10,4,9,3,0,0,5,4,107,74
Seminary of the Southwest,,47,45,76,50,6,4,0,0,0,0,6,5,135,104
Seventh-day Adventist Theological Seminary,,410,302,265,185,127,88,45,16,91,91,0,0,938,682
Shaw University Divinity School,,92,86,18,15,0,0,0,0,0,0,0,0,110,101
Shepherds Theological Seminary,,39,30,26,11,49,39,10,3,1,1,9,4,134,88
Sioux Falls Seminary,,279,205,79,48,80,42,54,18,0,0,0,0,492,313
Southeastern Baptist Theological Seminary,,"1,022",846,527,374,431,211,282,144,219,183,0,0,"2,481","1,758"
Southeastern University School of Divinity,,83,53,141,67,39,25,36,12,0,0,0,0,299,157
Southern Baptist Theological Seminary,,"1,865","1,007",326,144,279,145,343,238,324,278,253,112,"3,390","1,924"
"Southern California Seminary Graduate School of Bible
and Theology",,22,16,34,18,13,8,7,2,5,3,0,0,81,47
Southwestern Baptist Theological Seminary,,635,328,288,133,821,363,303,140,351,342,0,0,"2,398","1,306"
SS. Cyril & Methodius Seminary,,24,20,2,1,4,3,0,0,0,0,0,0,30,24
St. Andrew's College,,11,5,0,0,8,2,8,3,3,3,2,0,32,13
St. Augustine's Seminary of Toronto,,45,38,12,4,21,9,0,0,0,0,58,21,136,72
St. Bernard's School of Theology and Ministry,,15,9,52,21,25,16,0,0,0,0,0,0,92,46
St. Charles Borromeo Seminary,,65,65,0,0,66,53,0,0,0,0,0,0,131,118
St. John Vianney Theological Seminary,,61,61,0,0,0,0,0,0,0,0,0,0,61,61
St. John's Seminary (CA),,95,89,1,1,1,0,0,0,0,0,0,0,97,90
St. Joseph's Seminary,,57,46,0,0,112,104,0,0,0,0,2,1,171,151
St. Mark's College,,0,0,10,6,15,8,0,0,0,0,22,12,47,26
St. Mary's Seminary and University,,60,58,13,6,23,13,16,5,0,0,54,27,166,109
St. Patrick's Seminary and University,,40,40,0,0,0,0,0,0,0,0,0,0,40,40
St. Peter's Seminary,,38,27,0,0,4,1,0,0,0,0,0,0,42,28
St. Stephen's College,,0,0,46,41,16,7,20,7,0,0,41,22,123,77
St. Tikhon's Orthodox Theological Seminary,,40,40,0,0,0,0,0,0,0,0,0,0,40,40
St. Vincent de Paul Regional Seminary,,104,101,0,0,38,38,0,0,0,0,0,0,142,139
St. Vladimir's Orthodox Theological Seminary,,41,40,0,0,15,12,14,5,6,5,0,0,76,62
Starr King School for the Ministry,,73,68,13,7,0,0,0,0,0,0,9,3,95,78
