col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Abilene Christian University,ACCRED,U,W,TX,CHUCHR,2257,2257,4,8,9,137,153,82,24384,0
Acadia Divinity College,ACCRED,U,W,NS,ATLBAPT,2551,2551,13,8,12,39,207,88,7119,1481
Alliance Theological Seminary,ACCRED,C,B,NY,CMA,7200,7616,4,13,25,199,758,367,13800,250
Ambrose Seminary of Ambrose University,ACCRED,C,W,AB,CMA,1701,1854,1,9,12,128,177,65,10500,840
America Evangelical University,ASSOC,I,A,CA,KEHC,495,495,0,0,11,19,22,13,7260,100
American Baptist Seminary of the West,ACCRED,I,M,CA,ABCUSA,2762,2838,7,7,11,0,83,49,17550,480
Anabaptist Mennonite Biblical Seminary,ACCRED,I,W,IN,MBUS,4218,4446,17,10,11,112,87,50,13200,540
Anderson University School of Theology,ACCRED,C,W,IN,COGAND,1436,1505,5,9,10,223,101,49,13030,135
Andover Newton Theological School,ACCRED,I,W,MA,UCC,7132,8603,20,13,19,189,271,153,17400,1140
Aquinas Institute of Theology,ACCRED,I,W,MO,RC,2623,2623,3,10,17,2679,138,70,15840,530
Asbury Theological Seminary,ACCRED,I,W,KY,INTER,25537,29003,163,50,72,465,1467,909,18048,100
Ashland Theological Seminary,ACCRED,U,W,OH,BRCHAO,6480,6815,0,24,25,84,627,328,16800,0
Assemblies of God Theological Seminary,ACCRED,I,W,MO,AOG,4912,4912,0,10,19,103,327,218,13944,0
Associated Canadian Theological Schools,ACCRED,C,W,BC,INTER,2729,2729,0,13,17,227,221,100,13053,0
Athenaeum of Ohio,ACCRED,I,W,OH,RC,5674,6093,22,10,16,121,235,132,20750,0
Atlantic School of Theology,ACCRED,I,N,NS,INTER,2705,2807,4,8,10,90,98,60,5850,794
Augustine Institute,CAND,I,N,CO,RC,4158,4213,0,6,8,8,229,100,0,0
Austin Presbyterian Theological Seminary,ACCRED,I,W,TX,PCUSA,9048,10015,134,11,13,147,197,130,12600,212
Azusa Pacific Seminary,ACCRED,U,W,CA,WESLCH,4642,4642,0,13,14,70,323,179,10125,0
B. H. Carroll Theological Institute,ASSOC,I,M,TX,BAPT,1663,1663,0,30,49,30,260,171,3600,300
Baptist Missionary Association Theological Seminary,ACCRED,I,W,TX,BAPTMA,1641,1680,1,9,12,81,68,45,4800,300
Baptist Seminary of Kentucky,CAND,I,W,KY,CBF,777,777,2,5,8,0,32,23,7500,0
Baptist Theological Seminary at Richmond,ACCRED,I,W,VA,CBF,2669,2929,4,5,11,0,69,47,14310,750
Barry University Department of Theology and Philosophy,ACCRED,U,W,FL,RC,2162,2162,0,18,22,388,107,29,0,0
Beeson Divinity School of Samford University,ACCRED,U,W,AL,INTER,5115,5115,63,20,20,310,191,128,12000,325
Berkeley Divinity School,ACCRED,U,W,CT,EPISC,0,0,0,0,0,0,0,0,0,0
Bethany Theological Seminary,ACCRED,I,W,IN,CHBRETH,3229,3236,45,7,9,382,64,39,12420,0
Bethel Seminary of Bethel University,ACCRED,C,W,MN,BAPTGC,11403,11409,12,13,34,288,662,292,9831,30
"Bexley Hall Seabury-Western Theological Seminary Federation,
Inc.",ACCRED,I,W,IL,EPISC,2843,2843,28,4,6,661,34,18,15900,400
Biblical Theological Seminary,ACCRED,I,W,PA,INTER,4138,4247,2,8,19,56,282,211,14788,50
Boston College School of Theology and Ministry,ACCRED,I,W,MA,RC,14780,15241,56,27,31,292,320,288,17028,90
Boston University School of Theology,ACCRED,U,W,MA,UMC,15488,15488,113,34,38,193,318,292,18176,866
Briercrest College and Seminary,ACCRED,C,W,SK,INTER,1301,1394,0,6,9,91,111,60,8100,277
Brite Divinity School,ACCRED,I,W,TX,DISCPL,8953,9638,83,19,24,216,196,147,24840,2160
Byzantine Catholic Seminary of SS. Cyril and Methodius,ACCRED,I,W,PA,BYZANTIN,672,748,4,6,8,24,12,8,11000,600
Calvin Theological Seminary,ACCRED,I,W,MI,CRC,9785,10445,43,15,19,633,291,261,14619,1850
Campbell University Divinity School,ACCRED,U,W,NC,CBF,1972,1972,20,10,13,220,157,118,13050,600
Canadian Reformed Theological Seminary,ACCRED,I,W,ON,CANREF,1218,1218,0,5,5,34,17,17,2300,0
Canadian Southern Baptist Seminary,ACCRED,C,W,AB,CCSBAPT,1861,2184,2,7,7,41,46,19,9200,703
Candler School of Theology of Emory University,ACCRED,U,M,GA,UMC,23346,23346,225,50,63,662,447,397,20800,534
Carey Theological College,ACCRED,I,W,BC,BAPTWC,2480,2873,0,5,6,150,151,50,7200,0
Carolina Graduate School of Divinity,ACCRED,I,W,NC,INTER,224,224,0,2,6,23,57,26,9000,0
Catholic Theological Union,ACCRED,I,W,IL,RC,9564,10828,46,23,25,160,315,175,21114,0
"Catholic University of America School of Theology and Religious
Studies",ACCRED,U,W,DC,RC,8457,8457,0,44,47,352,311,274,20500,0
Central Baptist Theological Seminary,ACCRED,I,V,KS,ABCUSA,3670,3670,1,16,28,84,287,208,6480,500
Central Baptist Theological Seminary of Minneapolis,ASSOC,I,W,MN,INDBAP,1327,1722,1,4,6,66,48,38,9600,370
Chapman Seminary,ACCRED,U,W,IN,GENBAPT,734,758,0,7,7,96,21,11,6300,310
Chicago Theological Seminary,ACCRED,I,W,IL,UCC,6217,6578,23,12,18,52,274,161,14568,690
