col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
China Evangelical Seminary North America,CAND,I,V,CA,NONDEN,1524,1524,0,6,9,16,60,43,7200,800
Christ The King Seminary,ACCRED,I,W,NY,RC,3136,3708,5,10,13,185,94,40,22750,740
Christian Theological Seminary,ACCRED,I,W,IN,DISCPL,18335,18894,126,10,12,216,159,143,12831,200
Christian Witness Theological Seminary,CAND,I,A,CA,INTER,1102,1102,0,6,9,30,78,35,7040,650
Church Divinity School of the Pacific,ACCRED,I,W,CA,EPISC,4646,5066,20,5,10,0,64,47,16800,0
Cincinnati Bible Seminary,ACCRED,I,W,OH,CCHCHC,3014,3151,0,7,13,138,206,141,10600,500
Claremont School of Theology,ACCRED,I,W,CA,UMC,13524,13524,28,21,34,215,272,246,16440,880
Colgate Rochester Crozer Divinity School,ACCRED,I,W,NY,ABCUSA,3686,4060,23,8,10,19,78,63,10560,205
"Columbia International University - Seminary & School of
Ministry",ACCRED,C,W,SC,INTER,4875,5283,5,21,27,62,343,238,9600,280
Columbia Theological Seminary,ACCRED,I,W,GA,PCUSA,13279,14426,213,22,25,184,333,222,12600,200
Concordia Lutheran Seminary (AB),ACCRED,I,W,AB,LUTHCA,923,939,4,2,3,22,14,12,6500,170
Concordia Lutheran Theological Seminary (ON),ACCRED,I,W,ON,LUTHCA,687,694,3,4,5,34,13,12,9900,63
Concordia Seminary (MO),ACCRED,I,W,MO,LUTHMS,25515,25876,89,26,33,280,603,429,26325,105
Concordia Theological Seminary (IN),ACCRED,I,W,IN,LUTHMS,12615,14227,29,24,25,180,322,238,26730,546
Covenant Theological Seminary,ACCRED,I,W,MO,PCA,10397,11028,26,19,23,94,521,342,14880,300
Dallas Theological Seminary,ACCRED,I,W,TX,INTER,33859,36644,85,57,91,250,2084,1079,14250,420
Denver Seminary,ACCRED,I,W,CO,INTER,11478,12177,14,27,43,169,944,463,16200,20
Dominican House of Studies,ACCRED,I,W,DC,RC,4030,4030,6,18,21,79,87,85,15120,125
Dominican School of Philosophy and Theology,ACCRED,I,W,CA,RC,2775,2820,1,12,15,0,79,58,16200,100
Dominican Study Center of the Caribbean,ACCRED,U,H,PR,RC,273,273,0,1,2,29,63,41,4440,360
Drew University Theological School,ACCRED,U,M,NJ,UMC,15969,16561,60,23,33,109,389,267,18200,24782
Duke University Divinity School,ACCRED,U,W,NC,UMC,17106,17106,166,47,51,405,639,588,20680,0
Earlham School of Religion,ACCRED,C,W,IN,FRNDS,2290,2327,44,8,9,382,57,38,11502,400
Eastern Mennonite Seminary,ACCRED,C,W,VA,MBUS,2218,2218,5,4,9,85,117,65,14100,165
Ecumenical Theological Seminary,ACCRED,I,W,MI,INTER,1346,1560,0,2,9,41,80,28,14559,380
Eden Theological Seminary,ACCRED,I,W,MO,UCC,6017,6053,22,9,10,91,144,92,12500,3515
Emmanuel Christian Seminary,ACCRED,I,W,TN,CCHCHC,2938,3292,4,7,10,141,107,64,13560,900
Emmanuel College of Victoria University,ACCRED,C,W,ON,UCCAN,4291,4291,19,13,17,77,147,98,5970,1593
Episcopal Divinity School,ACCRED,I,W,MA,EPISC,7325,7498,70,6,6,71,60,46,15210,400
Erskine Theological Seminary,ACCRED,C,W,SC,ARP,2517,2536,6,12,13,191,131,53,13400,225
Evangelical Seminary of Puerto Rico,ACCRED,I,H,PR,INTER,1162,1162,1,5,7,79,230,94,4905,0
Evangelical Theological Seminary,ACCRED,I,W,PA,EVCONG,2309,2309,3,4,6,90,124,77,12210,170
Franciscan School of Theology,ACCRED,I,N,CA,RC,2636,2653,10,4,8,14,46,31,17280,80
Freed-Hardeman University Graduate School of Theology,CAND,U,W,TN,CHUCHR,766,840,1,4,6,145,69,40,15950,0
Fresno Pacific Biblical Seminary,ACCRED,I,W,CA,MBNA,2414,2424,2,8,13,156,143,135,7380,0
Fuller Theological Seminary,ACCRED,I,W,CA,INTER,55493,64623,212,83,185,715,3258,1483,17760,132
Garrett-Evangelical Theological Seminary,ACCRED,I,W,IL,UMC,13879,16155,101,27,33,519,365,256,18480,660
General Theological Seminary,ACCRED,I,W,NY,EPISC,6576,8801,30,10,17,177,68,61,15000,400
George Fox Evangelical Seminary,ACCRED,C,W,OR,INTER,1957,1957,2,10,12,43,324,75,13216,455
George W. Truett Theological Seminary of Baylor University,ACCRED,U,W,TX,BAPBGCT,9090,9090,55,17,28,1813,343,267,14724,1756
Georgia Christian University School of Divinity,CAND,U,N,GA,NA,624,624,1,11,18,28,73,50,6847,300
Golden Gate Baptist Theological Seminary,ACCRED,I,W,CA,SBC,10870,12168,65,27,52,187,1390,737,6075,400
Gordon-Conwell Theological Seminary,ACCRED,I,W,MA,INTER,29499,32088,58,40,56,375,2067,1086,18300,575
Grace Mission University Graduate School,ASSOC,U,A,CA,PCINT,911,911,0,3,8,26,117,60,3780,320
Grace School of Theology,ASSOC,I,n/a,TX,INTER,3182,3182,2,0,0,24,111,67,3240,362
Grace Theological Seminary,ACCRED,C,N,IN,FEGRACE,1290,1311,0,6,9,153,134,103,14010,0
Graduate Theological Union,ACCRED,I,W,CA,INTER,9532,9532,34,6,8,516,245,233,0,0
Grand Rapids Theological Seminary of Cornerstone University,ACCRED,C,W,MI,INTER,2530,2626,2,9,15,110,255,153,12150,580
Harding School of Theology,ACCRED,C,W,TN,CHUCHR,2633,2706,10,9,11,141,120,49,18816,0
