"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2014",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Abilene Christian University,,39,26,67,33,29,18,18,6,0,0,0,0,153,83
Acadia Divinity College,,44,27,0,0,28,13,69,23,0,0,66,26,207,89
Alliance Theological Seminary,,437,228,170,82,43,21,95,32,0,0,13,4,758,367
Ambrose Seminary of Ambrose University,,49,24,42,15,22,9,0,0,0,0,64,17,177,65
America Evangelical University,,17,10,4,2,1,1,0,0,0,0,0,0,22,13
American Baptist Seminary of the West,,37,29,10,8,2,1,34,11,0,0,0,0,83,49
Anabaptist Mennonite Biblical Seminary,,66,38,8,4,10,7,0,0,0,0,3,1,87,50
Anderson University School of Theology,,23,16,40,18,15,8,23,8,0,0,0,0,101,50
Andover Newton Theological School,,164,111,14,8,28,15,42,14,0,0,23,6,271,154
Aquinas Institute of Theology,,26,26,56,21,10,7,46,15,0,0,0,0,138,69
Asbury Theological Seminary,,807,527,257,150,92,51,135,45,122,119,54,17,"1,467",909
Ashland Theological Seminary,,131,74,230,167,16,8,218,73,0,0,32,6,627,328
Assemblies of God Theological Seminary,,49,39,58,40,17,14,138,60,65,65,0,0,327,218
Associated Canadian Theological Schools,,25,13,136,66,41,15,16,5,3,1,0,0,221,100
Athenaeum of Ohio,,51,51,29,15,26,13,0,0,0,0,129,54,235,133
Atlantic School of Theology,,57,40,0,0,17,14,0,0,0,0,24,6,98,60
Augustine Institute,,0,0,0,0,199,90,0,0,0,0,30,10,229,100
Austin Presbyterian Theological Seminary,,120,98,4,3,7,5,46,15,0,0,20,9,197,130
Azusa Pacific Seminary,,186,109,69,45,22,10,46,15,0,0,0,0,323,179
B. H. Carroll Theological Institute,,23,12,35,26,147,88,3,1,35,35,17,8,260,170
Baptist Missionary Association Theological Seminary,,28,23,14,8,26,14,0,0,0,0,0,0,68,45
Baptist Seminary of Kentucky,,27,20,0,0,0,0,0,0,0,0,5,3,32,23
Baptist Theological Seminary at Richmond,,51,39,2,2,5,3,11,4,0,0,0,0,69,48
Barry University Department of Theology and Philosophy,,0,0,62,14,0,0,45,15,0,0,0,0,107,29
Beeson Divinity School of Samford University,,145,109,0,0,12,8,34,11,0,0,0,0,191,128
Berkeley Divinity School,,0,0,0,0,0,0,0,0,0,0,58,55,58,55
Bethany Theological Seminary,,45,31,0,0,8,4,0,0,0,0,11,5,64,40
Bethel Seminary of Bethel University,,245,113,226,105,83,37,86,29,0,0,22,8,662,292
"Bexley Hall Seabury-Western Theological Seminary
Federation, Inc.",,10,10,0,0,0,0,24,8,0,0,0,0,34,18
Biblical Theological Seminary,,126,126,50,39,18,15,37,12,0,0,51,20,282,212
Boston College School of Theology and Ministry,,77,76,64,52,91,86,0,0,17,16,71,58,320,288
Boston University School of Theology,,142,134,6,6,50,48,18,6,102,98,0,0,318,292
Briercrest College and Seminary,,8,4,86,46,17,10,0,0,0,0,0,0,111,60
Brite Divinity School,,112,82,10,7,10,6,12,4,46,44,6,5,196,148
Byzantine Catholic Seminary of SS. Cyril and Methodius,,4,4,8,4,0,0,0,0,0,0,0,0,12,8
Calvin Theological Seminary,,131,126,12,12,24,21,0,0,80,80,44,22,291,261
Campbell University Divinity School,,118,100,15,9,0,0,22,7,0,0,2,0,157,116
Canadian Reformed Theological Seminary,,17,17,0,0,0,0,0,0,0,0,0,0,17,17
Canadian Southern Baptist Seminary,,18,8,11,4,16,6,0,0,0,0,1,0,46,18
Candler School of Theology of Emory University,,320,310,14,12,43,35,29,10,30,27,11,4,447,398
Carey Theological College,,72,24,46,15,0,0,33,11,0,0,0,0,151,50
Carolina Graduate School of Divinity,,11,8,5,4,3,2,25,8,0,0,13,4,57,26
Catholic Theological Union,,116,77,106,52,47,31,46,15,0,0,0,0,315,175
"Catholic University of America School of Theology and
Religious Studies",,93,89,7,4,17,10,29,10,158,158,7,4,311,275
Central Baptist Theological Seminary,,211,180,0,0,9,6,67,22,0,0,0,0,287,208
Central Baptist Theological Seminary of Minneapolis,,26,24,9,5,0,0,3,1,8,7,2,1,48,38
Chapman Seminary,,19,10,0,0,0,0,2,1,0,0,0,0,21,11
Chicago Theological Seminary,,123,71,7,3,18,12,44,15,67,56,15,5,274,162
