"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2014",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Memphis Theological Seminary,,185,152,40,39,16,9,40,13,0,0,22,22,303,235
Methodist Theological School in Ohio,,121,109,43,36,6,4,18,6,0,0,6,2,194,157
Mid-America Reformed Seminary,,24,22,0,0,3,2,0,0,0,0,0,0,27,24
Midwest University Graduate School of Theology,,20,18,26,22,0,0,81,42,0,0,0,0,127,82
Midwestern Baptist Theological Seminary,,153,90,81,47,57,23,437,227,76,76,0,0,804,463
Montreal School of Theology,,22,16,0,0,0,0,0,0,0,0,0,0,22,16
Moody Theological Seminary,,210,174,196,147,128,95,0,0,0,0,99,43,633,459
Moravian Theological Seminary,,25,20,16,10,27,14,0,0,0,0,27,9,95,53
Mount Angel Seminary,,72,69,5,5,10,6,0,0,0,0,0,0,87,80
Mount Saint Mary's Seminary,,114,114,0,0,43,43,0,0,0,0,0,0,157,157
Multnomah Biblical Seminary,,78,44,40,18,21,10,24,8,7,4,3,0,173,84
Nashotah House,,34,30,20,17,14,14,15,5,7,7,11,10,101,83
Nazarene Theological Seminary,,165,101,22,10,21,12,33,11,0,0,0,0,241,134
"Neal T. Jones Seminary of Washington University of
Virginia",,47,35,17,14,0,0,4,1,0,0,0,0,68,50
New Brunswick Theological Seminary,,124,87,0,0,14,9,35,12,0,0,6,2,179,110
New Orleans Baptist Theological Seminary,,931,500,212,107,89,45,168,77,107,106,101,62,"1,608",897
New York Theological Seminary,,178,132,76,56,0,0,126,42,0,0,0,0,380,230
Newman Theological College,,26,26,64,20,7,3,0,0,1,1,9,5,107,55
North Park Theological Seminary,,98,75,47,24,8,5,5,2,0,0,0,0,158,106
Northeastern Seminary at Roberts Wesleyan College,,65,57,28,26,36,23,25,8,0,0,0,0,154,114
Northern Baptist Theological Seminary,,86,32,18,6,0,0,93,31,0,0,9,3,206,72
Northwest Baptist Seminary,,20,20,12,10,0,0,0,0,0,0,2,2,34,32
"Northwest Nazarene University School of Theology and
Christian Ministries (Graduate)",,57,45,48,37,0,0,0,0,0,0,1,1,106,83
Notre Dame Seminary,,112,102,0,0,88,44,0,0,0,0,0,0,200,146
Oblate School of Theology,,64,50,12,6,26,15,4,1,7,7,0,0,113,79
"Oklahoma Christian University Graduate School of
Theology",,29,21,27,17,0,0,0,0,0,0,0,0,56,38
Oral Roberts University College of Theology and Ministry,,104,68,122,81,19,13,78,26,0,0,0,0,323,188
Pacific Lutheran Theological Seminary,,44,37,1,1,2,2,0,0,0,0,8,4,55,44
Pacific School of Religion,,91,87,0,0,26,26,17,6,0,0,46,30,180,149
Palmer Theological Seminary,,161,118,0,0,63,40,19,6,0,0,5,1,248,165
Payne Theological Seminary,,125,100,0,0,0,0,0,0,0,0,0,0,125,100
Pentecostal Theological Seminary,,63,42,96,61,30,26,29,10,0,0,0,0,218,139
Perkins School of Theology,,207,178,19,16,54,38,80,27,30,30,13,7,403,296
Phillips Theological Seminary,,70,47,4,3,7,4,21,7,0,0,8,2,110,63
Phoenix Seminary,,98,55,60,22,0,0,9,3,0,0,16,6,183,86
Pittsburgh Theological Seminary,,105,98,0,0,28,23,79,26,3,2,4,1,219,150
Pontifical College Josephinum,,82,82,0,0,1,1,0,0,0,0,0,0,83,83
Pope St. John XXIII National Seminary,,65,64,0,0,0,0,0,0,0,0,0,0,65,64
Presbyterian Theological Seminary in America,,85,47,0,0,0,0,1,0,16,14,0,0,102,61
Princeton Theological Seminary,,394,394,8,8,5,5,0,0,110,105,6,5,523,517
Providence Theological Seminary,,25,14,97,39,11,6,17,6,0,0,0,0,150,65
Puritan Reformed Seminary,,35,28,0,0,19,7,0,0,47,18,72,4,173,57
Queen's College Faculty of Theology,,1,0,0,0,6,2,0,0,0,0,42,20,49,22
Queen's School of Religion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redeemer Theological Seminary,,83,64,0,0,40,21,0,0,0,0,37,19,160,104
Reformed Episcopal Seminary,,25,19,0,0,0,0,0,0,0,0,0,0,25,19
Reformed Presbyterian Theological Seminary,,56,47,0,0,19,13,13,4,0,0,0,0,88,64
