"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2014",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Grand Rapids Theological Seminary of Cornerstone
University",,91,65,140,79,12,6,0,0,3,1,9,2,255,153
Harding School of Theology,,63,28,38,13,8,4,11,4,0,0,0,0,120,49
Hartford Seminary,,0,0,4,2,78,64,12,4,0,0,23,12,117,82
Harvard University Divinity School,,129,126,0,0,163,161,0,0,44,44,0,0,336,331
Hazelip School of Theology,,41,19,4,2,26,11,28,9,0,0,1,1,100,42
Heritage Theological Seminary,,45,20,0,0,39,14,0,0,0,0,35,22,119,56
"HMS Richards Divinity School Division of Graduate
Studies",,20,8,0,0,21,7,0,0,0,0,0,0,41,15
Holy Apostles College and Seminary,,63,63,202,105,0,0,0,0,0,0,0,0,265,168
Holy Cross Greek Orthodox School of Theology,,76,70,0,0,6,6,0,0,7,6,0,0,89,82
Hood Theological Seminary,,142,107,0,0,8,5,43,14,0,0,0,0,193,126
Houston Graduate School of Theology,,75,35,93,40,14,3,37,12,0,0,0,0,219,90
Howard University School of Divinity,,94,80,0,0,15,11,19,6,0,0,0,0,128,97
Huron University College Faculty of Theology,,27,22,0,0,40,22,0,0,0,0,0,0,67,44
Iliff School of Theology,,193,172,39,31,27,14,0,0,64,64,10,4,333,285
Immaculate Conception Seminary,,81,81,7,6,116,54,0,0,0,0,130,104,334,245
Institut de Formation Theologique de Montreal,,5,1,0,0,0,0,0,0,0,0,0,0,5,1
Inter-American Adventist Theological Seminary,,0,0,390,358,3,3,62,21,0,0,0,0,455,382
Interdenominational Theological Center,,261,187,11,6,0,0,29,10,4,4,0,0,305,207
International Theological Seminary,,21,14,0,0,4,2,23,8,15,6,0,0,63,30
James and Carolyn McAfee School of Theology,,162,116,15,7,0,0,23,8,0,0,0,0,200,131
Jesuit School of Theology of Santa Clara University,,62,62,0,0,30,25,0,0,2,2,64,34,158,123
John Leland Center for Theological Studies,,27,17,4,2,5,3,0,0,0,0,16,8,52,30
Kearley Graduate School of Theology,,0,0,18,15,10,10,0,0,7,7,0,0,35,32
Kenrick-Glennon Seminary,,72,71,0,0,0,0,0,0,0,0,0,0,72,71
Knox College,,61,42,7,2,16,7,8,3,28,25,11,5,131,84
Knox Theological Seminary,,54,26,0,0,181,73,42,14,0,0,0,0,277,113
Lancaster Theological Seminary,,73,55,0,0,11,7,23,8,0,0,0,0,107,70
Lexington Theological Seminary,,56,35,0,0,5,4,10,3,0,0,16,5,87,47
Lincoln Christian Seminary,,64,30,69,51,66,30,20,7,0,0,0,0,219,118
Logos Evangelical Seminary,,43,32,0,0,62,41,42,14,6,5,0,0,153,92
Logsdon Seminary of Logsdon School of Theology,,86,52,25,15,4,2,34,11,0,0,0,0,149,80
Louisville Presbyterian Theological Seminary,,80,69,24,23,6,5,55,18,0,0,0,0,165,115
"Loyola Marymount University Department of Theological
Studies",,0,0,45,36,38,31,0,0,0,0,0,0,83,67
"Lubbock Christian University College of Biblical Studies
and Behavioral Sciences",,14,13,4,3,1,1,0,0,0,0,0,0,19,17
Luther Seminary,,356,251,76,48,30,20,58,19,72,54,32,14,624,406
Lutheran School of Theology at Chicago,,110,94,0,0,43,30,9,3,60,58,0,0,222,185
Lutheran Theological Seminary (SK),,13,10,0,0,0,0,8,2,1,1,4,0,26,13
Lutheran Theological Seminary at Gettysburg,,89,72,12,8,27,12,0,0,28,5,0,0,156,97
Lutheran Theological Seminary at Philadelphia,,115,77,15,9,17,7,60,20,58,26,22,15,287,154
Lutheran Theological Southern Seminary,,69,43,5,4,9,7,0,0,4,3,0,0,87,57
M. Christopher White School of Divinity,,201,122,0,0,0,0,35,12,0,0,0,0,236,134
"Marylhurst University Religious Studies Graduate
Department",,7,7,1,1,0,0,0,0,0,0,0,0,8,8
McCormick Theological Seminary,,86,57,17,8,9,6,74,25,4,0,19,7,209,103
McGill University Faculty of Religious Studies,,28,23,0,0,26,22,0,0,52,51,0,0,106,96
McMaster Divinity College,,49,36,0,0,52,37,0,0,74,74,0,0,175,147
Meadville Lombard Theological School,,79,65,1,1,6,3,0,0,0,0,0,0,86,69
