col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
United Theological Seminary of the Twin Cities,ACCRED,I,W,MN,UCC,4427,4569,12,10,17,97,128,75,12768,630
University of Chicago Divinity School,ACCRED,U,W,IL,NONDEN,15787,15787,0,32,32,11561,324,317,30357,1041
University of Dubuque Theological Seminary,ACCRED,C,W,IA,PCUSA,3421,3688,6,11,16,185,131,81,14600,1000
University of Notre Dame Department of Theology,ACCRED,U,W,IN,RC,944,944,0,52,57,3598,318,274,46010,0
University of St. Mary of the Lake Mundelein Seminary,ACCRED,I,W,IL,RC,10082,13551,38,28,33,211,276,261,23520,485
University of St. Michael's College,ACCRED,U,W,ON,RC,2479,2479,19,7,12,157,157,111,4776,1631
University of St. Thomas School of Theology,ACCRED,U,W,TX,RC,587,587,0,7,10,71,167,102,16030,0
University of the South School of Theology,ACCRED,C,W,TN,EPISC,8781,9446,60,9,12,163,153,105,15630,638
University of Winnipeg Faculty of Theology,ACCRED,C,W,MB,INTER,534,534,0,4,5,516,37,11,6402,578
Urshan Graduate School of Theology,ACCRED,I,W,MO,UPENTCI,1028,1028,0,5,6,52,48,39,5994,450
Vancouver School of Theology,ACCRED,I,W,BC,INTER,3155,3256,7,9,11,88,109,54,7950,755
Vanderbilt University Divinity School,ACCRED,U,W,TN,NONDEN,14270,14270,171,36,37,254,233,177,19968,3031
Virginia Theological Seminary,ACCRED,I,W,VA,EPISC,20912,23129,168,17,21,220,218,153,13000,100
Wake Forest University School of Divinity,ACCRED,U,W,NC,INTER,4014,4014,15,13,16,19,128,117,19150,746
Wartburg Theological Seminary,ACCRED,I,W,IA,ELCA,5115,5836,25,10,16,96,151,123,15400,579
Washington Theological Union,ACCRED,I,n/a,DC,n/a,0,0,0,14,14,0,0,0,0,0
Waterloo Lutheran Seminary,ACCRED,I,N,ON,ELCC,2272,2272,6,6,14,37,148,95,8112,1464
Wesley Biblical Seminary,ACCRED,I,W,MS,INTER,1467,1493,1,5,7,52,70,46,10000,225
Wesley Seminary at Indiana Wesleyan University,ACCRED,U,W,IN,WESLCH,3264,3264,4,10,12,179,413,389,11250,350
Wesley Theological Seminary,ACCRED,I,N,DC,UMC,14005,14897,52,28,44,128,532,317,17040,1080
Western Seminary,ACCRED,I,W,OR,CBAPTAA,7456,7523,4,22,39,63,740,405,15900,0
Western Theological Seminary,ACCRED,I,W,MI,RFCHAM,9818,10625,43,13,15,111,272,207,13120,90
Westminster Theological Seminary,ACCRED,I,W,PA,INTER,9969,14454,23,13,25,154,570,402,10925,200
Westminster Theological Seminary in California,ACCRED,I,W,CA,NONDEN,4348,4443,4,11,12,84,149,135,14580,75
Winebrenner Theological Seminary,ACCRED,I,W,OH,COGGC,3097,3097,2,5,7,43,64,47,13950,405
World Mission University,ACCRED,I,A,CA,INTER,1859,2157,0,5,12,60,151,120,4140,280
Wycliffe College,ACCRED,I,W,ON,ANGL,4121,4324,19,7,16,0,269,163,5970,1639
Yale University Divinity School,ACCRED,U,W,CT,INTER,25782,26666,322,38,47,538,412,368,22400,2240
