"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2011",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Seminary of the Immaculate Conception,,44,44,30,14,37,13,0,0,0,0,0,0,111,71
Seminary of the Southwest,,47,47,56,37,21,13,0,0,0,0,11,9,135,106
Seventh-day Adventist Theological Seminary,,396,344,192,30,32,25,254,85,80,80,0,0,954,564
Shaw University Divinity School,,114,106,19,18,0,0,0,0,0,0,0,0,133,124
Shepherd University School of Theology,,46,39,0,0,0,0,16,5,0,0,0,0,62,44
Sioux Falls Seminary,,85,52,36,19,5,4,23,8,0,0,0,0,149,83
Southeastern Baptist Theological Seminary,,1082,895,166,123,78,51,148,91,133,133,105,52,1712,1345
Southern Baptist Theological Seminary,,1517,788,264,121,96,37,295,126,285,266,109,45,2566,1383
Southwestern Baptist Theological Seminary,,1046,591,664,349,48,35,227,115,240,240,184,69,2409,1399
SS. Cyril & Methodius Seminary,,20,20,2,1,14,8,0,0,0,0,0,0,36,29
St. Andrew's College,,17,4,0,0,11,1,0,0,5,1,0,0,33,6
St. Augustine's Seminary of Toronto,,51,33,25,5,16,7,0,0,0,0,71,23,163,68
St. Bernard's School of Theology and Ministry,,16,8,74,35,18,8,0,0,0,0,0,0,108,51
St. Charles Borromeo Seminary,,55,55,0,0,46,28,0,0,0,0,0,0,101,83
St. John Vianney Theological Seminary,,69,69,0,0,0,0,0,0,0,0,0,0,69,69
St. John's Seminary (CA),,78,78,18,7,4,2,0,0,0,0,0,0,100,87
St. John's Seminary (MA),,68,68,72,26,10,6,0,0,0,0,0,0,150,100
St. John's University School of Theology – Seminary,,24,23,36,21,38,26,0,0,8,7,27,13,133,90
St. Joseph's Seminary,,48,40,0,0,68,38,0,0,0,0,0,0,116,78
St. Mark's College,,0,0,6,3,2,1,0,0,0,0,13,7,21,11
St. Mary's Seminary and University,,70,70,20,10,44,25,0,0,0,0,81,34,215,139
St. Patrick's Seminary and University,,90,90,0,0,14,14,0,0,0,0,0,0,104,104
St. Paul University Faculty of Theology,,0,0,15,5,11,4,18,6,30,30,0,0,74,45
St. Peter's Seminary,,31,23,0,0,4,1,0,0,0,0,0,0,35,24
St. Stephen's College,,0,0,96,28,26,8,28,9,3,0,90,11,243,56
St. Tikhon's Orthodox Theological Seminary,,45,44,0,0,0,0,0,0,0,0,44,24,89,68
St. Vincent de Paul Regional Seminary,,83,83,0,0,16,16,0,0,0,0,0,0,99,99
St. Vladimir's Orthodox Theological Seminary,,37,35,0,0,10,6,0,0,6,5,0,0,53,46
Starr King School for the Ministry,,62,57,11,9,2,1,0,0,0,0,0,0,75,67
Talbot School of Theology,,397,208,176,71,329,133,215,83,74,59,0,0,1191,554
Taylor College and Seminary,,33,21,9,5,11,5,0,0,0,0,0,0,53,31
Toronto School of Theology,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinity College Faculty of Divinity,,33,18,0,0,37,13,5,2,20,18,26,10,121,61
Trinity Episcopal School for Ministry,,73,54,9,5,45,26,4,1,2,1,0,0,133,87
Trinity Evangelical Divinity School,,376,257,143,116,254,199,173,58,272,253,67,21,1285,904
Trinity Lutheran Seminary,,79,70,15,8,21,15,3,1,9,4,9,3,136,101
Turner School of Theology of Amridge University,,17,12,0,0,25,15,17,6,26,26,0,0,85,59
Tyndale University College & Seminary,,377,209,0,0,151,74,48,16,15,7,78,27,669,333
Union Presbyterian Seminary,,143,134,32,22,1,0,0,0,34,34,11,4,221,194
Union Theological Seminary,,157,144,0,0,40,32,0,0,56,55,0,0,253,231
United Theological Seminary,,161,157,9,8,10,8,251,84,0,0,18,7,449,264
United Theological Seminary of the Twin Cities,,106,73,4,2,14,8,26,9,0,0,27,8,177,100
University of Chicago Divinity School,,59,59,0,0,95,85,0,0,189,189,0,0,343,333
University of Dubuque Theological Seminary,,124,89,7,5,1,1,30,10,0,0,13,4,175,109
University of Notre Dame Department of Theology,,41,41,20,20,45,45,0,0,109,109,0,0,215,215
University of St. Mary of the Lake Mundelein Seminary,,137,132,6,6,1,1,11,4,0,0,46,41,201,184
University of St. Michael's College,,12,9,47,17,28,12,8,3,89,88,22,7,206,136
University of St. Thomas School of Theology,,88,80,74,35,27,19,0,0,0,0,0,0,189,134
University of the South School of Theology,,55,55,0,0,10,9,45,15,19,19,3,3,132,101
