"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2011",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Abilene Christian University,,58,33,53,27,23,12,20,7,0,0,0,0,154,79
Acadia Divinity College,,42,26,0,0,26,16,72,24,0,0,41,18,181,84
Alliance Theological Seminary,,448,265,177,90,63,33,29,10,0,0,14,6,731,404
Ambrose Seminary of Ambrose University College,,29,29,37,21,27,18,0,0,0,0,35,12,128,80
American Baptist Seminary of the West,,39,31,10,7,5,4,22,7,0,0,0,0,76,49
Anderson University School of Theology,,53,41,41,26,22,10,25,8,0,0,2,1,143,86
Andover Newton Theological School,,181,120,7,4,46,28,36,12,2,1,16,5,288,170
Aquinas Institute of Theology,,31,16,67,36,20,11,39,13,0,0,49,16,206,92
Asbury Theological Seminary,,812,396,289,142,117,54,145,53,108,102,56,12,"1,527",759
Ashland Theological Seminary,,178,127,268,154,32,16,216,72,0,0,26,10,720,379
Assemblies of God Theological Seminary,,82,40,130,64,29,15,131,55,34,34,12,6,418,214
Associated Canadian Theological Schools,,43,21,118,52,61,31,19,6,0,0,47,7,288,117
Associated Mennonite Biblical Seminary,,70,41,6,3,20,14,0,0,0,0,12,4,108,62
Athenaeum of Ohio,,33,33,53,52,6,3,0,0,0,0,121,91,213,179
Atlantic School of Theology,,69,64,0,0,19,9,0,0,0,0,59,24,147,97
Austin Presbyterian Theological Seminary,,104,85,0,0,14,10,53,18,0,0,15,6,186,119
Azusa Pacific Graduate School of Theology,,210,151,72,46,37,24,33,11,0,0,0,0,352,232
Bangor Theological Seminary,,41,24,0,0,15,7,8,3,0,0,17,6,81,40
Baptist Missionary Association Theological Seminary,,26,14,17,8,14,7,0,0,0,0,0,0,57,29
Baptist Seminary of Kentucky,,38,27,0,0,0,0,0,0,0,0,0,0,38,27
Baptist Theological Seminary at Richmond,,87,53,0,0,4,2,12,4,0,0,6,1,109,60
Barry University Department of Theology and Philosophy,,0,0,68,24,0,0,48,16,0,0,0,0,116,40
Beeson Divinity School of Samford University,,162,119,0,0,12,7,31,10,0,0,0,0,205,136
Berkeley Divinity School,,0,0,0,0,0,0,0,0,0,0,73,69,73,69
Bethany Theological Seminary,,54,41,0,0,9,8,0,0,0,0,24,4,87,53
Bethel Seminary of Bethel University,,363,23,300,19,125,8,105,35,0,0,33,2,926,87
Bexley Hall Seminary,,15,13,0,0,0,0,0,0,0,0,0,0,15,13
Biblical Theological Seminary,,155,148,54,49,23,20,27,9,0,0,60,24,319,250
Blessed John XXIII National Seminary,,66,66,0,0,0,0,0,0,0,0,0,0,66,66
Boston College School of Theology and Ministry,,72,70,68,55,79,76,0,0,23,20,69,57,311,278
Boston University School of Theology,,111,97,10,9,51,39,9,3,127,117,0,0,308,265
Briercrest College and Seminary,,14,6,40,14,23,8,0,0,0,0,25,7,102,35
Brite Divinity School,,117,90,7,7,28,21,13,4,59,54,2,2,226,178
Byzantine Catholic Seminary of SS. Cyril and Methodius,,8,8,0,0,10,7,0,0,0,0,0,0,18,15
Calvin Theological Seminary,,128,110,18,13,14,12,0,0,88,84,25,22,273,241
Campbell University Divinity School,,143,123,11,8,0,0,21,7,0,0,10,2,185,140
Canadian Reformed Theological Seminary,,14,14,0,0,0,0,0,0,0,0,0,0,14,14
Canadian Southern Baptist Seminary,,23,11,6,3,2,2,0,0,0,0,0,0,31,16
Candler School of Theology of Emory University,,372,351,0,0,64,61,0,0,36,33,7,3,479,448
Capital Bible Seminary,,75,31,72,32,35,13,0,0,16,6,43,16,241,98
Carey Theological College,,72,29,41,12,0,0,30,10,0,0,0,0,143,51
Carolina Graduate School of Divinity,,14,10,0,0,14,9,14,5,0,0,8,3,50,27
Catholic Theological Union,,129,73,105,42,62,32,63,21,0,0,76,19,435,187
"Catholic University of America School of Theology and
Religious Studies",,52,51,18,11,9,6,36,12,189,189,4,2,308,271
Central Baptist Theological Seminary,,100,83,5,3,12,6,20,7,0,0,0,0,137,99
Chapman Seminary,,15,13,0,0,0,0,6,2,0,0,0,0,21,15
Chicago Theological Seminary,,89,62,5,4,9,7,47,16,52,48,8,5,210,142
China Evangelical Seminary North America,,27,17,0,0,54,19,7,2,0,0,0,0,88,38
