"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2011",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Christ The King Seminary,,28,13,33,13,19,3,0,0,0,0,5,2,85,31
Christian Theological Seminary,,114,87,55,42,9,4,16,5,1,0,15,6,210,144
Christian Witness Theological Seminary,,15,9,8,5,14,12,15,5,0,0,22,6,74,37
Church Divinity School of the Pacific,,38,33,0,0,11,10,10,3,0,0,17,7,76,53
Cincinnati Bible Seminary,,61,37,56,43,129,109,0,0,0,0,0,0,246,189
Claremont School of Theology,,71,65,0,0,75,72,14,5,201,201,6,2,367,345
Colgate Rochester Crozer Divinity School,,72,55,0,0,3,1,30,10,0,0,0,0,105,66
"Columbia International University - Seminary & School of
Missions",,228,174,92,69,66,45,5,2,0,0,64,39,455,329
Columbia Theological Seminary,,146,125,21,18,12,6,191,81,17,13,0,0,387,243
Concordia Lutheran Seminary (AB),,15,14,0,0,0,0,0,0,0,0,4,2,19,16
Concordia Lutheran Theological Seminary (ON),,14,13,0,0,1,0,0,0,0,0,6,2,21,15
Concordia Seminary (MO),,293,272,3,3,8,4,53,18,80,68,207,69,644,434
Concordia Theological Seminary (IN),,175,171,19,17,25,25,6,2,29,25,67,13,321,253
Covenant Theological Seminary,,326,238,170,86,99,33,93,31,10,3,0,0,698,391
Dallas Theological Seminary,,0,0,545,305,175,57,133,44,855,612,270,62,1978,1080
Denver Seminary,,282,179,412,237,135,54,150,50,0,0,0,0,979,520
Dominican House of Studies,,58,58,0,0,9,9,0,0,0,0,0,0,67,67
Dominican School of Philosophy and Theology,,13,13,0,0,66,58,0,0,0,0,20,10,99,81
Dominican Study Center of the Caribbean,,28,27,8,8,33,19,0,0,0,0,0,0,69,54
Drew University Theological School,,210,154,9,6,30,24,129,43,106,105,0,0,484,332
Duke University Divinity School,,448,439,0,0,70,70,22,7,69,66,19,5,628,587
Earlham School of Religion,,93,46,0,0,19,3,0,0,0,0,39,4,151,53
Eastern Mennonite Seminary,,67,36,14,6,6,3,0,0,0,0,56,13,143,58
Ecumenical Theological Seminary,,104,65,45,26,0,0,46,15,0,0,0,0,195,106
Eden Theological Seminary,,112,71,10,6,14,11,34,11,0,0,21,6,191,105
Emmanuel Christian Seminary,,84,45,0,0,19,9,12,4,0,0,0,0,115,58
Emmanuel College of Victoria University,,62,45,29,12,11,4,6,2,45,43,22,11,175,117
Episcopal Divinity School,,67,46,0,0,14,11,6,2,0,0,7,4,94,63
Erskine Theological Seminary,,99,60,25,14,5,2,39,13,9,8,14,4,191,101
Evangelical Seminary of Puerto Rico,,162,108,0,0,72,48,0,0,0,0,0,0,234,156
Evangelical Theological Seminary,,65,40,26,18,19,10,0,0,0,0,15,7,125,75
Florida Center for Theological Studies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franciscan School of Theology,,5,4,9,8,26,22,0,0,0,0,6,3,46,37
Fresno Pacific Biblical Seminary,,28,21,73,50,9,5,0,0,0,0,0,0,110,76
Fuller Theological Seminary,,771,407,741,356,423,192,1258,419,384,367,131,32,3708,1773
Garrett-Evangelical Theological Seminary,,193,189,24,16,16,14,43,14,85,85,21,8,382,326
General Theological Seminary,,79,77,5,5,13,9,0,0,8,8,12,8,117,107
George Fox Evangelical Seminary,,98,67,95,64,27,15,112,37,0,0,26,6,358,189
"George W. Truett Theological Seminary of Baylor
University",,299,261,0,0,20,15,37,12,0,0,115,0,471,288
Golden Gate Baptist Theological Seminary,,365,216,100,59,84,36,161,54,41,40,794,235,1545,640
Gordon-Conwell Theological Seminary,,673,442,377,199,229,127,429,143,50,32,247,78,2005,1021
Grace Theological Seminary,,33,22,26,17,0,0,55,46,0,0,0,0,114,85
Graduate Theological Union,,0,0,0,0,34,29,0,0,201,201,17,9,252,239
"Grand Rapids Theological Seminary of Cornerstone
University",,61,43,128,82,31,15,0,0,3,1,30,8,253,149
Harding School of Theology,,71,28,53,29,14,7,14,5,0,0,0,0,152,69
Hartford Seminary,,0,0,0,0,84,57,25,8,0,0,41,23,150,88
Harvard University Divinity School,,124,122,0,0,170,167,0,0,46,46,1,1,341,336
