col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Hood Theological Seminary,ACCRED,I,B,NC,AMEZ,2585,2585,4,9,15,39,217,162,11850,460
Houston Graduate School of Theology,ACCRED,I,B,TX,INTER,1339,1339,0,5,8,41,185,125,10005,400
Howard University School of Divinity,ACCRED,U,B,DC,NONDEN,2974,2974,4,13,14,138,127,88,17665,1021
Huron University College Faculty of Theology,ACCRED,C,N,ON,ANGL,1284,1284,0,6,9,41,63,45,5391,1324
Iliff School of Theology,ACCRED,I,W,CO,UMC,6941,7035,26,16,16,234,352,312,16080,200
Immaculate Conception Seminary,ACCRED,U,V,NJ,RC,5072,5350,8,17,23,76,328,259,14910,661
Inter-American Adventist Theological Seminary,ACCRED,I,M,FL,SDADV,736,736,0,7,7,270,366,316,0,0
Interdenominational Theological Center,ACCRED,I,B,GA,INTER,8837,8902,12,21,30,380,807,675,11212,849
International Theological Seminary,ACCRED,I,V,CA,NONDEN,701,791,0,4,4,46,94,70,9600,0
James and Carolyn McAfee School of Theology,ACCRED,U,W,GA,CBF,5719,5719,14,13,18,63,260,213,10050,0
Jesuit School of Theology of Santa Clara University,ACCRED,I,W,CA,RC,4555,5035,25,15,18,0,149,109,14350,0
John Leland Center for Theological Studies,ACCRED,I,M,VA,BGAV,963,963,0,2,7,16,74,40,7700,70
Kenrick-Glennon Seminary,ACCRED,I,W,MO,RC,5688,6637,19,11,15,89,78,78,20499,240
Knox College,ACCRED,I,A,ON,PCC,3618,3980,20,6,8,83,179,99,5400,685
Knox Theological Seminary,ACCRED,I,W,FL,PCA,1189,1191,4,3,5,48,142,56,7080,50
La Sierra University School of Religion,CAND,U,W,CA,SDADV,470,470,0,11,13,261,29,19,22818,1041
Lancaster Theological Seminary,ACCRED,I,W,PA,UCC,4014,4057,14,7,12,157,134,91,13900,260
Lexington Theological Seminary,ACCRED,I,W,KY,DISCPL,2901,2901,22,4,6,154,56,41,9120,200
Lincoln Christian University - The Seminary,ACCRED,C,W,IL,CCHCHC,2375,2582,1,10,15,114,289,148,12576,192
Logos Evangelical Seminary,ACCRED,I,A,CA,EVFORM,2835,3013,0,10,12,51,133,71,8320,0
Logsdon Seminary of Logsdon School of Theology,ACCRED,U,W,TX,BAPBGCT,2114,2114,11,10,12,52,127,68,10680,1010
Louisville Presbyterian Theological Seminary,ACCRED,I,W,KY,PCUSA,9442,10894,85,15,19,180,229,174,10260,286
Loyola Marymount University Department of Theological Studies,ACCRED,U,W,CA,RC,1158,1158,0,24,31,588,93,70,0,0
"Lubbock Christian University College of Biblical Studies and
Behavioral Sciences",ASSOC,U,W,TX,CHUCHR,257,257,0,8,10,132,51,43,4230,900
Luther Seminary,ACCRED,I,W,MN,ELCA,22546,25228,82,41,44,263,806,575,14000,100
Lutheran School of Theology at Chicago,ACCRED,I,W,IL,ELCA,7969,9260,29,17,21,308,284,225,12906,70
Lutheran Theological Seminary (SK),ACCRED,I,B,SK,ELCC,1382,1692,5,5,6,51,31,10,7900,250
Lutheran Theological Seminary at Gettysburg,ACCRED,I,W,PA,ELCA,4972,5843,27,13,13,184,159,111,13050,0
Lutheran Theological Seminary at Philadelphia,ACCRED,I,W,PA,ELCA,8740,9691,14,16,21,201,332,187,14843,390
Lutheran Theological Southern Seminary,ACCRED,I,W,SC,ELCA,5295,5482,23,12,12,116,141,120,14455,295
M. Christopher White School of Divinity,ACCRED,C,W,NC,BAPTNC,3365,3365,0,11,11,37,217,126,9150,40
McCormick Theological Seminary,ACCRED,I,W,IL,PCUSA,9954,10541,85,11,17,308,241,137,11813,370
McGill University Faculty of Religious Studies,ACCRED,U,N,QC,INTER,2730,2730,6,15,26,1613,92,92,2168,1411
McMaster Divinity College,ACCRED,U,W,ON,BAPTOQ,2804,2804,21,8,11,1233,157,124,5446,358
Meadville Lombard Theological School,ACCRED,I,W,IL,UUA,3018,3020,18,3,7,110,93,63,16740,570
Memphis Theological Seminary,ACCRED,I,B,TN,PCCUM,4750,4750,8,11,14,84,279,230,12000,150
Methodist Theological School in Ohio,ACCRED,I,W,OH,UMC,6010,6767,32,15,23,144,245,180,14985,1150
Mid-America Reformed Seminary,ACCRED,I,W,IN,INTER,1629,1629,0,5,6,37,27,23,8250,100
Midwestern Baptist Theological Seminary,ACCRED,I,W,MO,SBC,9119,9535,5,24,24,125,595,308,5550,350
Montreal School of Theology,ACCRED,I,N,QC,INTER,61,61,0,0,1,0,29,26,3250,850
Moody Theological Seminary and Graduate School,CAND,C,W,IL,NONDEN,3956,4278,3,8,13,155,310,132,12000,400
Moody Theological Seminary and Graduate School - Michigan,ACCRED,C,W,MI,NONDEN,1469,1487,0,6,8,80,119,91,12000,400
Moravian Theological Seminary,ACCRED,C,W,PA,MORAVV,2475,2628,22,6,11,254,106,66,13800,180
Mount Angel Seminary,ACCRED,I,W,OR,RC,4736,5346,0,21,35,229,156,156,12586,5341
Mount Saint Mary's Seminary,ACCRED,C,W,MD,RC,2802,3889,2,13,16,202,151,151,17438,0
Multnomah Biblical Seminary,ACCRED,C,W,OR,NONDEN,3161,3320,1,7,14,110,206,109,13600,0
Nashotah House,ACCRED,I,W,WI,EPISC,3543,3956,9,7,9,115,126,84,12000,0
Nazarene Theological Seminary,ACCRED,I,W,MO,CHNAZ,3782,3983,10,11,17,114,250,143,11020,0
