"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2011",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Mount Saint Mary's Seminary,,122,122,0,0,29,29,0,0,0,0,0,0,151,151
Multnomah Biblical Seminary,,121,69,48,24,22,11,0,0,3,1,12,4,206,109
Nashotah House,,32,32,32,21,10,8,26,9,11,6,15,9,126,85
Nazarene Theological Seminary,,166,104,34,19,24,11,26,9,0,0,0,0,250,143
New Brunswick Theological Seminary,,140,93,0,0,27,19,10,3,0,0,10,4,187,119
New Orleans Baptist Theological Seminary,,"1,038","1,038",206,206,2,2,210,100,131,119,0,0,"1,587","1,465"
New York Theological Seminary,,252,161,0,0,0,0,138,46,0,0,0,0,390,207
Newman Theological College,,25,18,15,13,15,8,0,0,2,1,122,39,179,79
North Park Theological Seminary,,128,93,46,25,11,8,0,0,0,0,30,9,215,135
Northeastern Seminary at Roberts Wesleyan College,,81,68,11,10,25,20,20,7,0,0,0,0,137,105
Northern Baptist Theological Seminary,,84,52,25,13,3,1,32,11,0,0,6,3,150,80
Northwest Nazarene University School of Theology,,65,55,61,51,0,0,0,0,0,0,0,0,126,106
Notre Dame Seminary,,92,92,0,0,45,45,0,0,0,0,0,0,137,137
Oblate School of Theology,,69,69,21,5,14,8,31,10,0,0,0,0,135,92
Oral Roberts University College of Theology and Ministry,,121,79,122,92,22,13,69,23,0,0,4,4,338,211
Pacific Lutheran Theological Seminary,,79,74,2,1,8,7,0,0,0,0,29,27,118,109
Pacific School of Religion,,122,107,0,0,35,31,17,6,0,0,18,13,192,157
Palmer Theological Seminary,,273,197,0,0,59,39,33,11,0,0,0,0,365,247
Payne Theological Seminary,,143,112,0,0,0,0,0,0,0,0,0,0,143,112
Pentecostal Theological Seminary,,89,57,60,37,0,0,22,7,0,0,0,0,171,101
Perkins School of Theology,,229,193,34,29,60,42,61,20,32,32,7,3,423,319
Phillips Theological Seminary,,101,69,9,5,9,5,19,6,0,0,7,2,145,87
Phoenix Seminary,,129,70,34,13,0,0,7,2,0,0,38,12,208,97
Pittsburgh Theological Seminary,,160,160,0,0,23,16,113,38,7,6,4,2,307,222
Pontifical College Josephinum,,67,67,0,0,15,15,0,0,0,0,0,0,82,82
Princeton Theological Seminary,,398,393,9,8,3,3,6,2,120,118,3,2,539,526
Providence Theological Seminary,,17,9,93,41,14,6,26,9,0,0,37,10,187,75
Puritan Reformed Seminary,,28,26,0,0,9,5,0,0,22,20,14,9,73,60
Queen's College Faculty of Theology,,6,6,0,0,7,4,0,0,0,0,36,12,49,22
Queen's School of Religion,,25,20,0,0,21,9,0,0,0,0,153,21,199,50
Redeemer Theological Seminary,,85,68,0,0,40,24,0,0,0,0,3,1,128,93
Reformed Episcopal Seminary,,10,8,0,0,0,0,0,0,0,0,0,0,10,8
Reformed Presbyterian Theological Seminary,,67,41,0,0,17,7,10,3,0,0,0,0,94,51
Reformed Theological Seminary,,412,302,74,66,347,126,189,63,10,7,103,29,"1,135",593
Regent College,,134,91,0,0,224,120,0,0,20,5,102,38,480,254
Regent University School of Divinity,,385,245,198,88,71,39,95,32,78,78,34,4,861,486
Regis College,,19,16,13,5,29,12,10,3,57,41,59,17,187,94
Sacred Heart Major Seminary,,54,54,47,17,59,27,0,0,0,0,0,0,160,98
Sacred Heart School of Theology,,78,78,0,0,12,5,0,0,0,0,53,49,143,132
Saint Mary Seminary and Graduate School of Theology,,36,36,0,0,58,30,15,5,0,0,0,0,109,71
Saint Meinrad School of Theology,,105,105,36,36,114,42,0,0,0,0,0,0,255,183
Saint Paul School of Theology,,118,85,9,5,7,5,48,16,0,0,2,1,184,112
Saint Paul Seminary School of Divinity,,100,85,12,8,27,18,0,0,0,0,0,0,139,111
Saint Vincent Seminary,,38,38,9,7,6,5,0,0,0,0,0,0,53,50
Samuel DeWitt Proctor School of Theology,,326,318,21,21,0,0,31,10,0,0,0,0,378,349
San Francisco Theological Seminary,,84,73,0,0,17,15,153,51,0,0,38,13,292,152
Seabury-Western Theological Seminary,,0,0,0,0,0,0,23,8,0,0,14,5,37,13
The Seattle School of Theology and Psychology,,45,43,207,188,20,16,0,0,0,0,0,0,272,247
Seattle University School of Theology and Ministry,,63,43,96,57,0,0,0,0,0,0,35,29,194,129
