"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2021",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Martin Luther University College,,4,4,130,106,0,0,0,0,0,0,0,0,134,110
McCormick Theological Seminary,,59,34,22,12,0,0,117,39,0,0,5,4,203,89
McGill University School of Religious Studies,,0,0,0,0,1,100,0,0,0,0,0,0,1,100
McMaster Divinity College,,44,29,52,23,0,0,44,44,53,53,16,6,209,155
Meadville Lombard Theological School,,64,40,5,3,0,0,0,0,0,0,0,0,69,43
Memphis Theological Seminary,,108,57,16,10,0,0,91,30,0,0,8,2,223,99
Methodist Theological School in Ohio,,71,63,20,13,0,0,31,10,0,0,5,1,127,87
Mid-America Reformed Seminary,,26,22,4,2,0,0,0,0,0,0,0,0,30,24
Midwestern Baptist Theological Seminary,,749,529,602,313,87,23,609,291,469,469,17,10,2533,1635
Missio Theological Seminary,,44,30,84,59,26,23,30,10,0,0,43,30,227,152
Montreal School of Theology,,24,20,0,0,0,0,0,0,0,0,0,0,24,20
Moody Theological Seminary,,265,149,400,283,0,0,0,0,0,0,37,16,702,448
Moravian Theological Seminary,,13,9,17,8,0,0,0,0,0,0,27,8,57,25
Mount Angel Seminary,,37,33,22,18,0,0,18,6,0,0,0,0,77,57
Mount Saint Mary's Seminary,,69,69,55,55,0,0,0,0,0,0,44,44,168,168
Multnomah Biblical Seminary,,52,32,74,46,0,0,19,6,0,0,4,1,149,85
NAIITS An Indigenous Learning Community,,0,0,27,16,0,0,0,0,8,8,0,0,35,24
Nashotah House,,32,31,41,36,30,24,16,5,0,0,8,5,127,101
Nazarene Theological Seminary,,99,69,41,24,0,0,91,30,0,0,0,0,231,123
Neal T. Jones Seminary,,23,22,24,22,0,0,17,14,0,0,0,0,64,58
New Brunswick Theological Seminary,,54,50,29,16,0,0,45,15,0,0,0,0,128,81
New Orleans Baptist Theological Seminary,,577,291,414,195,0,0,262,121,151,151,38,10,1442,768
New York Theological Seminary,,47,15,45,19,0,0,84,28,0,0,50,6,226,68
Newman Theological College,,22,17,95,27,1,1,0,0,0,0,1,1,119,46
North Park Theological Seminary,,82,35,195,87,0,0,1,0,0,0,0,0,278,122
Northeastern Seminary,,69,57,66,34,0,0,47,16,0,0,26,14,208,121
Northern Baptist Theological Seminary,,58,24,168,137,0,0,67,22,0,0,15,14,308,197
"Northwest Nazarene University Graduate School of
Theology",,42,31,28,20,0,0,0,0,0,0,0,0,70,51
Northwest Seminary,,56,56,40,40,0,0,31,10,0,0,0,0,127,106
Notre Dame Seminary,,86,85,21,13,0,0,0,0,0,0,0,0,107,98
"Oakwood University School of Theology Graduate
Department",,0,0,29,29,0,0,0,0,0,0,0,0,29,29
Oblate School of Theology,,86,74,72,42,0,0,3,1,23,23,0,0,184,140
"Oklahoma Christian University Graduate School of
Theology",,5,3,25,20,0,0,0,0,0,0,0,0,30,23
"Oral Roberts University Graduate School of
Theology and Ministry",,106,100,170,140,0,0,49,16,24,24,0,0,349,280
Pacific Lutheran Theological Seminary,,45,38,0,0,0,0,0,0,0,0,4,2,49,40
Pacific School of Religion,,45,28,13,10,0,0,41,14,0,0,0,0,99,52
"Palm Beach Atlantic University School of Ministry
Graduate Department",,42,31,19,14,0,0,0,0,36,36,0,0,97,81
Palmer Theological Seminary,,95,69,108,64,0,0,18,6,0,0,1,1,222,140
Payne Theological Seminary,,110,78,0,0,0,0,90,30,0,0,0,0,200,108
Pentecostal Theological Seminary,,48,28,220,148,0,0,107,36,0,0,0,0,375,212
Perkins School of Theology,,160,108,54,32,12,7,61,33,22,22,6,2,315,204
Phillips Theological Seminary,,56,36,37,18,0,0,61,20,0,0,15,7,169,81
Phoenix Seminary,,98,85,162,137,1,1,14,5,0,0,0,0,275,228
Pittsburgh Theological Seminary,,70,65,24,18,0,0,133,44,0,0,13,11,240,138
Pontifical College Josephinum,,17,17,0,0,0,0,0,0,0,0,0,0,17,17
