"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2021",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
St. John's Seminary (CA),,80,76,1,1,0,0,0,0,0,0,0,0,81,77
St. Joseph's Seminary,,62,56,131,72,0,0,0,0,0,0,0,0,193,128
St. Mark's College,,0,0,30,17,0,0,0,0,0,0,16,10,46,27
St. Mary's Seminary and University,,67,58,30,18,0,0,19,6,0,0,47,22,163,104
St. Patrick's Seminary and University,,41,41,1,1,0,0,0,0,0,0,0,0,42,42
St. Peter's Seminary,,35,24,3,1,0,0,0,0,0,0,0,0,38,25
St. Stephen's College,,0,0,61,47,0,0,21,7,0,0,48,18,130,72
St. Tikhon's Orthodox Theological Seminary,,43,43,0,0,0,0,0,0,0,0,0,0,43,43
St. Vincent de Paul Regional Seminary,,94,88,41,46,0,0,0,0,0,0,1,1,136,135
St. Vladimir's Orthodox Theological Seminary,,46,46,20,12,2,1,11,4,0,0,0,1,79,64
Starr King School for the Ministry,,86,67,9,4,0,0,0,0,0,0,32,5,127,76
Talbot School of Theology,,284,154,687,300,0,0,166,63,43,43,0,0,1180,560
Trinity College Faculty of Divinity,,27,15,30,11,0,0,6,2,22,22,5,2,90,52
Trinity Episcopal School for Ministry,,49,26,55,22,6,3,42,14,0,0,0,0,152,65
Trinity Evangelical Divinity School,,185,153,209,115,26,15,60,20,187,187,2,1,669,491
Trinity Lutheran Seminary,,24,23,11,8,0,0,0,0,0,0,8,4,43,35
Tyndale Seminary,,477,270,214,74,9,4,64,21,0,0,89,24,853,393
Union Presbyterian Seminary,,131,121,15,12,3,3,25,8,0,0,10,3,184,147
Union Theological Seminary,,145,133,37,36,21,21,8,3,25,25,0,3,236,221
United Lutheran Seminary,,137,112,45,22,26,9,78,26,5,5,51,10,342,184
United Theological Seminary,,128,95,56,38,0,0,223,74,0,0,10,8,417,215
United Theological Seminary of the Twin Cities,,109,93,46,33,0,0,42,14,0,0,0,0,197,140
University of Chicago Divinity School,,47,36,65,65,0,0,0,0,118,118,0,0,230,219
University of Dubuque Theological Seminary,,70,53,9,9,0,0,53,18,0,0,0,0,132,80
University of Notre Dame Department of Theology,,48,36,159,102,0,0,0,0,85,85,0,0,292,223
"University of St. Mary of the Lake Mundelein
Seminary",,96,96,55,42,0,0,11,4,0,0,0,0,162,142
"University of St. Michael's College Faculty of
Theology",,11,5,47,19,2,2,2,1,28,28,0,0,90,55
University of St. Thomas School of Theology,,65,51,81,32,0,0,0,0,0,0,0,0,146,83
University of the South School of Theology,,57,13,13,12,19,15,53,18,0,0,0,0,142,58
Urshan Graduate School of Theology,,22,12,49,25,0,0,0,0,0,0,0,0,71,37
Vancouver School of Theology,,64,33,57,27,11,7,0,0,0,0,48,17,180,84
Vanderbilt University Divinity School,,83,78,37,32,7,4,74,25,0,0,0,0,201,139
"Villanova University Department of Theology and
Religious Studies",,0,0,29,25,4,3,0,0,32,32,4,4,69,64
Virginia Theological Seminary,,111,110,14,14,0,0,48,31,0,0,12,2,185,157
Wake Forest University School of Divinity,,69,64,0,0,0,0,0,0,0,0,0,0,69,64
Wartburg Theological Seminary,,169,165,26,21,0,0,0,0,0,0,36,12,231,198
Wesley Biblical Seminary,,99,57,109,55,0,0,27,9,0,0,31,13,266,134
Wesley Seminary,,258,139,187,117,0,0,89,30,0,0,0,0,534,286
Wesley Theological Seminary,,180,108,78,58,0,0,223,74,0,0,0,0,481,240
Western Seminary,,187,102,513,263,37,12,111,72,0,0,0,8,848,457
Western Theological Seminary,,118,95,34,17,7,7,87,29,0,0,134,41,380,189
Westminster Theological Seminary,,226,159,481,331,31,11,105,35,46,46,0,8,889,590
Westminster Theological Seminary in California,,94,69,31,17,0,0,0,0,0,0,0,0,125,86
Winebrenner Theological Seminary,,28,19,69,57,0,0,9,3,0,0,0,0,106,79
Wisconsin Lutheran Seminary,,133,133,0,0,41,41,0,0,0,0,0,0,174,174
World Mission University School of Theology,,53,49,114,93,0,0,19,12,0,0,0,0,186,154
