"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2021",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Pope St. John XXIII National Seminary,,41,14,0,0,0,0,0,0,0,0,0,0,41,14
Portland Seminary,,59,39,86,55,0,0,187,84,0,0,0,0,332,178
Presbyterian Theological Seminary in America,,91,47,61,38,0,0,0,0,0,0,0,0,152,85
Princeton Theological Seminary,,230,223,32,29,12,11,0,0,58,58,1,1,333,322
Providence Theological Seminary,,20,13,147,68,0,0,1,0,0,0,16,6,184,87
Puritan Reformed Theological Seminary,,50,37,31,12,94,23,9,3,27,27,59,5,270,107
Queen's College Faculty of Theology,,3,2,11,3,20,3,0,0,0,0,82,46,116,54
Reformed Episcopal Seminary,,19,10,2,1,0,0,0,0,0,0,0,0,21,11
Reformed Presbyterian Theological Seminary,,51,31,17,6,0,0,28,9,0,0,13,2,109,48
Reformed Theological Seminary,,546,222,398,138,0,0,126,42,0,0,103,27,1173,429
Regent College,,81,55,183,82,29,11,0,0,0,0,107,37,400,185
Regent University School of Divinity,,617,453,256,161,6,5,124,41,71,71,15,10,1089,741
Regis College,,28,24,32,10,12,5,9,3,14,14,7,2,102,58
Robert E. Webber Institute for Worship Studies,,0,0,34,28,0,0,124,124,0,0,2,2,160,154
Sacred Heart Major Seminary,,61,10,64,9,0,0,0,0,0,0,0,0,125,19
Sacred Heart Seminary and School of Theology,,87,87,32,15,0,0,0,0,0,0,0,0,119,102
Saint John's Seminary (MA),,41,41,28,14,0,0,0,0,0,0,11,9,80,64
"Saint John's University School of Theology and
Seminary",,20,20,52,36,4,3,0,0,0,0,29,11,105,70
"Saint Mary Seminary and Graduate School of
Theology",,46,36,55,52,0,0,8,3,0,0,6,2,115,93
Saint Meinrad School of Theology,,89,89,87,30,0,0,0,0,0,0,0,0,176,119
Saint Paul School of Theology,,75,55,13,10,0,0,11,4,0,0,3,1,102,70
Saint Paul Seminary School of Divinity,,61,58,75,21,0,0,0,0,0,0,13,10,149,89
"Saint Sophia Ukrainian Orthodox Theological
Seminary",,18,4,0,0,0,0,0,0,0,0,0,0,18,4
Saint Vincent Seminary,,38,34,7,7,0,0,0,0,0,0,0,0,45,41
Samuel DeWitt Proctor School of Theology,,226,225,20,20,0,0,69,23,0,0,0,0,315,268
San Francisco Theological Seminary,,24,19,10,7,0,0,53,18,0,0,25,3,112,47
Seattle Pacific Seminary,,29,18,31,22,0,0,0,0,0,0,0,0,60,40
The Seattle School of Theology and Psychology,,12,6,297,253,0,0,0,0,0,0,0,0,309,259
Seattle University School of Theology and Ministry,,6,2,12,6,0,0,11,4,0,0,0,0,29,12
Seminario Evangélico de Puerto Rico,,105,90,16,9,0,0,7,2,0,0,5,3,133,104
Seminary of the Southwest,,41,40,92,55,0,0,0,0,0,0,7,7,140,102
Seventh-day Adventist Theological Seminary,,409,296,367,213,0,0,81,30,99,99,6,6,962,644
Shaw University Divinity School,,107,69,13,8,0,0,0,0,0,0,0,0,120,77
Shepherds Theological Seminary,,49,35,80,54,3,1,16,5,0,0,4,1,152,96
Southeastern Baptist Theological Seminary,,857,441,896,417,58,14,262,143,157,157,16,8,2246,1180
Southeastern University School of Divinity,,109,82,163,122,0,0,43,14,0,0,0,0,315,218
Southern Baptist Theological Seminary,,1923,998,681,316,57,17,364,239,274,274,200,92,3499,1936
"Southern California Seminary Graduate School of
Bible and Theology",,21,15,55,32,5,4,7,2,0,0,0,0,88,53
Southwestern Baptist Theological Seminary,,557,254,1077,355,63,45,285,135,290,290,59,26,2331,1105
SS. Cyril & Methodius Seminary,,7,7,7,7,0,0,0,0,0,0,0,0,14,14
St. Andrew's College,,9,6,6,2,1,1,3,1,0,0,15,5,34,15
St. Augustine's Seminary of Toronto,,53,33,28,9,0,0,0,0,0,0,52,17,133,59
St. Bernard's School of Theology and Ministry,,10,5,78,35,0,0,0,0,0,0,25,8,113,48
St. Charles Borromeo Seminary,,63,60,56,53,0,0,0,0,0,0,0,0,119,113
St. John Vianney Theological Seminary,,60,60,0,0,0,0,0,0,0,0,0,0,60,60
