folder,broadcaster_id,source_file,sermon_id,match_method,match_score,date_in_name
cheverly_baptist_text,,2017-07-16am_JohnJoseph_Isaiah3.txt,,none,,2017-07-16
cheverly_baptist_text,,29+Faithlessness+and+Faithfulness.txt,,none,,
cheverly_baptist_text,,36+Seeking+Comfort+in+God.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+260405+Lazarus.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+260412+Lazarus.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Lazarus+260208_2.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Lazarus+260215.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Lazarus+260322.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Lazarus+260329.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Lewtan+260308.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Merritt+260222.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Merritt+260301.txt,,none,,
cheverly_baptist_text,,CBC+Sermon+Terry+260315.txt,,none,,
cheverly_baptist_text,,CBC+sermon_billing_20241117.txt,,none,,
cheverly_baptist_text,,CBC+sermon_christ_20250105.txt,,none,,
cheverly_baptist_text,,CBC+sermon_davis_20220814.txt,,none,,
cheverly_baptist_text,,CBC+sermon_davis_20250112.txt,,none,,
cheverly_baptist_text,,CBC+sermon_demars_20220327.txt,,none,,
cheverly_baptist_text,,CBC+sermon_felton_20220612.txt,,none,,
cheverly_baptist_text,,CBC+sermon_heffley_20240714.txt,,none,,
cheverly_baptist_text,,CBC+sermon_heffley_20241229.txt,,none,,
cheverly_baptist_text,,CBC+sermon_johnson_20220807.txt,,none,,
cheverly_baptist_text,,CBC+sermon_johnson_20230326.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph20230528.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph20231001.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph20231126.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220102.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220109.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220116.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220123.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220213.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220220.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220227.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220306.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220320.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220403.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220410.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220417.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220522.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220529.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220911.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220918.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20220925.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221002.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221009.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221016.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221030.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221106.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221113.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221120.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221127.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221204.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20221225.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230108.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230115.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230212.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230219.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230226.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230312.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230319.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230402.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230409.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230514.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230521.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230625.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230702.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230709.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230806.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230820.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230827.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230903.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230910.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20230917.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20231022.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20231029.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20231105.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20231119.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20231203.txt,,none,,
cheverly_baptist_text,,CBC+sermon_joseph_20231210.txt,,none,,
cheverly_baptist_text,,CBC+sermon_knight_20220130.txt,,none,,
cheverly_baptist_text,,CBC+sermon_kurz_20220828.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lacey_20220313.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lacey_20220904.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20241013.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250126.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250202.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250209.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250216.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250302.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250309.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250330.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250406.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250420.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250427.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250525.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250601.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250608.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250615.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250622.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250629.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250706.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250713.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250810.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250817.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250824.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250831.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250914.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250921.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20250928.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20251102+(1).txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20251109.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20251116.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20251130.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20251207.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20251221.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_20260111.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_260118_2.txt,,none,,
cheverly_baptist_text,,CBC+sermon_lazarus_260201.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220206.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220619.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220626.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220703.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220717.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220724.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20220731.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20230101.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20230205.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20230604.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20231217.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240121.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240211.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240218.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240310.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240407.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240414.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240428.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240505.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240721.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240825.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240915.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20240922.txt,,none,,
cheverly_baptist_text,,CBC+sermon_leeman_20250413.txt,,none,,
cheverly_baptist_text,,CBC+sermon_malone_20240609.txt,,none,,
cheverly_baptist_text,,CBC+sermon_maragos_20230305.txt,,none,,
cheverly_baptist_text,,CBC+sermon_maragos_20230423.txt,,none,,
cheverly_baptist_text,,CBC+sermon_maragos_20230430.txt,,none,,
cheverly_baptist_text,,CBC+sermon_mathis_20251005.txt,,none,,
cheverly_baptist_text,,CBC+sermon_mckinley_20220501.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20221023.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20230416.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20230716.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20230723.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20230730.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20230813.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20231008.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20231015.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20231112.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20231224.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20231231.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240107.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240114.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240128.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240204.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240225.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240303.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240317.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240324.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240331.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240421.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240519.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240526.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240623.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240707.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240728.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240804.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240811.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240818.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240901.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20240929.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241006.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241020.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241027.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241103.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241110.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241124.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241201.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241208.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20241222.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250316.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250323.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250504.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250511.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250720.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250727.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250803.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20250907.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20251012.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20251019.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20251026+(1).txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20251228.txt,,none,,
cheverly_baptist_text,,CBC+sermon_merritt_20260104.txt,,none,,
cheverly_baptist_text,,CBC+sermon_murry_20220605.txt,,none,,
cheverly_baptist_text,,CBC+sermon_murry_20230611.txt,,none,,
cheverly_baptist_text,,CBC+sermon_murry_20240616.txt,,none,,
cheverly_baptist_text,,CBC+sermon_omisanmi_20221218.txt,,none,,
cheverly_baptist_text,,CBC+sermon_payne_20240602.txt,,none,,
cheverly_baptist_text,,CBC+sermon_payne_20240908.txt,,none,,
cheverly_baptist_text,,CBC+sermon_payne_20241215.txt,,none,,
cheverly_baptist_text,,CBC+sermon_roark_20220508.txt,,none,,
cheverly_baptist_text,,CBC+sermon_schlegel_20220821.txt,,none,,
cheverly_baptist_text,,CBC+sermon_schlegel_20230507.txt,,none,,
cheverly_baptist_text,,CBC+sermon_spandler-davison_20240630.txt,,none,,
cheverly_baptist_text,,CBC+sermon_spano_20220424.txt,,none,,
cheverly_baptist_text,,CBC+sermon_stockeland_20220710.txt,,none,,
cheverly_baptist_text,,CBC+sermon_stockeland_20230618.txt,,none,,
cheverly_baptist_text,,CBC+sermon_stockeland_20240512.txt,,none,,
cheverly_baptist_text,,CBC+sermon_stockeland_20250518.txt,,none,,
cheverly_baptist_text,,CBC+sermonn_leeman20230122.txt,,none,,
cheverly_baptist_text,,CBC-_sermon_mcclain_20190721.txt,,none,,
cheverly_baptist_text,,CBC-sermon_McGregor_20200301.txt,,none,,
cheverly_baptist_text,,CBC-sermon_Unthank_20200719.txt,,none,,
cheverly_baptist_text,,CBC-sermon__joseph_20180610.txt,,none,,
cheverly_baptist_text,,CBC-sermon__joseph_20180805.txt,,none,,
cheverly_baptist_text,,CBC-sermon_adams_20201122.txt,,none,,
cheverly_baptist_text,,CBC-sermon_boylston_20180415.txt,,none,,
cheverly_baptist_text,,CBC-sermon_carols-and-cookies_20191213.txt,,none,,
cheverly_baptist_text,,CBC-sermon_carols_joseph_20181214.txt,,none,,
cheverly_baptist_text,,CBC-sermon_christ_20191110.txt,,none,,
cheverly_baptist_text,,CBC-sermon_cookson_20190901.txt,,none,,
cheverly_baptist_text,,CBC-sermon_davis_20190331.txt,,none,,
cheverly_baptist_text,,CBC-sermon_davis_20211114.txt,,none,,
cheverly_baptist_text,,CBC-sermon_dever_20180311.txt,,none,,
cheverly_baptist_text,,CBC-sermon_dubois_20211107.txt,,none,,
cheverly_baptist_text,,CBC-sermon_johnson_20210411.txt,,none,,
cheverly_baptist_text,,CBC-sermon_johnson_20211017.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180211.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180218_final.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180225.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180304.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180422.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180429.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180513.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180528.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180603.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180701.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180708.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180715.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180722.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180729.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180819.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180902.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180909.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180916.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180923.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20180930.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181007.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181014.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181021.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181104.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181118.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181125.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181203.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181209.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181216.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20181223.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190106.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190120.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190210.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190217.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190224.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190303.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190310.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190317.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190324.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190407.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190414.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190421.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190428.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190512.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190519.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190602.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190623.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190630.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190707.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190714.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190728.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190804.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190811.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190818.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190825.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190908.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190915.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20190929.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191013.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191020.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191027.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191103.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191124.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191208.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191215.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20191222.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200105.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200112.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200119.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200126.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200202.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200209.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200216.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200308.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200628.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200705.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200726.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200802.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200809.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200830.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200906.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200913.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20200920.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20201004.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20201018.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20201206.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20201213.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20201220.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20201227.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210103.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210110.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210124.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210214.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210221.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210228.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210307.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210314.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210321.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210328.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210404.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210418.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210425.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210502.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210516.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210523.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210530.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210620.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210627.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210718.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210725.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210801.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210808.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210815.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210822.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210829.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210905.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210912.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20210926.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20211003.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20211024.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20211031.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20211121.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20211128.txt,,none,,
cheverly_baptist_text,,CBC-sermon_joseph_20211205.txt,,none,,
cheverly_baptist_text,,CBC-sermon_kell_20190203.txt,,none,,
cheverly_baptist_text,,CBC-sermon_lacey_20201101.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20180401.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20180617.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20180624.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20181028.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20190526.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20190922.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20191117.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20191201.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20200223.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20200712.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20200824.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20210207.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20210606.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20210613.txt,,none,,
cheverly_baptist_text,,CBC-sermon_leeman_20210704.txt,,none,,
cheverly_baptist_text,,CBC-sermon_linne_20180520.txt,,none,,
cheverly_baptist_text,,CBC-sermon_malone_20190609.txt,,none,,
cheverly_baptist_text,,CBC-sermon_mathews_20210711.txt,,none,,
cheverly_baptist_text,,CBC-sermon_mcgregor_20181111.txt,,none,,
cheverly_baptist_text,,CBC-sermon_mcgregor_20190127.txt,,none,,
cheverly_baptist_text,,CBC-sermon_mcgregor_20190616.txt,,none,,
cheverly_baptist_text,,CBC-sermon_mcgregor_20191229.txt,,none,,
cheverly_baptist_text,,CBC-sermon_murry_20201108.txt,,none,,
cheverly_baptist_text,,CBC-sermon_murry_20211010.txt,,none,,
