col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Abilene Christian University,ACCRED,U,W,TX,CHUCHR,2897,2897,3,10,11,168,164,83,15288,0
Acadia Divinity College,ACCRED,U,W,NS,"CANBAPT
ATL",2669,2669,18,9,11,40,196,78,7780,1557
Alliance Theological Seminary,ACCRED,C,H,NY,CMA,6465,6852,2,11,25,190,644,304,18135,350
Ambrose Seminary of Ambrose University,ACCRED,C,W,AB,CMA,1637,1850,1,11,11,133,190,79,12000,810
America Evangelical University,ASSOC,I,V,CA,KEHC,706,706,0,0,9,22,68,42,7500,200
American Baptist Seminary of the West,ACCRED,I,M,CA,ABCUSA,2553,3103,7,7,11,0,46,26,18616,530
Anabaptist Mennonite Biblical Seminary,ACCRED,I,W,IN,MBUS,4285,4458,18,7,10,118,103,53,14400,600
Anderson University School of Theology,ACCRED,C,N,IN,COGAND,1073,1148,8,11,12,224,26,20,10625,220
Andover Newton Theological School,ACCRED,I,W,MA,UCC,7519,8685,20,5,9,103,93,66,14040,590
Aquinas Institute of Theology,ACCRED,I,W,MO,RC,2916,2916,0,9,14,5,135,72,17640,550
Asbury Theological Seminary,ACCRED,I,W,KY,INTER,30503,35096,158,51,78,618,1604,1205,15240,100
Ashland Theological Seminary,ACCRED,U,W,OH,BRCHAO,5411,5546,8,22,27,87,378,299,15120,0
Assemblies of God Theological Seminary,ACCRED,U,W,MO,AOG,3294,3294,1,7,15,128,312,208,13560,0
Associated Canadian Theological Schools,ACCRED,C,W,BC,INTER,3039,3039,0,12,15,228,268,142,14100,0
Athenaeum of Ohio,ACCRED,I,W,OH,RC,6268,6723,25,10,21,125,227,154,21000,500
Atlantic School of Theology,ACCRED,I,N,NS,INTER,3069,3172,6,10,13,92,92,44,6320,0
Augustine Institute,ACCRED,I,N,CO,RC,1739,17281,0,9,10,9,320,155,0,0
Austin Presbyterian Theological Seminary,ACCRED,I,W,TX,PCUSA,10953,11836,141,16,18,131,163,108,13500,212
Azusa Pacific Seminary,ACCRED,U,W,CA,WESLCH,5053,5053,1,15,15,83,283,219,13197,125
B. H. Carroll Theological Institute,ACCRED,I,M,TX,BAPT,2166,2166,0,29,47,31,146,91,4720,300
Baptist Missionary Association Theological Seminary,ACCRED,I,W,TX,BAPTMA,1780,1797,1,7,9,84,86,56,5700,300
Baptist Seminary of Kentucky,ACCRED,I,W,KY,CBF,0,0,2,5,5,0,20,19,6750,0
Baptist Theological Seminary at Richmond,ACCRED,I,W,VA,CBF,2549,2760,4,4,8,0,68,33,14850,840
Barry University Department of Theology and Philosophy,ACCRED,U,W,FL,RC,1680,1680,0,14,19,389,104,28,0,0
Beeson Divinity School of Samford University,ACCRED,U,W,AL,INTER,4162,4162,60,17,18,284,157,123,13824,550
Berkeley Divinity School,ACCRED,U,W,CT,EPISC,0,0,0,0,0,0,0,0,0,0
Bethany Theological Seminary,ACCRED,I,W,IN,CHBRETH,3467,3473,48,8,10,294,47,25,12960,0
Bethel Seminary of Bethel University,ACCRED,C,W,MN,BAPTCW,9151,9154,13,11,29,279,550,321,7722,31
"Bexley Hall Seabury-Western Theological Seminary Federation,
Inc.",ACCRED,I,W,IL,EPISC,2581,2581,24,4,8,0,44,29,16740,0
Biblical Theological Seminary,ACCRED,I,W,PA,INTER,3538,3559,2,8,12,47,1262,286,15450,50
Boston College School of Theology and Ministry,ACCRED,I,W,MA,RC,16514,16986,58,28,31,349,304,238,25536,100
Boston University School of Theology,ACCRED,U,W,MA,UMC,15432,15432,74,37,41,196,339,301,20100,976
Briercrest College and Seminary,ACCRED,C,W,SK,INTER,1248,1319,0,4,7,95,105,77,9725,0
Brite Divinity School,ACCRED,I,W,TX,DISCPL,9010,9663,85,18,21,222,224,169,26055,2180
Byzantine Catholic Seminary of SS. Cyril and Methodius,ACCRED,I,W,PA,BYZANTIN,679,785,4,5,9,25,22,11,15350,6500
Calvin Theological Seminary,ACCRED,I,W,MI,CRC,9942,10487,46,13,18,730,341,257,15972,0
Campbell University Divinity School,ACCRED,U,W,NC,CBF,2378,2378,27,9,12,210,145,110,14250,550
Canadian Reformed Theological Seminary,ACCRED,I,W,ON,CANREF,1468,1472,0,5,5,36,17,16,2300,0
Canadian Southern Baptist Seminary,ACCRED,C,W,AB,CNBC,1903,2105,3,6,7,41,44,23,11500,613
Candler School of Theology of Emory University,ACCRED,U,M,GA,UMC,25772,25772,231,48,65,666,455,374,22500,616
Carey Theological College,ACCRED,I,N,BC,BAPTWC,2352,2885,3,6,9,226,98,39,8280,173
Catholic Theological Union,ACCRED,I,W,IL,RC,9496,10572,43,26,26,159,287,170,24030,0
"Catholic University of America School of Theology and Religious
Studies",ACCRED,U,W,DC,RC,9484,9484,0,40,43,1070,290,249,44400,620
Central Baptist Theological Seminary,ACCRED,I,V,KS,ABCUSA,4021,4021,1,14,33,84,463,355,6750,750
Central Baptist Theological Seminary of Minneapolis,CAND,I,W,MN,INDBAP,1737,1737,1,4,6,70,42,24,7800,370
Chapman Seminary,ACCRED,U,W,IN,GENBAPT,577,589,0,7,7,97,16,7,6750,0
Chicago Theological Seminary,ACCRED,I,W,IL,UCC,6868,6983,23,13,22,60,240,137,18432,0
