col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
China Evangelical Seminary North America,ACCRED,I,V,CA,NONDEN,1390,1390,0,6,11,17,75,45,8640,800
Christ the King Seminary,ACCRED,I,W,NY,RC,3547,3968,6,7,11,190,78,41,24135,975
Christian Theological Seminary,ACCRED,I,W,IN,DISCPL,11343,11916,102,8,11,178,145,106,16080,105
Christian Witness Theological Seminary,ACCRED,I,A,CA,INTER,1300,1300,1,4,8,34,72,44,7350,3000
Church Divinity School of the Pacific,ACCRED,I,W,CA,EPISC,4750,5392,19,6,10,0,86,67,17850,690
Cincinnati Bible Seminary,ACCRED,C,W,OH,CCHCHC,0,0,0,3,3,145,0,0,11800,900
Claremont School of Theology,ACCRED,I,M,CA,UMC,12596,12596,20,17,21,250,410,289,21120,0
Colgate Rochester Crozer Divinity School,ACCRED,I,W,NY,ABCUSA,4120,4538,20,6,11,0,74,49,10770,260
Columbia Biblical Seminary of Columbia International University,ACCRED,C,W,SC,INTER,3002,3275,8,13,16,90,252,174,11030,850
Columbia Theological Seminary,ACCRED,I,W,GA,PCUSA,13804,14908,211,20,24,159,305,202,13620,290
Concordia Lutheran Seminary (AB),ACCRED,I,W,AB,LUTHCA,981,1000,4,2,3,23,16,16,7000,185
Concordia Lutheran Theological Seminary (ON),ACCRED,I,W,ON,LUTHCA,760,764,4,4,5,34,15,8,7350,233
Concordia Seminary (MO),ACCRED,I,W,MO,LUTHMS,27277,27531,123,27,32,278,531,430,26480,150
Concordia Theological Seminary (IN),ACCRED,I,W,IN,LUTHMS,14368,15957,37,26,27,183,290,190,28935,546
Covenant Theological Seminary,ACCRED,I,W,MO,PCA,10054,10842,28,17,28,90,517,351,15345,300
Dallas Theological Seminary,ACCRED,I,W,TX,NONDEN,37270,41295,94,62,100,264,2369,1144,0,0
Denver Seminary,ACCRED,I,W,CO,INTER,13405,14081,16,26,48,187,903,488,14820,370
Dominican House of Studies,ACCRED,I,W,DC,RC,4544,4544,7,20,22,82,100,94,16080,0
Dominican School of Philosophy and Theology,ACCRED,I,W,CA,RC,2775,2775,2,12,14,0,60,45,17640,0
Dominican Study Center of the Caribbean,ACCRED,U,n/a,PR,n/a,0,0,0,0,0,0,0,0,0,0
Drew University Theological School,ACCRED,U,M,NJ,UMC,15584,16266,37,31,41,669,320,244,18200,24782
Duke University Divinity School,ACCRED,U,W,NC,UMC,17564,17564,174,39,46,450,599,543,23250,1233
Earlham School of Religion,ACCRED,C,W,IN,FRNDS,2369,2409,47,8,9,294,59,30,15282,400
Eastern Mennonite Seminary,ACCRED,C,W,VA,MBUS,2154,2154,6,7,9,82,105,61,13095,260
Ecumenical Theological Seminary,ACCRED,I,B,MI,INTER,1288,1406,0,6,13,0,86,54,15287,399
Eden Theological Seminary,ACCRED,I,W,MO,UCC,5656,5708,22,8,10,93,148,95,14945,3340
Emmanuel Christian Seminary at Milligan,ACCRED,C,W,TN,CCHCHC,2463,2504,4,7,11,171,108,72,14100,650
Emmanuel College of Victoria University,ACCRED,C,W,ON,UCCAN,5191,5191,21,15,20,79,181,116,6500,1768
Erskine Theological Seminary,ACCRED,C,W,SC,ARP,1987,1993,7,5,5,194,116,56,462,80
Evangelical Seminary of Puerto Rico,ACCRED,I,H,PR,INTER,0,0,0,0,0,0,0,0,5005,0
Evangelical Theological Seminary,ACCRED,I,W,PA,EVCONG,2399,2399,3,5,8,347,104,76,11605,1000
Franciscan School of Theology,ACCRED,I,N,CA,RC,1941,1941,10,7,11,16,41,27,18000,1244
Freed-Hardeman University Graduate School of Theology,ACCRED,U,W,TN,CHUCHR,665,733,1,3,7,135,67,44,1770,0
Fresno Pacific Biblical Seminary,ACCRED,U,W,CA,MBNA,3863,3869,2,10,12,157,173,68,8100,90
Fuller Theological Seminary,ACCRED,I,W,CA,INTER,61633,68327,159,86,155,802,2897,1319,19920,220
Garrett-Evangelical Theological Seminary,ACCRED,I,W,IL,UMC,11960,13858,99,25,29,525,313,259,19307,720
Gateway Seminary,ACCRED,I,M,CA,SBC,14196,14581,48,26,41,185,1297,634,7800,440
General Theological Seminary,ACCRED,I,W,NY,EPISC,6045,7780,31,4,9,178,44,34,15000,400
George W. Truett Theological Seminary of Baylor University,ACCRED,U,W,TX,BAPBGCT,11018,11018,64,16,27,2080,348,271,16920,1891
Georgia Central University School of Divinity,ACCRED,U,N,GA,NA,343,343,0,10,14,35,73,65,7360,1000
Gordon-Conwell Theological Seminary,ACCRED,I,W,MA,INTER,30287,32429,51,42,62,394,1734,902,19950,635
Grace Mission University Graduate School,ACCRED,U,A,CA,PCINT,1549,1549,0,1,7,29,146,85,3960,320
Grace School of Theology,ACCRED,I,W,TX,INTER,4068,4068,3,8,12,26,260,142,3600,400
Grace Theological Seminary,ACCRED,C,N,IN,FEGRACE,867,878,0,4,10,135,89,74,15360,0
Graduate Theological Union,ACCRED,I,W,CA,INTER,10514,10514,45,9,14,529,188,176,0,0
Grand Canyon Theological Seminary,CAND,U,W,AZ,INTER,4498,4498,0,11,50,38,651,565,11203,660
Grand Rapids Theological Seminary of Cornerstone University,ACCRED,C,W,MI,INTER,2934,3023,3,11,22,113,199,125,13019,580
Harding School of Theology,ACCRED,C,W,TN,CHUCHR,2769,2840,10,7,7,144,120,54,16848,0
Hartford Seminary,ACCRED,I,W,CT,INTER,4991,4992,50,9,17,86,123,82,0,0
