"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2017",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Sacred Heart Major Seminary,,60,54,53,20,42,29,0,0,0,0,0,0,155,103
Sacred Heart Seminary and School of Theology,,74,74,0,0,25,6,0,0,0,0,0,0,99,80
Saint John's Seminary (MA),,85,79,45,21,11,4,0,0,0,0,0,0,141,104
Saint John's University School of Theology and Seminary,,25,23,29,20,21,16,0,0,2,2,19,6,96,67
Saint Mary Seminary and Graduate School of Theology,,38,33,0,0,40,20,15,5,0,0,0,0,93,58
Saint Meinrad School of Theology,,86,83,0,0,80,43,0,0,0,0,0,0,166,126
Saint Paul School of Theology,,80,77,7,5,10,6,19,6,0,0,1,1,117,95
Saint Paul Seminary School of Divinity,,63,58,18,9,15,8,0,0,0,0,12,10,108,85
Saint Paul University Faculty of Theology,,18,5,0,0,10,3,7,2,23,21,43,17,101,48
Saint Vincent Seminary,,29,29,3,2,4,4,0,0,0,0,14,14,50,49
Samuel DeWitt Proctor School of Theology,,277,268,25,24,0,0,60,20,0,0,0,0,362,312
San Francisco Theological Seminary,,44,38,0,0,6,4,110,37,0,0,0,0,160,79
Seattle Pacific Seminary of Seattle Pacific University,,40,28,20,12,16,10,0,0,0,0,0,0,76,50
The Seattle School of Theology and Psychology,,32,21,251,230,0,0,0,0,0,0,0,0,283,251
Seattle University School of Theology and Ministry,,33,18,99,57,0,0,33,11,0,0,8,2,173,88
Seminary of the Southwest,,43,41,65,40,4,4,0,0,0,0,0,0,112,85
Seventh-day Adventist Theological Seminary,,425,359,214,149,26,20,242,105,79,79,0,0,986,712
Shaw University Divinity School,,86,58,12,8,0,0,0,0,0,0,0,0,98,66
Shepherds Theological Seminary,,36,24,25,19,19,19,0,0,0,0,0,0,80,62
Sioux Falls Seminary,,148,108,41,29,12,6,37,12,0,0,0,0,238,155
Southeastern Baptist Theological Seminary,,"1,045",846,336,250,329,186,256,131,221,189,0,0,"2,187","1,602"
Southeastern University School of Divinity,,59,34,105,54,28,17,20,7,0,0,0,0,212,112
Southern Baptist Theological Seminary,,"1,773",876,388,164,181,90,352,219,307,279,156,74,"3,157","1,702"
Southwestern Baptist Theological Seminary,,758,403,364,180,850,298,373,154,324,324,98,34,"2,767","1,393"
SS. Cyril & Methodius Seminary,,10,7,1,1,7,2,0,0,0,0,0,0,18,10
St. Andrew's College,,7,5,0,0,8,3,2,1,2,1,5,2,24,12
St. Augustine's Seminary of Toronto,,64,45,15,5,13,5,0,0,0,0,32,11,124,66
St. Bernard's School of Theology and Ministry,,9,4,26,15,7,3,0,0,0,0,0,0,42,22
St. Charles Borromeo Seminary,,44,44,0,0,75,47,0,0,0,0,0,0,119,91
St. John Vianney Theological Seminary,,51,51,0,0,0,0,0,0,0,0,0,0,51,51
St. John's Seminary (CA),,111,111,2,1,2,1,0,0,0,0,0,0,115,113
St. Joseph's Seminary,,73,73,0,0,116,79,0,0,0,0,0,0,189,152
St. Mark's College,,0,0,5,3,9,5,0,0,0,0,23,12,37,20
St. Mary's Seminary and University,,50,50,21,8,34,12,0,0,0,0,79,30,184,100
St. Patrick's Seminary and University,,53,53,0,0,0,0,0,0,0,0,0,0,53,53
St. Peter's Seminary,,40,32,0,0,6,2,0,0,0,0,0,0,46,34
St. Stephen's College,,0,0,83,47,18,2,26,9,0,0,183,31,310,89
St. Thomas University School of Theology and Ministry,,13,9,13,10,0,0,0,0,22,22,0,0,48,41
St. Tikhon's Orthodox Theological Seminary,,32,32,0,0,0,0,0,0,0,0,0,0,32,32
St. Vincent de Paul Regional Seminary,,104,104,0,0,34,25,0,0,0,0,0,0,138,129
St. Vladimir's Orthodox Theological Seminary,,46,45,0,0,13,10,17,6,7,4,0,0,83,65
Starr King School for the Ministry,,67,51,16,11,0,0,0,0,0,0,0,0,83,62
Talbot School of Theology,,337,153,141,54,318,126,188,72,54,47,0,0,"1,038",452
Taylor College and Seminary,,47,32,6,2,34,13,0,0,0,0,28,8,115,55
Toronto School of Theology,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinity College Faculty of Divinity,,41,24,0,0,53,18,8,3,16,15,0,0,118,60
Trinity Episcopal School for Ministry,,72,52,0,0,74,43,69,23,7,3,0,0,222,121
Trinity Evangelical Divinity School,,275,275,82,54,261,137,108,36,243,235,132,22,"1,101",759
Trinity Lutheran Seminary,,43,34,10,6,9,6,0,0,3,2,2,1,67,49
