"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2017",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Tyndale University College & Seminary,,447,266,0,0,201,86,57,19,12,9,105,30,822,410
Union Presbyterian Seminary,,127,78,22,16,0,0,0,0,12,12,0,0,161,106
Union Theological Seminary,,131,120,0,0,38,37,6,2,35,34,0,0,210,193
United Lutheran Seminary,,188,172,16,7,22,11,7,2,29,28,46,16,308,236
United Theological Seminary,,212,161,25,14,8,5,170,57,0,0,55,22,470,259
United Theological Seminary of the Twin Cities,,46,35,12,6,12,6,15,5,0,0,0,0,85,52
University of Chicago Divinity School,,43,43,0,0,77,77,0,0,157,157,0,0,277,277
University of Dubuque Theological Seminary,,70,52,1,1,0,0,36,12,0,0,0,0,107,65
University of Notre Dame Department of Theology,,47,47,0,0,122,122,0,0,115,115,0,0,284,284
University of St. Mary of the Lake Mundelein Seminary,,165,165,31,11,38,38,8,3,0,0,0,0,242,217
University of St. Michael's College,,12,7,34,11,33,14,5,2,45,45,0,0,129,79
University of St. Thomas School of Theology,,91,75,51,21,15,9,0,0,0,0,0,0,157,105
University of the South School of Theology,,47,44,0,0,9,9,54,18,25,11,0,0,135,82
Urshan Graduate School of Theology,,19,14,31,25,32,27,0,0,0,0,0,0,82,66
Vancouver School of Theology,,53,32,11,7,9,7,0,0,8,4,22,8,103,58
Vanderbilt University Divinity School,,120,92,0,0,57,47,0,0,0,0,0,0,177,139
"Villanova University Department of Theology and
Religious Studies",,0,0,11,10,25,20,0,0,11,11,3,1,50,42
Virginia Theological Seminary,,99,99,0,0,12,10,92,32,0,0,5,5,208,146
Wake Forest University School of Divinity,,121,111,0,0,0,0,0,0,0,0,0,0,121,111
Wartburg Theological Seminary,,96,92,7,6,2,2,0,0,0,0,57,17,162,117
Waterloo Lutheran Seminary,,10,10,83,58,0,0,0,0,39,39,20,9,152,116
Wesley Biblical Seminary,,32,22,0,0,23,14,16,5,0,0,5,5,76,46
Wesley Seminary at Indiana Wesleyan University,,199,184,211,203,0,0,36,12,0,0,0,0,446,399
Wesley Theological Seminary,,248,163,0,0,96,39,191,64,0,0,0,0,535,266
Western Seminary,,174,103,249,154,152,75,100,60,47,6,104,41,826,439
Western Theological Seminary,,180,170,0,0,43,27,28,9,6,6,80,19,337,231
Westminster Theological Seminary,,241,201,184,116,56,40,69,23,134,91,8,3,692,474
Westminster Theological Seminary in California,,84,79,0,0,26,21,0,0,0,0,0,0,110,100
Winebrenner Theological Seminary,,24,14,31,17,0,0,6,2,0,0,0,0,61,33
World Mission University School of Theology,,80,78,108,88,26,21,16,11,0,0,0,0,230,198
Wycliffe College,,65,33,0,0,88,33,6,2,80,78,7,3,246,149
Yale University Divinity School,,187,174,0,0,172,153,0,0,25,16,0,0,384,343
