col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Saint Paul Seminary School of Divinity,ACCRED,U,W,MN,RC,8239,8239,26,11,14,105,108,84,21898,62
Saint Paul University Faculty of Theology,ACCRED,U,N,ON,RC,1735,1735,0,13,17,514,101,48,5125,866
Saint Vincent Seminary,ACCRED,C,W,PA,RC,2330,2616,12,6,14,111,50,49,27636,39
Samuel DeWitt Proctor School of Theology,ACCRED,C,B,VA,BAPT,2777,2777,0,14,21,129,362,312,13998,205
San Francisco Theological Seminary,ACCRED,I,W,CA,PCUSA,7260,9336,48,10,15,0,160,79,14200,100
Seattle Pacific Seminary of Seattle Pacific University,ACCRED,U,N,WA,FRMECH,648,648,0,18,19,220,76,50,19296,10
The Seattle School of Theology and Psychology,ACCRED,I,W,WA,NONDEN,5317,6344,0,10,14,22,283,250,13970,1545
Seattle University School of Theology and Ministry,ACCRED,U,W,WA,INTER,4906,4906,11,12,24,80,173,88,11358,150
Seminary of the Southwest,ACCRED,I,W,TX,EPISC,6633,6804,39,14,17,159,112,85,14976,474
Seventh-day Adventist Theological Seminary,ACCRED,U,W,MI,SDADV,11562,12395,0,47,62,285,986,712,8446,915
Shaw University Divinity School,ACCRED,U,B,NC,GBAPTNC,1527,1738,0,7,10,17,98,66,10404,2784
Shepherds Theological Seminary,ACCRED,I,W,NC,NONDEN,1756,1756,0,8,11,24,80,62,7245,250
Sioux Falls Seminary,ACCRED,I,W,SD,NABAPC,2121,3297,1,6,8,60,238,155,3600,0
Southeastern Baptist Theological Seminary,ACCRED,I,W,NC,SBC,26067,31048,34,50,60,232,2187,1602,4977,400
Southeastern University School of Divinity,ASSOC,U,N,FL,AOG,837,837,0,8,9,97,212,112,13365,370
Southern Baptist Theological Seminary,ACCRED,I,W,KY,SBC,35051,45278,95,59,73,565,3157,1702,8624,620
Southwestern Baptist Theological Seminary,ACCRED,I,N,TX,SBC,44165,52216,144,95,108,1551,2767,1393,7667,630
SS. Cyril & Methodius Seminary,ACCRED,C,W,MI,RC,773,850,0,4,5,81,18,10,18308,3700
St. Andrew's College,ACCRED,I,W,SK,UCCAN,1769,1769,4,5,5,39,24,12,6750,134
St. Augustine's Seminary of Toronto,ACCRED,I,N,ON,RC,5570,6130,16,12,20,46,124,66,6500,482
St. Bernard's School of Theology and Ministry,ACCRED,I,W,NY,RC,994,994,5,4,7,76,42,22,14760,80
St. Charles Borromeo Seminary,ACCRED,I,W,PA,RC,5352,5639,8,19,23,121,119,91,21425,1235
St. John Vianney Theological Seminary,ACCRED,I,W,CO,RC,5846,5846,30,15,18,179,51,51,22092,0
St. John's Seminary (CA),ACCRED,I,H,CA,RC,7775,8080,78,21,25,68,115,113,18900,250
St. Joseph's Seminary,ACCRED,I,W,NY,RC,7515,8527,71,14,22,106,189,152,30000,0
St. Mark's College,CAND,I,W,BC,RC,1484,1484,3,1,4,32,37,19,0,0
St. Mary's Seminary and University,ACCRED,I,W,MD,RC,6215,6436,92,7,22,162,184,100,20030,725
St. Patrick's Seminary and University,ACCRED,I,W,CA,RC,5219,5219,0,11,16,184,53,53,19795,0
St. Peter's Seminary,ACCRED,I,N,ON,RC,3560,3880,8,10,14,71,46,34,6559,1551
St. Stephen's College,ASSOC,I,W,AB,UCCAN,1099,1133,1,1,13,0,310,88,0,0
St. Thomas University School of Theology and Ministry,CAND,U,N,FL,RC,2264,2308,2,5,8,207,48,41,9666,0
St. Tikhon's Orthodox Theological Seminary,ACCRED,I,W,PA,OCA,1671,1671,3,6,9,48,32,32,3150,400
St. Vincent de Paul Regional Seminary,ACCRED,I,W,FL,RC,4552,6625,20,19,22,81,138,129,20000,1040
St. Vladimir's Orthodox Theological Seminary,ACCRED,I,W,NY,OCA,4136,5177,12,6,10,193,83,64,12000,450
Starr King School for the Ministry,ACCRED,I,W,CA,UUA,2464,2464,7,6,16,0,83,62,21150,0
Talbot School of Theology,ACCRED,U,W,CA,INTER,26528,30634,0,67,87,323,1038,452,18944,0
Taylor College and Seminary,ACCRED,I,W,AB,NABAPC,2002,2149,12,3,3,56,115,54,8280,150
Toronto School of Theology,ACCRED,I,W,ON,INTER,1334,1339,3,1,1,0,0,0,0,0
Trinity College Faculty of Divinity,ACCRED,C,N,ON,ANGL,2801,2801,0,4,14,202,118,60,6500,2576
Trinity Episcopal School for Ministry,ACCRED,I,W,PA,EPISC,5990,6176,23,11,27,93,222,121,12360,1800
Trinity Evangelical Divinity School,ACCRED,C,W,IL,EFCA,18077,18231,21,40,60,219,1101,759,19575,215
Trinity Lutheran Seminary,ACCRED,I,W,OH,ELCA,6601,6901,25,9,14,142,67,49,13083,160
Tyndale University College & Seminary,ACCRED,C,W,ON,INTER,19523,21142,0,19,38,151,822,410,10665,1026
Union Presbyterian Seminary,ACCRED,I,W,VA,PCUSA,15536,15991,146,20,27,346,161,106,12690,500
Union Theological Seminary,ACCRED,I,W,NY,INTER,20135,23321,104,20,31,711,210,193,23670,0
United Lutheran Seminary,ACCRED,I,W,PA,ELCA,11867,13149,57,18,23,386,308,236,16500,0
United Theological Seminary,ACCRED,I,B,OH,UMC,6915,6915,4,13,14,152,470,259,14235,1840
United Theological Seminary of the Twin Cities,ACCRED,I,W,MN,UCC,4361,4537,10,7,13,77,85,52,13680,650
University of Chicago Divinity School,ACCRED,U,W,IL,NONDEN,15612,15612,0,32,32,11594,277,277,32832,4743
