"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2018",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Abilene Christian University,,75,41,51,21,15,9,19,6,0,0,0,0,160,77
Academy for Jewish Religion,,40,11,1,1,0,0,0,0,0,0,0,0,41,12
Acadia Divinity College,,40,26,0,0,27,11,40,13,0,0,83,26,190,76
Alliance Theological Seminary,,328,154,105,50,108,60,75,25,0,0,4,2,620,291
Ambrose Seminary of Ambrose University,,40,23,36,15,17,6,0,0,0,0,51,15,144,59
America Evangelical University,,18,16,13,11,0,0,26,15,0,0,0,0,57,42
American Baptist Seminary of the West,,19,13,2,2,0,0,24,8,0,0,6,3,51,26
Anabaptist Mennonite Biblical Seminary,,57,34,6,3,10,8,0,0,0,0,25,5,98,50
Anderson University School of Theology,,37,24,10,7,11,6,0,0,0,0,0,0,58,37
Andover Newton Theological School,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antiochian House of Studies,,0,0,0,0,0,0,0,0,64,63,243,230,307,293
Aquinas Institute of Theology,,26,23,42,24,21,14,40,13,0,0,24,14,153,88
Asbury Theological Seminary,,781,648,276,206,231,165,213,72,129,127,64,29,1694,1247
Ashland Theological Seminary,,94,66,179,155,10,5,40,13,0,0,13,1,336,240
Assemblies of God Theological Seminary,,41,38,52,36,26,19,113,52,82,82,0,0,314,227
Associated Canadian Theological Schools,,57,27,72,35,182,92,22,7,6,1,0,0,339,162
Athenaeum of Ohio,,74,71,38,18,17,8,0,0,0,0,92,61,221,158
Atlantic School of Theology,,58,34,0,0,16,4,0,0,0,0,19,5,93,43
Augustine Institute,,0,0,17,14,306,134,0,0,0,0,47,17,370,165
Austin Presbyterian Theological Seminary,,75,65,27,13,8,6,38,13,0,0,12,8,160,105
Azusa Pacific Seminary,,179,153,48,34,11,8,28,9,0,0,0,0,266,204
B. H. Carroll Theological Institute,,12,8,37,26,57,30,3,1,35,35,0,0,144,100
Baptist Missionary Association Theological Seminary,,29,24,12,8,36,20,0,0,0,0,0,0,77,52
Baptist Seminary of Kentucky,,30,24,0,0,0,0,0,0,0,0,0,0,30,24
Baptist Theological Seminary at Richmond,,37,26,5,2,4,3,14,5,0,0,0,0,60,36
Barry University Department of Theology and Philosophy,,0,0,49,9,0,0,37,12,0,0,0,0,86,21
Beeson Divinity School of Samford University,,123,106,0,0,13,9,22,7,0,0,0,0,158,122
Berkeley Divinity School,,0,0,0,0,0,0,0,0,0,0,62,61,62,61
Bethany Theological Seminary,,25,13,0,0,6,3,0,0,0,0,15,8,46,24
Bethel Seminary of Bethel University,,187,84,207,117,82,42,62,21,0,0,11,0,549,264
"Bexley Hall Seabury-Western Theological Seminary
Federation, Inc.",,32,24,0,0,0,0,25,8,0,0,0,0,57,32
Boston College School of Theology and Ministry,,55,53,87,63,73,69,0,0,20,20,81,62,316,267
Boston University School of Theology,,180,180,3,2,44,42,51,17,72,71,0,0,350,312
Briercrest College and Seminary,,11,10,92,69,15,11,0,0,0,0,0,0,118,90
Brite Divinity School,,115,90,9,5,15,12,22,7,32,29,2,2,195,145
Byzantine Catholic Seminary of SS. Cyril and Methodius,,13,13,11,2,0,0,0,0,0,0,1,0,25,15
Calvin Theological Seminary,,135,127,20,13,21,17,0,0,76,76,39,11,291,244
Campbell University Divinity School,,103,91,15,9,0,0,19,6,0,0,4,1,141,107
Canadian Reformed Theological Seminary,,21,20,0,0,0,0,0,0,0,0,0,0,21,20
Canadian Southern Baptist Seminary,,18,9,9,5,10,4,0,0,0,0,6,2,43,20
Candler School of Theology of Emory University,,281,263,11,9,48,37,86,29,22,18,5,4,453,360
Carey Theological College,,52,30,50,29,0,0,12,4,0,0,0,0,114,63
Catholic Distance University Graduate School of Theology,,0,0,16,16,82,58,0,0,0,0,39,39,137,113
Catholic Theological Union,,104,80,85,41,30,19,32,11,0,0,20,11,271,162
"Catholic University of America School of Theology and
Religious Studies",,96,95,13,7,9,6,29,10,121,121,0,0,268,239
Central Baptist Theological Seminary,,166,163,14,14,12,9,81,27,0,0,158,156,431,369
Central Baptist Theological Seminary of Minneapolis,,33,22,0,0,15,8,21,7,3,1,0,0,72,38
Chapman Seminary,,8,4,0,0,0,0,1,0,0,0,0,0,9,4
