col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Chapman Seminary,ACCRED,U,W,IN,GENBAPT,664,680,0,6,6,97,9,4,8250,0
Chicago Theological Seminary,ACCRED,I,W,IL,UCC,6892,6996,23,13,19,60,233,136,19392,0
China Evangelical Seminary North America,ACCRED,I,V,CA,NONDEN,147,147,0,6,9,19,69,47,8640,800
Christ the King Seminary,ACCRED,I,n/a,NY,RC,3441,3858,7,8,13,192,63,35,24618,975
Christian Theological Seminary,ACCRED,I,W,IN,DISCPL,10991,11280,126,10,14,239,138,103,17040,210
Christian Witness Theological Seminary,ACCRED,I,A,CA,INTER,1393,1393,2,4,6,35,84,39,8100,1000
Church Divinity School of the Pacific,ACCRED,I,W,CA,EPISC,5159,5797,19,6,10,0,87,61,17850,860
Claremont School of Theology,ACCRED,I,W,CA,UMC,12950,12950,15,17,21,267,418,291,24000,0
Colgate Rochester Crozer Divinity School,ACCRED,I,W,NY,ABCUSA,3822,4214,20,6,9,19,77,40,10775,260
Columbia Biblical Seminary of Columbia International University,ACCRED,C,W,SC,INTER,3706,3979,8,12,16,88,225,159,11365,300
Columbia Theological Seminary,ACCRED,I,W,GA,PCUSA,13504,14603,224,21,25,161,287,191,14040,580
Concordia Lutheran Seminary (AB),ACCRED,I,W,AB,LUTHCA,862,876,4,2,4,23,13,13,8625,182
Concordia Lutheran Theological Seminary (ON),ACCRED,I,W,ON,LUTHCA,786,800,5,4,5,38,17,11,8138,103
Concordia Seminary (MO),ACCRED,I,W,MO,LUTHMS,27987,28383,133,27,32,293,549,350,27195,150
Concordia Theological Seminary (IN),ACCRED,I,W,IN,LUTHMS,15352,17069,43,24,25,183,301,194,29790,547
Covenant Theological Seminary,ACCRED,I,W,MO,PCA,10407,11188,29,16,27,90,561,342,12870,2700
Dallas Theological Seminary,ACCRED,I,W,TX,NONDEN,38035,41925,93,63,116,270,2317,1111,0,0
Denver Seminary,ACCRED,I,W,CO,INTER,13934,14732,16,25,47,188,882,454,14820,370
Dominican House of Studies,ACCRED,I,W,DC,RC,5539,5539,7,21,22,92,86,86,16080,140
Dominican School of Philosophy and Theology,ACCRED,I,W,CA,RC,2775,2775,2,11,13,0,70,55,18000,0
Dominican Study Center of the Caribbean,ACCRED,U,H,PR,RC,199,199,0,0,2,29,40,27,5912,970
Drew University Theological School,ACCRED,U,M,NJ,UMC,14868,15550,33,24,31,675,339,256,16900,500
Duke University Divinity School,ACCRED,U,W,NC,UMC,17119,17119,190,35,42,455,600,536,24180,1310
Earlham School of Religion,ACCRED,C,W,IN,FRNDS,2479,2517,49,8,9,360,42,22,15741,225
Eastern Mennonite Seminary,ACCRED,C,W,VA,MBUS,2035,2035,7,6,8,83,82,46,13500,260
Ecumenical Theological Seminary,ACCRED,I,B,MI,INTER,1074,1167,0,2,8,0,68,40,15287,399
Eden Theological Seminary,ACCRED,I,n/a,MO,UCC,6084,6160,21,8,9,93,157,84,18225,60
Emmanuel Christian Seminary at Milligan,ACCRED,C,W,TN,CCHCHC,2502,2535,5,7,11,172,137,108,14550,650
Emmanuel College of Victoria University,ACCRED,U,W,ON,UCCAN,5339,5361,21,15,21,80,181,118,6690,1828
Erskine Theological Seminary,ACCRED,C,W,SC,ARP,1734,1736,7,5,5,195,111,46,462,80
Evangelical Seminary of Puerto Rico,ACCRED,I,H,PR,INTER,1198,1198,1,4,8,80,167,117,5005,0
Evangelical Theological Seminary,ACCRED,I,W,PA,EVCONG,2362,2362,3,5,7,347,121,98,11250,1200
Franciscan School of Theology,ACCRED,I,N,CA,RC,2029,2029,9,7,11,16,49,28,18000,1244
Freed-Hardeman University Graduate School of Theology,ACCRED,U,W,TN,CHUCHR,594,652,1,2,5,134,65,39,1770,0
Fresno Pacific Biblical Seminary,ACCRED,U,W,CA,MBNA,4850,4857,2,9,11,155,170,119,8460,90
Fuller Theological Seminary,ACCRED,I,W,CA,INTER,59585,66620,156,49,67,0,2788,1257,16660,3320
Garrett-Evangelical Theological Seminary,ACCRED,I,W,IL,UMC,12926,14831,102,23,27,526,301,245,20133,752
Gateway Seminary,ACCRED,I,M,CA,SBC,13640,13830,52,25,42,175,1131,532,7950,440
General Theological Seminary,ACCRED,I,W,NY,EPISC,6137,7975,33,5,13,178,42,33,15000,400
George W. Truett Theological Seminary of Baylor University,ACCRED,U,W,TX,BAPBGCT,10797,10797,70,15,26,2064,322,255,17604,2088
Georgia Central University School of Divinity,ACCRED,U,N,GA,KAPC,736,736,0,13,17,36,85,62,7360,1000
Gordon-Conwell Theological Seminary,ACCRED,I,W,MA,INTER,31234,33360,55,40,60,370,1696,826,20700,785
Grace Mission University Graduate School,ACCRED,U,A,CA,PCINT,1503,1503,0,1,13,31,143,86,3960,320
Grace School of Theology,ACCRED,I,W,TX,INTER,4491,4491,3,8,11,28,295,164,3600,400
Grace Theological Seminary,ACCRED,C,N,IN,FEGRACE,969,981,0,4,9,135,101,71,15900,0
Graduate Theological Union,ACCRED,I,n/a,CA,INTER,10594,10594,51,8,13,534,201,191,0,0
Grand Canyon Theological Seminary,CAND,U,W,AZ,INTER,3126,3126,0,10,47,38,597,477,9293,1787
Grand Rapids Theological Seminary of Cornerstone University,ACCRED,C,W,MI,INTER,2641,2728,3,11,23,111,195,113,13858,0
Harding School of Theology,ACCRED,C,W,TN,CHUCHR,2427,2472,11,7,8,146,115,57,17264,0
