col_0,col_1,col_2,col_3,col_4,col_5,col_6,Same Set,col_8
,,,,,,,Enrollment as,
,Same Set Enrollment,,,Total Enrollment,,,% of Total,
Year,N,Head Count,% Chng,N,Head Count,% Chng,Enrollment,
