"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2025",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Seminario Teológico de Puerto Rico,,28,7,62,7,0,0,20,6,0,0,24,2,134,22
Seminary of the Southwest,,44,41,77,55,0,0,0,0,0,0,0,0,121,96
"Seventh-day Adventist Theological Seminary of
Andrews University",,452,378,391,172,0,0,156,131,90,30,11,3,1100,714
Shaw University Divinity School,,34,23,23,12,0,0,0,0,0,0,1,0,58,35
Shepherds Theological Seminary,,80,43,101,56,7,3,25,17,0,0,35,31,248,150
Southeastern Baptist Theological Seminary,,759,441,984,490,35,10,362,162,156,113,93,36,2389,1252
Southeastern University School of Divinity,,125,88,271,170,0,0,114,101,0,0,0,0,510,359
Southern Baptist Theological Seminary,,1811,1031,712,337,52,20,293,206,290,219,264,151,3422,1964
"Southern California Seminary Graduate School of
Bible and Theology",,26,13,41,16,4,2,5,5,0,0,4,3,80,39
Southwestern Baptist Theological Seminary,,647,354,1021,423,61,21,294,83,215,99,44,12,2282,992
St. Andrew's College,,11,9,5,2,0,0,7,9,0,0,1,1,24,21
St. Augustine's Seminary of Toronto,,64,47,25,10,0,0,0,0,0,0,50,17,139,74
St. Bernard's School of Theology and Ministry,,8,3,63,23,0,0,0,0,0,0,58,8,129,34
St. Charles Borromeo Seminary,,55,66,39,29,0,0,0,0,0,0,0,0,94,95
St. John Vianney Theological Seminary,,47,60,0,0,0,0,0,0,0,0,0,0,47,60
St. John's Seminary (CA),,47,59,53,42,0,0,0,0,0,0,0,0,100,101
St. Joseph's Seminary and College,,57,62,100,38,0,0,0,0,0,0,31,16,188,116
St. Mark's College,,0,0,23,9,0,0,0,0,0,0,36,17,59,26
St. Mary's Seminary and University,,50,66,37,14,0,0,25,16,0,0,64,31,176,127
St. Peter's Seminary,,32,35,5,2,0,0,0,0,0,0,0,0,37,37
St. Stephen's College at the University of Alberta,,0,0,77,56,0,0,19,18,0,0,10,3,106,77
St. Tikhon's Orthodox Theological Seminary,,44,55,0,0,0,0,0,0,0,0,0,0,44,55
St. Vincent de Paul Regional Seminary,,99,80,40,30,0,0,0,0,0,0,17,15,156,125
St. Vladimir's Orthodox Theological Seminary,,49,50,13,12,5,2,15,11,0,0,1,1,83,76
Stark Seminary of Stark College and Seminary,,10,4,47,20,0,0,0,0,0,0,0,0,57,24
Starr King School for the Ministry,,66,47,7,4,0,0,0,0,0,0,0,0,73,51
Talbot School of Theology of Biola University,,334,194,760,367,0,0,256,152,109,75,75,31,1534,819
Trinity Anglican Seminary,,60,48,50,22,1,0,9,5,0,0,32,11,152,86
Trinity College Faculty of Divinity,,35,26,32,16,5,2,5,5,11,11,8,5,96,65
"Trinity Evangelical Divinity School of Trinity
International University",,124,87,203,89,25,11,108,50,149,89,137,44,746,370
Trinity Graduate School at Trinity Bible College,,0,0,110,68,0,0,38,37,50,59,0,0,198,164
Trinity Lutheran Seminary at Capital University,,19,12,22,10,0,0,0,0,0,0,7,3,48,25
Tyndale Seminary of Tyndale University,,404,257,267,135,7,2,108,83,0,0,61,25,847,502
Union Presbyterian Seminary,,98,72,22,13,5,5,4,3,0,0,11,4,140,97
Union Theological Seminary,,109,108,74,71,9,10,33,33,19,9,13,4,257,235
United Lutheran Seminary,,92,83,40,21,15,4,84,44,4,5,22,3,257,160
United Theological Seminary,,177,104,94,46,0,0,227,378,9,9,3,1,510,538
United Theological Seminary of the Twin Cities,,114,61,54,22,0,0,63,34,0,0,11,4,242,121
University of Chicago Divinity School,,48,1,89,2,0,0,0,0,94,6,0,0,231,9
"University of Dayton Department of Religious
Studies",,0,0,14,6,0,0,0,0,19,18,2,1,35,25
University of Dubuque Theological Seminary,,40,33,24,14,0,0,69,43,0,0,115,9,248,99
"University of Northwestern-St. Paul School of
Theology and Ministry",,11,6,26,12,0,0,0,0,0,0,0,0,37,18
University of Notre Dame Department of Theology,,44,48,174,92,0,0,0,0,79,121,0,0,297,261
"University of St. Mary of the Lake Mundelein
Seminary",,108,141,63,33,0,0,20,11,0,0,0,0,191,185
