"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2025",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Oral Roberts University Graduate School of
Theology and Ministry",,105,65,320,205,0,0,45,22,35,19,1,1,506,312
"Pacific Christian College of Ministry and Biblical
Studies of Hope International University",,5,3,35,22,0,0,0,0,0,0,0,0,40,25
"Pacific Lutheran Theological Seminary of California
Lutheran University",,37,32,9,8,0,0,0,0,0,0,7,7,53,47
Pacific School of Religion,,64,44,10,6,0,0,63,35,0,0,3,2,140,87
Pacific Theological Seminary,,4,2,5,1,0,0,0,0,0,0,0,0,9,3
"Palm Beach Atlantic University School of Ministry
Graduate Department",,76,55,41,19,0,0,0,0,40,29,33,11,190,114
Palmer Theological Seminary of Eastern University,,81,48,90,44,0,0,39,31,0,0,8,4,218,127
Payne Theological Seminary,,82,61,9,7,0,0,39,52,0,0,0,0,130,120
Pentecostal Theological Seminary,,43,28,241,125,8,3,132,70,8,9,21,10,453,245
"Perkins School of Theology Southern Methodist
University",,151,100,32,20,8,4,52,0,25,19,6,2,274,145
Phillips Theological Seminary,,56,34,23,13,0,0,68,36,0,0,6,3,153,86
Phoenix Seminary,,130,60,110,44,10,5,17,7,0,0,26,10,293,126
Pittsburgh Theological Seminary,,51,38,28,21,0,0,113,103,0,0,11,2,203,164
Pontifical College Josephinum,,23,25,1,2,0,0,0,0,0,0,0,0,24,27
Pope St. John XXIII National Seminary,,31,35,0,0,0,0,0,0,0,0,1,2,32,37
Portland Seminary of George Fox University,,27,16,74,39,0,0,163,155,0,0,25,8,289,218
"Presbyterian Theological Seminary in America of
California Prestige University",,75,44,44,18,0,0,8,7,0,0,0,0,127,69
Princeton Theological Seminary,,144,153,92,74,14,13,0,0,50,46,0,0,300,286
Providence Theological Seminary,,7,3,104,51,0,0,0,0,0,0,30,10,141,64
Puritan Reformed Theological Seminary,,71,39,269,77,97,29,41,28,33,21,71,13,582,207
Reformed Episcopal Seminary,,9,7,5,2,0,0,0,0,0,0,7,2,21,11
Reformed Presbyterian Theological Seminary,,44,30,20,12,0,0,14,14,0,0,7,4,85,60
Reformed Theological Seminary,,547,316,319,157,12,4,91,38,0,0,81,26,1050,541
Regent College,,66,36,168,65,21,8,0,0,0,0,56,25,311,134
Regent University School of Divinity,,584,328,348,179,12,3,167,101,84,57,20,7,1215,675
Regis College,,26,27,30,16,14,6,3,2,15,16,1,0,89,67
Robert E. Webber Institute for Worship Studies,,0,0,18,18,0,0,86,100,0,0,0,0,104,118
Sacred Heart Major Seminary,,47,52,63,20,0,0,0,0,0,0,39,10,149,82
Sacred Heart Seminary and School of Theology,,93,80,25,49,0,0,0,0,0,0,13,12,131,141
Saint John's Seminary (MA),,34,47,22,8,0,0,0,0,0,0,10,11,66,66
"Saint John's University School of Theology and
Seminary",,36,33,53,32,11,7,0,0,0,0,62,24,162,96
"Saint Mary Seminary and Graduate School of
Theology",,31,27,44,15,0,0,7,2,0,0,6,2,88,46
Saint Meinrad School of Theology,,73,89,86,49,0,0,0,0,0,0,20,2,179,140
Saint Paul School of Theology,,51,36,25,14,0,0,17,12,0,0,4,2,97,64
"Saint Paul Seminary School of Divinity of the
University of St. Thomas",,68,88,56,11,0,0,0,0,0,0,81,5,205,104
"Saint Sophia Ukrainian Orthodox Theological
Seminary",,11,17,19,10,0,0,0,0,0,0,0,0,30,27
Saint Vincent Seminary,,35,43,11,18,0,0,0,0,0,0,42,24,88,85
"Samuel DeWitt Proctor School of Theology of
Virginia Union University",,250,202,24,19,0,0,58,84,0,0,0,0,332,305
San Francisco Theological Seminary,,17,13,5,4,0,0,23,23,0,0,7,1,52,41
Seattle Pacific Seminary,,29,19,26,14,0,0,0,0,0,0,12,6,67,39
The Seattle School of Theology and Psychology,,0,0,218,121,0,0,0,0,0,0,0,0,218,121
Seminario Evangélico de Puerto Rico,,76,41,18,8,0,0,18,7,0,0,9,8,121,64
