"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2025",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Central Baptist Theological Seminary,,73,47,67,38,0,0,67,41,0,0,84,90,291,216
"Central Baptist Theological Seminary of
Minneapolis",,33,18,54,18,4,1,7,5,0,0,3,2,101,44
Chapman Seminary of Oakland City University,,0,0,0,0,0,0,0,0,0,0,10,4,10,4
Charlotte Theological Seminary,,34,7,6,7,0,0,9,7,0,0,0,0,49,21
Chicago Theological Seminary,,80,43,29,18,2,1,34,19,36,10,8,3,189,94
China Evangelical Seminary North America,,20,9,76,22,4,1,8,4,0,0,40,13,148,49
"Christ School of Theology of the Institute of
Lutheran Theology",,30,16,25,9,8,3,15,8,35,14,9,4,122,54
Christian Theological Seminary,,50,40,70,53,0,0,34,25,8,4,3,1,165,123
Christian Witness Theological Seminary,,23,23,59,31,2,1,8,5,0,0,1,0,93,60
Church Divinity School of the Pacific,,39,28,0,0,0,0,0,0,0,0,0,0,39,28
Clamp Divinity School at Anderson University,,25,19,34,18,0,0,29,37,24,18,1,0,113,92
Claremont School of Theology,,53,39,22,15,0,0,91,78,77,51,9,2,252,185
Colgate Rochester Crozer Divinity School,,34,23,7,5,0,0,23,21,0,0,13,7,77,56
"Columbia Biblical Seminary of Columbia
International University",,113,61,322,114,0,0,30,16,136,81,84,30,685,302
Columbia Theological Seminary,,62,53,17,14,16,13,76,17,0,0,0,1,171,98
Concordia Lutheran Seminary (AB),,4,4,0,0,0,0,0,0,0,0,3,1,7,5
Concordia Lutheran Theological Seminary (ON),,11,9,9,5,0,0,0,0,0,0,1,1,21,15
Concordia Seminary (MO),,187,173,46,17,17,1,33,9,104,6,233,67,620,273
Concordia Theological Seminary (IN),,141,90,36,17,11,1,8,4,24,5,47,11,267,128
Cornerstone Theological Seminary,,35,14,55,22,0,0,0,0,0,0,1,0,91,36
Covenant Theological Seminary,,192,127,255,125,5,1,81,40,0,0,24,8,557,301
Crown College Graduate School of Ministry,,43,21,71,29,0,0,0,0,0,0,0,0,114,50
Dallas Theological Seminary,,597,409,1619,789,4,2,148,85,76,33,178,62,2622,1380
Denver Seminary,,218,109,397,194,16,4,88,44,38,37,54,19,811,407
"Dickerson-Green Theological Seminary of Allen
University",,42,26,1,1,0,0,6,7,0,0,0,0,49,34
Dominican House of Studies,,36,33,20,14,0,0,0,0,0,0,18,64,74,111
Dominican School of Philosophy and Theology,,9,6,18,14,0,0,0,0,0,0,27,29,54,49
Drew University Theological School,,160,124,36,24,8,5,88,64,38,59,19,6,349,282
Duke University Divinity School,,343,343,73,73,11,11,122,122,33,33,17,10,599,592
Earlham School of Religion,,27,22,18,9,0,0,0,0,0,0,7,2,52,33
"Eastern Mennonite Seminary of Eastern Mennonite
University",,20,12,13,6,0,0,10,7,0,0,17,6,60,31
Ecumenical Theological Seminary,,29,11,12,5,0,0,13,23,0,0,0,0,54,39
Eden Theological Seminary,,34,25,22,19,0,0,23,14,0,0,8,3,87,61
Emmanuel Christian Seminary at Milligan,,49,36,30,17,0,0,9,6,0,0,7,4,95,63
Emmanuel College of Victoria University,,31,24,151,108,2,1,11,11,36,36,8,11,239,191
Erskine Theological Seminary,,19,9,14,4,14,2,42,12,0,0,1,0,90,27
Evangelia University Graduate School of Theology,,100,94,8,6,0,0,26,33,0,0,0,0,134,133
Franciscan School of Theology,,21,18,61,33,0,0,0,0,0,0,6,3,88,54
"Freed-Hardeman University Graduate School of
Theology",,33,17,37,17,0,0,3,3,0,0,0,0,73,37
"Fresno Pacific Biblical Seminary of Fresno Pacific
University",,10,6,101,59,0,0,0,0,0,0,0,0,111,65
Fuller Theological Seminary,,361,151,495,190,2,1,464,253,129,59,38,11,1489,665
Garrett-Evangelical Theological Seminary,,123,85,80,56,0,0,56,26,45,24,30,10,334,201
Gateway Seminary,,202,102,401,165,16,6,57,56,38,37,832,333,1546,699
General Theological Seminary,,54,42,0,0,0,0,0,0,0,0,0,0,54,42
