Membership Status,col_1,2016,2021,2024,2025
Accredited,United States,214,226,228,229
,Canada,34,34,35,35
,Total,248,260,263,264
Candidate,United States,11,2,0,0
,Canada,2,0,0,0
,Total,13,2,0,0
Associate,United States,10,7,17,15
,Canada,3,3,1,1
,Total,13,10,18,16
Totals,United States,235,235,245,244
,Canada,39,37,36,36
,All Schools,274,272,281,280
