"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2024",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"University of St. Mary of the Lake Mundelein
Seminary",,102,128,62,36,0,0,11,10,0,0,0,0,175,174
"University of St. Michael's College Faculty of
Theology",,7,13,26,29,2,1,3,3,23,23,0,0,61,69
University of the South School of Theology,,35,47,19,20,17,2,59,30,0,0,0,0,130,99
Urshan Graduate School of Theology,,27,15,54,25,0,0,8,4,0,0,27,9,116,53
Vancouver School of Theology,,77,48,69,38,8,2,0,0,0,0,42,10,196,98
Vanderbilt University Divinity School,,54,49,22,19,4,2,100,114,0,0,0,0,180,184
"Villanova University Department of Theology and
Religious Studies",,0,0,27,15,4,2,0,0,41,24,7,3,79,44
Virginia Theological Seminary,,93,110,9,9,0,0,73,7,0,0,17,23,192,149
Wake Forest University School of Divinity,,63,57,0,0,0,0,8,6,0,0,0,0,71,63
Wartburg Theological Seminary,,129,132,25,22,0,0,0,0,0,0,39,4,193,158
"Washington University of Virginia - Neal T. Jones
Seminary",,33,21,20,14,0,0,24,21,0,0,0,0,77,56
Wesley Biblical Seminary,,64,33,80,36,0,0,19,13,0,0,8,3,171,85
Wesley Seminary,,237,195,130,80,0,0,79,46,0,0,9,5,455,326
Wesley Theological Seminary,,154,105,80,46,0,0,155,125,0,0,53,10,442,286
Western Seminary,,122,51,531,223,17,2,61,15,12,11,13,4,756,306
Western Theological Seminary,,82,63,90,42,6,7,163,105,0,0,56,21,397,238
Westminster Theological Seminary,,225,146,723,180,14,2,81,43,29,7,111,25,1183,403
Westminster Theological Seminary in California,,79,87,29,21,0,0,0,0,0,0,0,0,108,108
Winebrenner Theological Seminary,,26,11,72,30,0,0,12,8,0,0,11,4,121,53
Wisconsin Lutheran Seminary,,151,509,0,0,35,3,0,0,0,0,0,0,186,512
World Mission University School of Theology,,31,21,170,104,0,0,73,78,27,33,0,0,301,236
Wycliffe College,,36,23,62,29,4,3,0,0,56,0,14,7,172,62
Yale Divinity School,,140,137,148,146,9,7,0,0,0,0,0,0,297,290
