"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2024",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"Abilene Christian University Graduate School of
Theology",,73,37,54,23,0,0,29,6,0,0,14,4,170,70
Academy for Jewish Religion,,66,32,9,2,0,0,0,0,0,0,16,5,91,39
Acadia Divinity College,,52,41,26,10,0,0,27,14,0,0,66,38,171,103
Ambrose Seminary of Ambrose University,,36,29,98,70,0,0,0,0,0,0,71,33,205,132
America Evangelical University Seminary,,58,38,44,29,0,0,12,15,45,52,0,0,159,134
Anabaptist Mennonite Biblical Seminary,,33,18,65,22,0,0,12,6,0,0,35,10,145,56
Anderson University School of Theology,,22,13,27,12,0,0,0,0,0,0,3,1,52,26
Antiochian House of Studies,,44,64,0,0,103,82,0,0,11,11,109,89,267,246
Aquinas Institute of Theology,,41,37,33,18,0,0,29,10,0,0,10,3,113,68
Asbury Theological Seminary,,472,290,746,401,27,9,295,127,111,56,14,5,1665,888
Ashland Theological Seminary,,47,25,134,84,0,0,34,24,0,0,6,3,221,136
Assemblies of God Theological Seminary,,62,40,168,80,3,1,73,32,29,15,0,0,335,168
"Associated Canadian Theological Schools (ACTS)
of Trinity Western University",,55,32,155,77,1,0,32,18,0,0,36,13,279,140
Athenaeum of Ohio,,56,59,14,3,0,0,0,0,0,0,85,59,155,121
Atlantic School of Theology,,45,20,14,5,0,0,0,0,0,0,23,17,82,42
Augustine Institute,,0,0,399,124,0,0,0,0,0,0,21,6,420,130
Austin Presbyterian Theological Seminary,,67,59,35,21,0,0,53,32,0,0,4,2,159,114
Azusa Pacific Seminary,,54,42,25,15,0,0,54,35,0,0,1,0,134,92
"B. H. Carroll Theological Seminary at East Texas
Baptist University",,13,5,43,23,0,0,8,3,25,11,10,3,99,45
"Baptist Missionary Association Theological
Seminary",,18,9,10,4,0,0,0,0,0,0,0,1,28,14
"Barry University Department of Theology and
Philosophy",,0,0,27,5,0,0,16,4,0,0,0,0,43,9
Beeson Divinity School of Samford University,,91,84,30,17,1,0,0,0,7,5,1,0,130,106
Berkeley Divinity School,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkeley School of Theology (CA),,20,12,9,7,0,0,54,40,0,0,29,19,112,78
Bethany Theological Seminary,,20,12,31,17,0,0,0,0,0,0,31,11,82,40
Bethel Seminary of Bethel University,,63,33,151,84,0,0,47,27,0,0,22,9,283,153
"Bexley Hall Seabury-Western Theological Seminary
Federation, Inc.",,42,19,0,0,0,0,22,2,0,0,36,15,100,36
"Boston College Clough School of Theology and
Ministry",,40,41,135,93,14,10,0,0,0,0,95,50,284,194
Boston University School of Theology,,103,92,43,44,15,11,53,42,51,42,4,1,269,232
Briercrest College and Seminary,,5,2,105,54,0,0,0,0,0,0,30,14,140,70
Brite Divinity School at Texas Christian University,,67,46,62,35,0,0,24,10,13,6,4,2,170,99
BSK Theological Seminary,,43,27,8,4,0,0,0,0,0,0,10,4,61,35
"Byzantine Catholic Seminary of SS. Cyril and
Methodius",,10,9,14,5,0,0,0,0,0,0,2,0,26,14
Calvin Theological Seminary,,78,61,179,49,24,10,22,12,41,22,35,9,379,163
Campbell University Divinity School,,45,35,44,25,0,0,14,12,0,0,0,0,103,72
Canadian Baptist Theological Seminary,,25,16,16,9,0,0,0,0,0,0,4,2,45,27
Canadian Reformed Theological Seminary,,28,37,0,0,0,0,0,0,0,0,2,2,30,39
Candler School of Theology of Emory University,,272,257,38,31,16,12,82,68,0,0,8,5,416,373
Carey Theological College,,16,6,23,7,0,0,6,4,0,0,8,6,53,23
"Catholic International University Graduate School of
Theology",,0,0,80,32,0,0,0,0,0,0,8,3,88,35
Catholic Theological Union,,85,67,67,28,0,0,42,33,0,0,12,6,206,134
"Catholic University of America School of Theology
and Religious Studies",,70,73,45,21,0,0,54,15,71,32,0,2,240,143
