"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2024",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Central Baptist Theological Seminary,,84,57,60,39,0,0,73,44,0,0,138,138,355,278
"Central Baptist Theological Seminary of
Minneapolis",,31,18,49,16,3,1,7,5,0,0,6,2,96,42
Chapman Seminary of Oakland City University,,0,0,2,1,0,0,1,1,0,0,0,0,3,2
Charlotte Theological Seminary,,15,8,14,7,0,0,10,4,0,0,0,0,39,19
Chicago Theological Seminary,,101,58,38,25,3,1,30,32,22,9,7,2,201,127
China Evangelical Seminary North America,,18,8,68,21,3,0,10,5,0,0,35,9,134,43
"Christ School of Theology of the Institute of
Lutheran Theology",,14,10,14,5,9,3,20,8,34,12,6,2,97,40
Christian Theological Seminary,,48,37,62,50,0,0,23,16,11,10,10,4,154,117
Christian Witness Theological Seminary,,29,27,49,30,2,1,9,6,0,0,4,2,93,66
Church Divinity School of the Pacific,,36,26,3,1,0,0,0,0,0,0,1,1,40,28
Clamp Divinity School at Anderson University,,32,20,35,13,0,0,35,43,21,20,0,0,123,96
Claremont School of Theology,,43,29,19,13,0,0,63,17,74,46,6,1,205,106
Colgate Rochester Crozer Divinity School,,38,23,1,1,0,0,21,14,0,0,21,11,81,49
"Columbia Biblical Seminary of Columbia
International University",,87,47,384,30,0,0,15,15,140,89,70,1,696,182
Columbia Theological Seminary,,72,68,25,19,10,11,85,30,0,0,0,0,192,128
Concordia Lutheran Seminary (AB),,5,6,0,0,0,0,0,0,0,0,3,2,8,8
Concordia Lutheran Theological Seminary (ON),,12,9,8,3,0,0,0,0,0,0,0,0,20,12
Concordia Seminary (MO),,176,157,43,18,12,1,41,9,106,8,213,64,591,257
Concordia Theological Seminary (IN),,146,90,39,16,15,4,7,3,26,9,46,11,279,133
Cornerstone Theological Seminary,,31,17,67,29,1,0,0,0,0,0,0,0,99,46
Covenant Theological Seminary,,192,120,245,117,6,2,79,44,0,0,28,8,550,291
Crown College Graduate School of Ministry,,43,22,79,37,0,0,0,0,0,0,0,0,122,59
Dallas Theological Seminary,,540,360,1644,807,3,2,199,109,83,34,140,48,2609,1360
Denver Seminary,,226,110,406,198,17,6,91,48,37,36,51,8,828,406
"Dickerson-Green Theological Seminary of Allen
University",,38,20,5,4,0,0,1,1,0,0,0,0,44,25
Dominican House of Studies,,36,31,17,13,0,0,0,0,0,0,21,67,74,111
Dominican School of Philosophy and Theology,,9,7,17,15,0,0,0,0,0,0,25,28,51,50
Drew University Theological School,,168,128,26,19,7,5,104,79,50,75,19,6,374,312
Duke University Divinity School,,351,351,76,76,15,15,115,115,34,34,30,18,621,609
Earlham School of Religion,,27,21,11,7,0,0,0,0,0,0,10,6,48,34
"Eastern Mennonite Seminary of Eastern Mennonite
University",,20,12,13,6,0,0,0,0,0,0,7,3,40,21
Ecumenical Theological Seminary,,21,12,11,8,0,0,18,6,0,0,10,7,60,33
Eden Theological Seminary,,32,23,22,15,0,0,27,5,0,0,7,2,88,45
Emmanuel Christian Seminary at Milligan,,54,36,29,16,0,0,20,11,0,0,4,1,107,64
Emmanuel College of Victoria University,,33,23,141,95,2,1,9,9,37,36,5,5,227,169
Erskine Theological Seminary,,22,13,19,8,15,2,58,15,0,0,4,2,118,40
Evangelia University Graduate School of Theology,,75,67,5,3,0,0,13,10,0,0,0,0,93,80
Franciscan School of Theology,,24,17,63,30,0,0,0,0,0,0,2,2,89,49
"Freed-Hardeman University Graduate School of
Theology",,32,19,32,15,0,0,6,7,0,0,0,0,70,41
"Fresno Pacific Biblical Seminary of Fresno Pacific
University",,7,3,94,57,0,0,0,0,0,0,0,0,101,60
Fuller Theological Seminary,,379,160,559,215,2,1,507,263,131,63,42,12,1620,714
Garrett-Evangelical Theological Seminary,,121,82,73,47,0,0,56,24,48,25,15,5,313,183
Gateway Seminary,,210,113,405,164,10,5,132,183,32,33,675,244,1464,742
General Theological Seminary,,42,31,0,0,0,0,3,2,0,0,0,0,45,33
