"Table 2.12 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2024",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,MA,,ThM/STM,,"DMin/Other
Prof Dr",,PhD/ThD,,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
"George W. Truett Theological Seminary of Baylor
University",,188,137,116,64,0,0,81,48,0,0,3,1,388,250
Georgia Central University School of Divinity,,46,50,39,41,0,0,35,45,13,24,0,0,133,160
GETS Theological Seminary,,0,0,69,33,0,0,16,13,0,0,0,0,85,46
Gordon-Conwell Theological Seminary,,307,164,611,293,37,15,238,187,0,0,165,66,1358,725
Grace Mission University Graduate School,,102,82,101,84,0,0,23,11,56,50,0,0,282,227
Grace School of Theology,,131,54,186,69,3,1,13,10,0,0,0,0,333,134
Grace Theological Seminary,,85,48,121,52,0,0,67,37,0,0,0,1,273,138
"Graduate School of Theology and Ministry in Puerto
Rico, St. Albert the Great",,6,7,4,4,4,3,0,0,0,0,5,2,19,16
Graduate Theological Union,,0,0,16,11,0,0,0,0,107,211,37,17,160,239
"Grand Canyon Theological Seminary at Grand
Canyon University",,221,205,203,165,0,0,0,0,0,0,12,11,436,381
Harding School of Theology,,52,21,62,20,0,0,26,13,0,0,2,0,142,54
"Hartford International University for Religion and
Peace",,0,0,66,45,0,0,10,7,7,8,26,8,109,68
Harvard University Divinity School,,147,199,181,242,0,0,0,0,0,0,0,0,328,441
Hazelip School of Theology of Lipscomb University,,28,15,36,16,0,0,16,18,0,0,0,0,80,49
Henry Appenzeller University,,13,12,1,0,0,0,0,0,0,0,2,2,16,14
"Heritage Christian University Graduate School of
Theology",,30,15,58,25,0,0,0,0,0,0,0,0,88,40
Heritage Theological Seminary,,53,29,0,0,41,17,0,0,0,0,76,24,170,70
"HMS Richards Divinity School Division of Graduate
Studies of La Sierra University",,17,14,5,3,0,0,0,0,0,0,0,0,22,17
Holy Apostles College and Seminary,,23,22,392,148,0,0,0,0,0,0,37,15,452,185
Holy Cross Greek Orthodox School of Theology,,65,77,60,32,23,13,0,0,0,0,36,15,184,137
Hood Theological Seminary,,59,38,12,7,0,0,31,19,0,0,1,0,103,64
Horizon College and Seminary,,10,5,46,20,0,0,0,0,0,0,15,5,71,30
Howard University School of Divinity,,57,41,3,2,0,0,23,26,0,0,0,0,83,69
Huron University College Faculty of Theology,,20,15,27,19,10,1,0,0,0,0,4,2,61,37
Iliff School of Theology,,63,51,26,19,0,0,22,9,52,43,0,0,163,122
"Immaculate Conception Seminary of Seton Hall
University",,53,52,102,40,0,0,0,0,0,0,88,90,243,182
Indianapolis Theological Seminary,,22,11,22,10,0,0,0,0,0,0,15,6,59,27
"Inter American University of Puerto Rico-
Metropolitan Campus Department of Theology and
History",,0,0,5,3,0,0,0,0,48,6,0,0,53,9
Inter-American Adventist Theological Seminary,,0,0,426,381,0,0,117,174,24,36,0,0,567,591
Interdenominational Theological Center,,33,21,0,0,0,0,27,27,0,0,0,0,60,48
International Reformed University and Seminary,,25,21,13,10,0,0,6,7,20,26,0,0,64,64
International Theological Seminary,,57,52,17,14,0,0,44,31,0,0,7,2,125,99
"James and Carolyn McAfee School of Theology of
Mercer University",,68,47,15,10,0,0,39,24,0,0,1,1,123,82
Jesuit School of Theology of Santa Clara University,,25,30,19,13,9,7,0,0,0,0,62,56,115,106
John Leland Center for Theological Studies,,10,4,6,2,0,0,0,0,0,0,14,5,30,11
Kairos University,,413,231,461,291,0,0,153,123,130,79,0,0,1157,724
"Kearley Graduate School of Theology of Faulkner
University",,0,0,20,8,2,1,0,0,11,5,0,0,33,14
Kenrick-Glennon Seminary,,84,65,0,0,0,0,0,0,0,0,0,0,84,65
The King's Seminary at The King's University,,76,41,93,48,0,0,71,36,0,0,0,0,240,125
Knox College,,10,14,63,59,0,0,1,0,15,0,3,7,92,80
Knox Theological Seminary,,52,26,35,16,0,0,50,42,0,0,4,2,141,86
Lancaster Theological Seminary,,25,17,9,5,0,0,31,19,0,0,1,0,66,41
