report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2025,Community event,215,39,39,49,36,50,2
2025,Informal conversation or support,379,70,68,86,80,73,2
2025,"Religious education programming, including Our Whole Lives (lifespan sexuality education)",201,41,35,41,49,34,1
2025,Shared project or program,187,40,34,41,41,30,1
2025,Shared staffing arrangement,58,15,12,12,13,6,0
2025,Social justice programs or initiatives,248,43,47,50,42,65,1
2025,Worship/Sunday Services,246,58,47,60,44,36,1
