report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2025,Adult Faith Development,300,66,57,63,54,59,1
2025,"Community-Building (Game Nights, Talent Shows, Trivia, etc.)",117,22,18,24,28,25,0
2025,Community Meals,62,18,8,13,13,10,0
2025,"Congregational Board, Annual, or Business Meetings",519,110,91,107,105,103,3
2025,Family ministry programs,62,16,8,10,13,15,0
2025,Religious Education classes for children and youth,62,15,9,14,15,9,0
2025,Small Groups,402,82,71,82,87,80,0
2025,Social Justice Activities,264,55,44,57,54,52,2
2025,Worship,610,122,116,125,119,126,2
