report_year,Type,Total,Central-East,MidAmerica,New England,Pacific Western,Southern,International
2025,"Bodily Autonomy (UPLIFT Action) includes LGBTQ+, Trans* & Reproductive, & Disability Justice",21,6,2,2,6,5,0
2025,Climate Justice includes Green Sanctuary,378,74,69,76,81,76,2
2025,Decriminalization (Love Resists) includes policing & immigration,157,30,28,34,32,33,0
2025,Democracy includes UU The Vote,438,91,86,72,85,104,0
